dept,course,instructor,abbrev_instructor,term,year,cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8,num_invited,num_responded
GGR,GGR339H1,Jesse Proudfoot,Proudfoot J,Winter,2015,4.1,4,4.4,4,3.9,4,4.2,3.3,72,30
GGR,GGR357H1,J Hulchanski,Hulchanski J,Winter,2015,4.3,4.5,4.5,4,4.1,4.2,4.4,3.1,49,20
GGR,GGR359H1,Jason Hackworth,Hackworth J,Winter,2015,4.2,4.4,4.2,4.1,4.2,4.2,4.4,2.8,46,18
GGR,GGR360H1,Dylan Clark,Clark D,Winter,2015,4.4,4.3,4.3,3.4,3.6,3.7,4.6,4.2,48,14
GGR,GGR363H1,Kanishka Goonewardena,Goonewardena K,Winter,2015,4.4,4.1,4,4,4.1,3.7,4.3,3.2,51,19
GGR,GGR403H1,Sharon Cowling,Cowling S,Winter,2015,4.5,4,4.5,4.5,4.5,4.3,4.5,3.2,21,6
GGR,GGR405H1,C.Tattersall Smith,Smith C,Winter,2015,4,3.9,4.3,4.5,4.4,3.9,4.5,3.1,25,8
GGR,GGR431H1,Richard DiFrancesco,DiFrancesco R,Winter,2015,2.8,3.1,2.9,2.5,2.4,2.4,3,3,18,8
GGR,GGR433H1,Pamela Kaufman,Kaufman P,Winter,2015,4,4.2,4.7,4.1,4.5,4.2,4.6,3.2,28,13
GGR,GGR434H1,Blake Poland,Poland B,Winter,2015,3.9,4.1,3.6,3.6,3.7,3.6,4,2.9,26,11
GGR,GGR462H1,Kristian Larsen,Larsen K,Winter,2015,4.6,4.5,4.7,4.6,4.6,4.5,4.5,4,32,19
GGR,GGR493Y1,Deborah Leslie,Leslie D,Winter,2015,4.2,4.3,4.8,4.4,4.7,4.8,4.7,3,15,9
GGR,GGR493Y1,Eleanor Rae,Rae E,Winter,2015,4.2,4.3,4.3,4.4,4.7,4.8,4.6,3,15,9
JGI,JGI216H1,David Roberts,Roberts D,Winter,2015,4.3,4.5,4.7,4.2,4.2,4.2,4.5,3.3,174,79
GGR,GGR100H1,Nina Hewitt,Hewitt N,Fall,2014,3.7,4.1,4,3.7,3.7,3.5,4.2,3.3,159,94
GGR,GGR107H1,Sarah Wakefield,Wakefield S,Fall,2014,3.4,3.7,4,3.7,3.6,3.3,4.2,3.2,326,127
GGR,GGR112H1,Rachel Silvey,Silvey R,Fall,2014,3.9,3.8,4,3.4,3.6,3.3,4.2,3,147,57
GGR,GGR124H1,Damian Dupuy,Dupuy D,Fall,2014,3.5,3.4,3.8,3.3,3.4,3.2,3.9,3.3,63,25
GGR,GGR124H1,Damian Dupuy,Dupuy D,Fall,2014,4,4.4,4.2,3.7,3.6,3.8,4,3.1,81,29
GGR,GGR203H1,Leslie Harvey,Harvey L,Fall,2014,3.4,3.2,2.7,3.3,3.5,2.9,3.6,3.6,30,16
GGR,GGR205H1,C.Tattersall Smith,Smith C,Fall,2014,3.6,3.7,3.9,3.7,3.8,3.3,4.3,3.6,55,22
GGR,GGR241H1,Robert Lewis,Lewis R,Fall,2014,4.4,4.4,4.4,4.2,4,4.1,4.6,3,98,41
GGR,GGR246H1,Jeff May,May J,Fall,2014,3.6,3.6,4.2,3.6,3.7,3.6,4.4,3,192,106
GGR,GGR270H1,Amrita Daniere,Daniere A,Fall,2014,2.7,3,3.1,3.2,3.1,2.4,3.1,3.4,163,74
GGR,GGR272H1,Donald Boyes,Boyes D,Fall,2014,4.2,4.6,4.8,4.5,4.6,4.2,4.7,3.7,161,84
GGR,GGR300H1,Jun Zhang,Zhang J,Fall,2014,3.5,3.8,3.9,3.6,3.8,3.2,4,3.4,41,21
GGR,GGR303H1,Sharon Cowling,Cowling S,Fall,2014,3.6,4,4.1,3.2,3.2,3.2,4.2,2.8,49,21
GGR,GGR320H1,Rachel Silvey,Silvey R,Fall,2014,4.2,4.2,4.2,4.4,4.5,4.2,4.7,3,55,28
GGR,GGR327H1,David Seitz,Seitz D,Fall,2014,4.5,4.4,4.7,4.2,4.5,4.2,4.7,3.3,47,23
GGR,GGR334H1,Romila Verma,Verma R,Fall,2014,3.8,3.9,4,3.7,3.8,3.7,4.3,3,88,42
GGR,GGR347H1,Leslie Harvey,Harvey L,Fall,2014,3.8,3.9,3.4,3.6,3.3,3,3.5,4.3,34,14
GGR,GGR361H1,Julia Markovich,Markovich J,Fall,2014,3.9,4.1,4.2,4.1,4.2,3.8,3.7,3.2,85,37
GGR,GGR373H1,Kristian Larsen,Larsen K,Fall,2014,3.7,4,3.2,4.1,4.2,3.3,3.2,3.5,45,33
GGR,GGR374H1,Richard DiFrancesco,DiFrancesco R,Fall,2014,3.4,3.7,3.9,3.9,3.9,3.4,3.8,3.8,46,18
GGR,GGR381H1,Scott Prudham,Prudham S,Fall,2014,4.2,4.6,4.2,3.8,4,4,4.2,2.4,18,5
GGR,GGR382H1,Deborah Cowen,Cowen D,Fall,2014,4.9,4.9,4.9,4.8,4.8,4.8,5,2.8,20,18
GGR,GGR390H1,Joseph Desloges,Desloges J,Fall,2014,4.1,4,4.3,3.8,4,3.9,4.8,3.6,14,8
GGR,GGR413H1,Jingxian Liu,Liu J,Fall,2014,4.3,4.5,4.3,4.3,4.5,3.8,4.3,3.3,9,6
GGR,GGR416H1,Virginia Maclaren,Maclaren V,Fall,2014,3.2,3.1,3.4,3.3,3.5,2.9,4.1,3.7,26,14
GGR,GGR416H1,Beth Savan,Savan B,Fall,2014,3.2,3.1,2.9,3.3,3.5,2.9,4,3.7,26,14
GGR,GGR430H1,Jun Zhang,Zhang J,Fall,2014,4.3,4.7,4.2,4.8,4.8,4.4,4.6,3.4,11,9
GGR,GGR452H1,Susan Ruddick,Ruddick S,Fall,2014,4.9,4.9,5,4.7,4.7,4.9,4.8,3.2,13,10
GGR,GGR458H1,Jason Hackworth,Hackworth J,Fall,2014,4.3,4.3,4,4.1,4.3,4.1,3.9,3.3,22,7
GGR,GGR482H1,Robert Lewis,Lewis R,Fall,2014,4.1,4.2,4.1,3.8,3.9,4,4.3,3.9,20,16
GGR,GGR361H1,Prasad Khanolkar,Khanolkar P,Summer,2015,3.8,4,3.8,3.6,3.7,3.2,3.7,3.2,53,26
JGI,JGI454H1,Paul Bedford,Bedford P,Fall,2014,3.3,3.3,3.2,3.3,3.3,3.4,4.3,3.6,22,16
JUG,JUG320H1,Emily Gilbert,Gilbert E,Fall,2014,4.2,4.3,4.4,4.1,4.2,4.1,4.6,3,56,33
GGR,GGR430H1,Jun Zhang,Zhang J,Fall,2018,4,4.3,4.1,4.1,4.3,3.8,4.5,3.4,20,11
GGR,GGR326H1,Jun Zhang,Zhang J,Fall,2018,3.4,3.2,3,3.5,3.6,2.8,3.1,3.1,52,26
GGR,GGR270H1,Michael Widener,Widener M,Fall,2018,4,4.4,4.6,4.3,4.3,4.1,4.6,3.1,189,88
GGR,GGR107H1,Sarah Wakefield,Wakefield S,Fall,2018,3.6,3.9,4,3.6,3.7,3.6,4.1,3.6,149,53
GGR,GGR107H1,Sarah Wakefield,Wakefield S,Fall,2018,3.7,4,4.2,3.9,3.9,3.7,4.3,3.3,92,29
GGR,GGR334H1,Romila Verma,Verma R,Fall,2018,4.3,4.5,4.4,4.1,4.1,4.2,4.5,2.9,87,40
JGE,JGE331H1,Scott Prudham,Prudham S,Fall,2018,3.8,3.9,3.9,3.8,3.8,3.8,3.8,3.5,60,16
GGR,GGR419H1,Neera Singh,Singh N,Fall,2018,4.2,4.1,4.1,3.8,4.1,3.9,4.2,4.1,25,14
GGR,GGR321H1,Neera Singh,Singh N,Fall,2018,3.4,3.7,2.9,3,3.3,2.8,3.4,3.7,52,23
GGR,GGR205H1,C.Tattersall Smith,Smith C,Fall,2018,3.3,3.9,3.5,3.5,3.7,3.3,3.5,3.3,61,25
GGR,GGR327H1,Deborah Leslie,Leslie D,Fall,2018,4.3,4.4,4.4,4.4,4.3,4,4.3,3.1,55,21
GGR,GGR328H1,Deborah Leslie,Leslie D,Fall,2018,4.1,4.2,4.1,4.1,4,3.9,4.3,3.2,56,15
GGR,GGR337H1,Jingxian Liu,Liu J,Fall,2018,3.9,4,3.6,4.2,4.3,3.6,4.1,3.2,49,21
GGR,GGR254H1,Robert Lewis,Lewis R,Fall,2018,4.2,4.3,4.4,4.3,4.2,4.1,4.3,3,85,31
GGR,GGR482H1,Robert Lewis,Lewis R,Fall,2018,5,4.8,4.4,4.6,4.5,4.2,4.8,3.4,11,5
GGR,GGR336H1,Robert Lewis,Lewis R,Fall,2018,4.1,4.2,4.4,3.6,3.7,3.9,4.4,3.2,80,23
GGR,GGR373H1,Kristian Larsen,Larsen K,Fall,2018,3.9,4.1,3.2,4.2,4.1,3.2,3.9,3.7,38,18
GGR,GGR272H1,Kristian Larsen,Larsen K,Fall,2018,3.7,3.9,3.6,4,4,3.4,3.8,3.4,146,61
GGR,GGR240H1,Matthew Farish,Farish M,Fall,2018,3.7,4,4,3.4,3.4,3.3,4.2,3.2,104,49
GGR,GGR421H1,Matthew Farish,Farish M,Fall,2018,4.2,4.5,4.8,4.2,4.2,4.1,4.7,3.2,28,17
GGR,GGR124H1,Damian Dupuy,Dupuy D,Fall,2018,3.6,3.8,3.9,3.7,3.6,3.7,4,3.2,61,14
GGR,GGR124H1,Damian Dupuy,Dupuy D,Fall,2018,3.5,3.7,3.9,3.2,3.3,3.3,3.8,3.1,101,39
GGR,GGR400H1,Deborah Cowen,Cowen D,Fall,2018,4.6,4.6,4.8,4.8,4.7,4.6,4.9,3.1,30,18
GGR,GGR390H1,Joseph Desloges,Desloges J,Fall,2018,4.4,4.6,4.4,4.3,4.1,4.1,4.8,3.5,18,8
GGR,GGR431H1,Richard DiFrancesco,DiFrancesco R,Fall,2018,4.3,4.3,4.9,3.9,4.1,4.1,4.6,4,13,10
GGR,GGR482H1,Paul Hess,Hess P,Fall,2018,5,4.8,4.4,4.6,4.5,4.2,4.8,3.4,11,5
GGR,GGR347H1,Leslie Harvey,Harvey L,Fall,2018,3.3,3.7,2.7,3,3,2.8,3.2,4.5,20,6
GGR,GGR203H1,Leslie Harvey,Harvey L,Fall,2018,3.5,3.6,2.8,2.8,2.5,2.1,3.3,3.9,25,8
GGR,GGR390H1,Jing Chen,Chen J,Fall,2018,4.4,4.6,4.4,4.3,4.1,4.1,4.6,3.5,18,8
GGR,GGR206H1,Jing Chen,Chen J,Fall,2018,3.1,3.5,2.9,3.5,3.7,2.9,3.2,3,52,18
GGR,GGR112H1,Sujata Thapa-Bhattarai,Thapa-Bhattarai S,Fall,2018,3.1,3,2.7,3.1,3.2,2.6,3.1,3,150,89
GGR,GGR329H1,Nicole Simms,Simms N,Summer,2019,3.3,3.8,3.7,3.7,3.6,3.2,3.9,3.7,58,18
GGR,GGR416H1,Andrew Almas,Almas A,Fall,2018,4.3,4.9,4.7,4.5,4.4,4.5,4.7,3.1,29,15
GGR,GGR320H1,Mary-Kay Bachour,Bachour M,Fall,2018,4.5,4.5,4.5,4.5,4.4,4.4,4.7,3.1,54,26
JGI,JGI346H1,Naomi Adiv,Adiv N,Fall,2018,3.6,3.7,3.9,3.4,3.4,3.4,4.1,3.3,58,30
GGR,GGR339H1,Adam Zendel,Zendel A,Summer,2019,4.3,4.4,4.5,4.1,4.2,4.1,4.8,3.3,63,36
GGR,GGR314H1,Anastasia Hervas,Hervas A,Summer,2019,4.1,4.4,4.0,3.9,3.9,3.9,3.9,3.1,73,14
GGR,GGR320H1,Sabrien Amrov,Amrov S,Summer,2019,4.2,4.2,4.2,4.1,4.2,3.9,4.3,3.0,70,30
GGR,GGR246H1,Benjamin Butler,Butler B,Summer,2019,4.5,4.2,4.4,4.4,4.5,4.0,4.6,3.4,55,20
GGR,GGR337H1,Oleksiy Kalynychenko,Kalynychenko O,Summer,2019,4.3,4.3,4.5,4.0,4.3,4.2,4.5,3.2,30,6
GGR,GGR272H1,Kristian Larsen,Larsen K,Summer,2019,3.7,3.8,4.0,4.2,3.9,3.6,3.9,3.6,69,18
GGR,GGR217H1,Travis Bost,Bost T,Summer,2019,4.4,4.5,4.7,4.5,4.4,4.4,4.8,2.9,61,31
GGR,GGR360H1,Killian McCormack,McCormack K,Summer,2019,4.2,4.4,4.6,4.1,4.2,4.2,4.5,2.8,58,30
GGR,GGR341H1,Christian Abizaid,Abizaid C,Winter,2019,3.9,4.1,4.4,3.7,4,3.9,4.6,3,53,20
JGE,JGE321H1,Christian Abizaid,Abizaid C,Winter,2019,3.95,4.4,4.5,4.2,4.2,4.1,4.7,3.2,49,20
GGR,GGR271H1,Naomi Adiv,Adiv N,Winter,2019,3.5,4.1,4.2,4.1,4,3.7,4.2,3.1,150,76
GGR,GGR389H1,Naomi Adiv,Adiv N,Winter,2019,4.21,4.1,3.4,3.7,3.7,3.4,3.9,3.4,40,14
GGR,GGR438H1,Zachary Anderson,Anderson Z,Winter,2019,4.61,4.6,4.6,4.7,4.7,4.4,4.7,3.4,27,18
GGR,GGR101H1,Peter Bikoulis,Bikoulis P,Winter,2019,2.97,3,2.8,2.8,2.9,2.7,3,2.8,226,71
GGR,GGR272H1,Donald Boyes,Boyes D,Winter,2019,4.19,4.5,4.4,4.3,4.4,4.3,4.4,3.3,103,33
GGR,GGR273H1,Donald Boyes,Boyes D,Winter,2019,4.56,4.7,4.7,4.7,4.6,4.6,4.8,3.7,78,34
GGR,GGR414H1,Jing Chen,Chen J,Winter,2019,3.14,3.1,3,2.9,2.7,2.1,4,4,18,7
GGR,GGR124H1,Deborah Cowen,Cowen D,Winter,2019,4.15,4.4,4.7,4,4.2,4.2,4.8,2.9,256,59
GGR,GGR124H1,Deborah Cowen,Cowen D,Winter,2019,4.14,4.4,4.7,4,4.1,4.2,4.7,2.8,331,109
GGR,GGR360H1,Matthew Farish,Farish M,Winter,2019,4.19,4.3,4.6,4.2,4.4,4.2,4.7,3,57,22
JEG,JEG100H1,Sarah Finkelstein,Finkelstein S,Winter,2019,4.1,4.2,4.1,4,4,3.8,4.2,3.1,83,43
GGR,GGR225H1,Marcel Fortin,Fortin M,Winter,2019,2.88,3.5,3.5,3.5,3.4,2.9,3.9,3.1,84,19
GGR,GGR460H1,Kanishka Goonewardena,Goonewardena K,Winter,2019,4.57,4.4,4.6,4.6,4.6,4.4,4.3,3,21,7
GGR,GGR217H1,Kelly Gregg,Gregg K,Winter,2019,4.1,4.4,4.1,4.3,4.3,4.1,4.4,3.3,80,30
GGR,GGR314H1,Leslie Harvey,Harvey L,Winter,2019,2.89,3.2,2.2,2.4,2.4,2.3,2.7,4.2,60,19
GGR,GGR433H1,Pamela Kaufman,Kaufman P,Winter,2019,4,4.1,4.4,3.6,3.9,3.9,4.6,3.6,28,16
GGR,GGR424H1,Anna Kramer,Kramer A,Winter,2019,4.56,4.6,4.4,4.3,4.2,4.4,4.6,3.2,30,9
GGR,GGR372H1,Kristian Larsen,Larsen K,Winter,2019,3.9,4,4.3,4.1,4.3,4.1,4,3.5,47,11
GGR,GGR241H1,Nicholas Lombardo,Lombardo N,Winter,2019,4.47,4.5,4.7,4.2,4.1,4.3,4.4,3,113,57
GGR,GGR359H1,Julie Mah,Mah J,Winter,2019,3.69,4,3.9,3.8,3.9,3.7,4,3,52,26
GGR,GGR434H1,Blake Poland,Poland B,Winter,2019,4.1,4,4.1,3.3,3.7,3.5,4.3,3,24,10
JGI,JGI216H1,Timothy Ross,Ross T,Winter,2019,3.53,3.7,3.7,3.5,3.6,3.3,3.7,3.2,154,62
GGR,GGR405H1,C.Tattersall Smith,Smith C,Winter,2019,3.67,3.7,3.8,4.7,4.7,4,3.8,2.7,27,6
GGR,GGR329H1,Melanie Sommerville,Sommerville M,Winter,2019,4.27,4.3,4.5,4.5,4.3,4.1,4.3,3.1,52,23
GGR,GGR339H1,Jason Spicer,Spicer J,Winter,2019,4.35,4.5,4.7,4.3,4.4,4.2,4.8,3.1,62,20
GGR,GGR252H1,Stephen Swales,Swales S,Winter,2019,3.1,3.5,3.2,3.9,3.8,3.5,3.1,2.4,76,10
GGR,GGR252H1,Stephen Swales,Swales S,Winter,2019,3.06,3.4,2.9,3.4,3.4,3,3,3.1,266,68
GGR,GGR305H1,Joshua Thienpont,Thienpont J,Winter,2019,4.07,4.3,4.4,4.4,4.3,4.2,4.4,3.1,92,27
GGR,GGR340H1,Sarah Wakefield,Wakefield S,Winter,2019,4,4.1,4.3,3.9,3.8,3.8,4.4,3.1,41,15
GGR,GGR221H1,Adam Zendel,Zendel A,Winter,2019,4.19,4.2,4.6,4.2,4.2,4.1,4.7,3.1,129,73
GGR,GGR251H1,Jun Zhang,Zhang J,Winter,2019,2.5,3.1,2.8,3.3,3.3,2.5,3.6,2.8,110,22
PCJ,PCJ460H1,Mark Kersten,Kersten M,Fall,2017,3.1,2.9,2.2,2.8,3,2.2,2.5,3.5,33,18
MUN,MUN101H1,Joseph Wong,Wong J,Fall,2017,4.6,4.4,4.8,3.9,4.2,4.5,4.6,3.3,24,16
MUN,MUN102H1,Teresa Kramarz,Kramarz T,Winter,2018,4.5,4.3,4.6,4.3,4.2,4.3,4.6,3.7,22,19
MUN,MUN105Y1,Teresa Kramarz,Kramarz T,Winter,2018,4.7,4.6,4.5,4.3,4.5,4.7,4.8,4.2,22,15
PCJ,PCJ260Y1,Kevin Rowley,Rowley K,Winter,2018,4.5,4.5,2.8,3.8,3.8,3.8,2.2,4.2,33,28
PCJ,PCJ362H1,Dylan Clark,Clark D,Winter,2018,3.5,3.7,4.3,3.7,3.7,3.9,4.6,2.9,41,12
MUN,MUN102H1,Robert Fonberg,Fonberg R,Winter,2017,2.6,2.8,2.4,2.9,2.8,2.1,2.5,3.1,26,17
MUN,MUN105Y1,Teresa Kramarz,Kramarz T,Winter,2017,4.6,4.7,4.8,4.6,4.4,4.5,4.7,3.6,26,16
PCJ,PCJ260Y1,Wilfrid Greaves,Greaves W,Winter,2017,4.9,4.9,5,4.3,4.2,4.3,4.9,4.3,42,15
PCJ,PCJ361H1,Wendy Wong,Wong W,Winter,2017,2.7,2.4,3.3,2.3,2.4,2.5,3,2.9,40,22
MUN,MUN101H1,Joseph Wong,Wong J,Fall,2016,4.8,4.5,4.5,4.2,4.3,4.7,4.5,3.5,26,13
PCJ,PCJ360H1,Kimberly Carter,Carter K,Fall,2016,4.6,4.4,4.5,4.5,4.7,4.4,4.7,3.1,41,21
PCJ,PCJ460H1,Janel Smith,Smith J,Fall,2016,3.5,3.4,4.1,3.1,3.8,2.9,4,3.3,45,19
MUN,MUN101H1,Joseph Wong,Wong J,Winter,2015,4.8,4.7,4.8,4.3,4.1,4.6,4.6,3.6,29,17
MUN,MUN102H1,Teresa Kramarz,Kramarz T,Winter,2015,4.3,4.4,4.5,4,3.8,4.1,4.6,3.6,28,17
PCJ,PCJ260Y1,Nancy Bertoldi,Bertoldi N,Winter,2015,3.9,4,4.2,3.5,3.6,3.5,4.3,4.4,43,13
PCJ,PCJ361H1,Derek Congram,Congram D,Winter,2015,4.2,4,4,4,3.7,3.8,4.5,3.2,35,7
PCJ,PCJ461H1,Derek Congram,Congram D,Winter,2015,3.5,3.3,3.7,3.7,4,3.5,4.3,2.5,18,6
MUN,MUN102H1,Teresa Kramarz,Kramarz T,Winter,2016,4.4,4.1,4.1,4.1,4,4.1,4.7,4,28,15
MUN,MUN105Y1,Teresa Kramarz,Kramarz T,Winter,2016,4.3,4.4,4.3,3.9,4.1,4.2,4.3,4.1,28,12
PCJ,PCJ260Y1,Nancy Bertoldi,Bertoldi N,Winter,2016,4.4,4.6,4.5,4,4,4.1,4.5,4.2,43,22
MUN,MUN101H1,Joseph Wong,Wong J,Fall,2015,4.7,4.6,4.8,4.2,4.3,4.7,4.7,3.2,29,14
PCJ,PCJ360H1,Wilfrid Greaves,Greaves W,Fall,2015,4.5,4.7,4.6,4.3,4.3,4.3,4.8,4,48,19
PCJ,PCJ460H1,Vsevolod Gunitskiy,Gunitskiy V,Fall,2015,3.7,3.3,3.2,3.3,3,2.9,2.9,4.1,32,10
MUN,MUN101H1,Joseph Wong,Wong J,Fall,2013,4.6,4.4,4.7,4.1,4.2,4.3,4.7,3.9,26,17
PCJ,PCJ260Y1,Sean Richmond,Richmond S,Fall,2013,3.8,3.8,3.2,3.8,3.5,3,3.2,3.5,44,12
PCJ,PCJ360H1,Wilfrid Greaves,Greaves W,Fall,2013,4.8,4.8,4.9,4.8,4.6,4.6,5,3.8,30,25
PCJ,PCJ460H1,Vsevolod Gunitskiy,Gunitskiy V,Fall,2013,4.5,4.5,4.8,4.4,4.4,4.4,4.5,4,40,17
MUN,MUN102H1,Shiri Breznitz,Breznitz S,Winter,2014,3.2,3.4,3.1,2.7,3.2,2.8,3.2,2.7,25,19
MUN,MUN105Y1,Teresa Kramarz,Kramarz T,Winter,2014,3.9,3.9,4.5,4,4.1,3.8,4.6,3.5,25,18
PCJ,PCJ260Y1,Elisabeth King,King E,Winter,2014,4.4,4.4,4.3,4.1,3.7,3.9,4.6,3.7,42,20
PCJ,PCJ361H1,Wendy Wong,Wong W,Winter,2014,3.2,2.8,3.5,3,3.2,2.8,3.5,3.7,30,19
PCJ,PCJ461H1,Vsevolod Gunitskiy,Gunitskiy V,Winter,2014,4.8,4.4,4.8,4.2,4.4,4.4,4.6,4.2,13,5
PCJ,PCJ361H1,Derek Congram,Congram D,Winter,2016,3,3.4,3.7,3.2,2.9,2.9,4.1,3,35,9
PCJ,PCJ460H1,Wilfrid Greaves,Greaves W,Fall,2014,4.4,4.5,4.6,4,3.6,4.2,5,4.2,30,13
MUN,MUN105Y1,Teresa Kramarz,Kramarz T,Fall,2014,4.4,4,4.3,4,4.1,4,4.3,3.4,31,19
PCJ,PCJ460H1,Paola Salardi,Salardi P,Fall,2018,4.1,4.1,4.4,4,3.8,3.6,4.4,3.8,37,24
PCJ,PCJ360H1,Laura Niemi,Niemi L,Fall,2018,3.6,3.7,3.1,3.3,3.5,3,3.2,3.7,31,23
MUN,MUN101H1,Joseph Wong,Wong J,Fall,2018,5,5,4.6,3.8,4.4,4.4,4.6,2.8,24,7
PCJ,PCJ362H1,Dylan Clark,Clark D,Winter,2019,2.91,2.7,3.4,2.1,2.4,2.9,3.9,3.6,23,11
PCJ,PCJ260Y1,Nancy Bertoldi,Bertoldi N,Winter,2019,4.13,3.8,4.4,3.1,3,3.4,4.7,4.3,44,39
PCJ,PCJ461H1,Paola Salardi,Salardi P,Winter,2019,4.86,5,5,4.6,4.9,4.9,5,3.7,8,7
HIS,HIS101Y1,Doris Bergen,Bergen D,Winter,2015,4.4,4.5,4.6,4.1,4.1,4.2,4.7,3.2,163,44
HIS,HIS101Y1,Mark Meyerson,Meyerson M,Winter,2015,4.4,4.5,4.6,4.1,4.1,4.2,4.7,3.2,163,44
HIS,HIS102Y1,Carol Chin,Chin C,Winter,2015,4.4,4.3,4.8,3.9,3.9,4.2,4.9,3,157,39
HIS,HIS103Y1,Denis Smyth,Smyth D,Winter,2015,4,4.2,4.1,3.8,3.8,3.8,4.2,3.6,394,97
HIS,HIS109Y1,Kenneth Bartlett,Bartlett K,Winter,2015,4.1,4.2,4.3,3.9,3.9,3.9,4.5,3.6,356,97
HIS,HIS202H1,Sarah Tracy,Tracy S,Winter,2015,4.3,4.3,4.1,3.6,3.6,3.8,4.2,4,119,27
HIS,HIS205Y1,Nhung Tran,Tran N,Winter,2015,3.6,3.6,3.3,3.5,3.4,3.1,3.6,2.9,34,8
HIS,HIS220Y1,Isabelle Cochelin,Cochelin I,Winter,2015,3.5,3.9,3.9,3.4,3.3,3.7,4,3,84,21
HIS,HIS220Y1,Joseph Goering,Goering J,Winter,2015,3.5,3.9,3.6,3.4,3.3,3.7,3.8,3,84,21
HIS,HIS242H1,Vasilis Dimitriadis,Dimitriadis V,Winter,2015,4.4,4.4,4.7,4.1,4.1,4.3,4.7,3.1,291,75
HIS,HIS244H1,David Stiles,Stiles D,Winter,2015,4.4,4.4,4.6,4.1,4,4.2,4.4,3.1,154,43
HIS,HIS250Y1,Alison Smith,Smith A,Winter,2015,4.2,4.3,4.4,3.7,3.6,3.9,4.5,3.3,106,34
HIS,HIS263Y1,Steven Penfold,Penfold S,Winter,2015,3.9,4.2,4.3,3.6,3.7,3.9,4.6,3.1,179,57
HIS,HIS271Y1,Erin Black,Black E,Winter,2015,4.2,4.5,4.6,4.1,4,4.2,4.6,3.1,199,74
HIS,HIS280Y1,Yiwen Wang,Wang Y,Winter,2015,3,3.1,3,2.6,2.8,2.6,2.9,3.2,142,49
HIS,HIS282Y1,Charu Bhaneja,Bhaneja C,Winter,2015,4.2,4.6,4.2,4.3,4.1,3.9,4.3,3.7,57,15
HIS,HIS292H1,Luis Van Isschot,Van Isschot L,Winter,2015,3.9,3.7,4.1,3.9,4,3.6,4.4,3.2,77,18
HIS,HIS294Y1,Stefanie Kennedy,Kennedy S,Winter,2015,4.7,4.9,4.6,4.8,4.5,4.8,4.9,4.1,34,9
HIS,HIS295Y1,Sean Hawkins,Hawkins S,Winter,2015,3.6,3.5,3.7,3.2,3.3,3.1,4.2,3.2,56,21
HIS,HIS295Y1,Nakanyike Musisi,Musisi N,Winter,2015,3.6,3.5,3.9,3.2,3.3,3.1,4.4,3.2,56,21
HIS,HIS311Y1,Robert Bothwell,Bothwell R,Winter,2015,4.3,4.5,4.5,3.9,3.7,4,4.6,3.5,145,41
HIS,HIS313H1,Ian Radforth,Radforth I,Winter,2015,4.1,4.7,4.2,4.1,4.3,4.2,4.3,3.4,41,14
HIS,HIS318H1,Laurie Bertram,Bertram L,Winter,2015,4.6,4.6,4.9,4.3,4.3,4.8,4.8,3.1,37,13
HIS,HIS323H1,Isabelle Cochelin,Cochelin I,Winter,2015,4.4,4.5,4.1,3.9,4.2,4.2,4.7,3.1,38,10
HIS,HIS331H1,Juri Kivimae,Kivimae J,Winter,2015,4.1,4.4,4.5,4.2,4.2,4.3,4.9,3.4,41,15
HIS,HIS334H1,Piotr Wrobel,Wrobel P,Winter,2015,3.8,3.7,3.8,3.7,3.9,3.7,4.1,3.3,35,9
HIS,HIS335H1,Thomas Lahusen,Lahusen T,Winter,2015,4.3,4.4,4.2,4.3,4.3,4.3,4.3,3.1,26,11
HIS,HIS336H1,Mark Meyerson,Meyerson M,Winter,2015,4.5,4.8,4.5,4.6,4.9,4.5,4.7,2.7,37,10
HIS,HIS337H1,Jennifer Mori,Mori J,Winter,2015,3.8,4.3,3.2,3.7,3.7,3.5,3.3,3.6,50,16
HIS,HIS341Y1,Jennifer Jenkins,Jenkins J,Winter,2015,4.9,5,4.9,4.5,4.4,4.9,5,3,28,13
HIS,HIS343Y1,Brett Lintott,Lintott B,Winter,2015,4.5,4.5,4.6,4,4,4.1,4.6,3.3,153,40
HIS,HIS344Y1,Vasilis Dimitriadis,Dimitriadis V,Winter,2015,4.4,4.5,4.7,4.1,4.1,4.3,4.8,3.3,184,53
HIS,HIS349H1,Lori Loeb,Loeb L,Winter,2015,4.5,4.7,4.8,4.2,4.1,4.4,4.9,2.8,96,39
HIS,HIS351Y1,Vojin Majstorovic,Majstorovic V,Winter,2015,4.3,4.4,4.2,4.1,4.1,4.2,4.2,3.6,30,10
HIS,HIS354H1,Elizabeth Ferguson,Ferguson E,Winter,2015,4.4,4.6,4.8,4.2,4.3,4.2,4.5,3.2,37,13
HIS,HIS357Y1,Colin Rose,Rose C,Winter,2015,4,4.3,4.5,4.1,4,4,4.5,3.1,42,12
HIS,HIS361H1,Doris Bergen,Bergen D,Winter,2015,4.8,4.7,4.8,4.4,4.4,4.7,4.9,3.3,72,24
HIS,HIS377H1,Candace Sobers,Sobers C,Winter,2015,4.6,4.6,4.6,4.4,4.4,4.4,4.8,3.3,69,32
HIS,HIS378H1,Candace Sobers,Sobers C,Winter,2015,4.8,4.8,4.8,4.4,4.4,4.5,4.9,3.1,39,16
