course,instructor,cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8,cat9
ECO339Y1,Dwayne Benjamin,4.2,4.4,4.3,4.1,4,3.6,4.2,3.3,3.9
ECO342Y1,Jon Cohen,3.9,4.1,4.2,4,4.1,3.7,3.9,3.4,3.9
ECO349H1,George Georgopoulos,3.4,3.5,3.6,3.4,3.5,3.2,3.4,3.1,3.5
ECO359H1,Ekaterina Malinova,3.7,3.7,4.1,3.9,3.8,3.6,4.2,3.2,3.6
ECO359H1,Ekaterina Malinova,4.2,4,4,3.8,3.9,3.6,4.1,3.4,4.1
ECO362H1,Kripa Freitas,2.9,3.2,3.5,3.2,3.3,3,3.6,3.3,3
ECO364H1,Peter Morrow,3.9,4.2,4.4,4.3,4.2,4,4.3,3.1,4.2
ECO364H1,Peter Morrow,3.9,4,4.2,4.3,4.4,3.9,4.3,3,4.2
ECO365H1,Kunal Dasgupta,4,4.1,4.2,4,4,3.9,4,2.9,4.1
ECO365H1,Kunal Dasgupta,3.3,3.5,3.3,3.4,3.5,3.2,3.2,2.8,3.6
ECO370Y1,Arthur Hosios,3.8,3.8,4,3.9,4,3.8,3.9,3.4,3.6
ECO374H1,Yuanyuan Wan,4.1,4.3,4.2,3.8,3.6,3.7,4,3.2,3.7
ECO401H1,Kory Kroft,4.7,4.8,4.8,4.3,4.5,4.8,4.7,3.5,4.7
ECO402H1,Shari Eli,4.7,4.7,4.7,4.7,4.7,4.6,4.5,3,4.7
ECO404H1,Sayed Hussain,5,4.9,4.9,5,5,5,4.8,4.7,4.9
ECO407H1,Gustavo Indart,4.4,4.6,4.7,4.4,4.4,4.4,4.7,3.7,4.3
ECO409H1,J Hynes,3.1,3.8,3.5,3.8,3.8,3.1,3,2.9,3.5
ECO414H1,Adonis Yatchew,4.2,4.2,3.8,3.7,3.7,3.7,4,3,3.5
ECO426H1,Ettore Damiano,4.2,4.4,4.5,4.5,4.6,4.4,4.3,2.7,4.6
ECO429Y1,Kieran Furlong,4.2,4.4,4.6,4.4,4,4.2,4.6,3.2,4.8
ECO434H1,Yosh Halberstam,3.4,3.4,4,3.6,3.6,3.2,3.6,4.2,3
ECO475H1,Ismael Mourifie,4.2,4.3,4.3,3.9,3.7,3.9,4.7,4,4.3
ECO210H1,Zhe Yuan,4.8,4.6,4.6,4.6,4.6,4.6,4.1,2.6,3.9
ECO302H1,Abraham Rotstein,4.4,4.7,4.8,4.4,4.2,4.6,4.6,3.3,4.2
ECO306H1,Shari Eli,4.5,4.5,4.9,4.6,4.8,4.6,5,3.4,4.8
ECO313H1,Matthew Turner,3.2,3.3,3.4,3.7,3.6,3.3,3.7,3.4,3.1
ECO314H1,Adonis Yatchew,3,3.3,3.1,3.3,3.3,2.9,3.4,3.1,3.2
ECO316H1,Martin Osborne,3.8,3.8,3.9,3.4,3.6,3.6,4,3.2,3.5
ECO316H1,Martin Osborne,4.1,4.3,4.3,3.8,3.6,3.4,4.1,3.6,3.5
ECO320H1,Donald Dewees,4.2,4.4,4.1,3.5,3.6,3.9,4.2,3.7,3.8
ECO320H1,Donald Dewees,4.3,4.4,4.3,3.6,3.6,4.2,4.2,3.4,3.7
ECO321Y1,Gillian Hamilton,3.8,4.1,4.5,4,4,4,3.9,3.8,3.7
ECO325H1,Burhanettin Kuruscu,3.9,3.9,4.1,3.9,4.2,3.8,3.9,2.9,4
ECO326H1,Marcin Peski,4.1,4.3,4.2,3.8,3.7,3.7,4.2,3.4,3.8
ECO332H1,Aloysius Siow,3.4,3.2,2.8,3,2.8,2.8,3.2,3.4,2.6
ECO339Y1,Michael Baker,4,4,3.9,3.6,3.2,3.6,3.9,3.3,3.6
ECO349H1,George Georgopoulos,3.6,3.8,3.8,3.6,3.6,3.4,3.8,3,3.9
ECO358H1,Ekaterina Malinova,4.1,4.1,4.1,4,4,3.9,4,3.2,4
ECO358H1,Ekaterina Malinova,4.1,4,4.2,4,4,3.6,4.1,3.3,3.9
ECO362H1,Kripa Freitas,3.7,3.9,4.1,3.8,3.7,3.4,4.2,3.4,3.3
ECO364H1,Kunal Dasgupta,3.7,3.9,3.8,4.1,4.1,3.5,3.6,2.8,3.8
ECO364H1,Kunal Dasgupta,3.4,3.8,3.5,3.6,3.7,3.3,3.1,2.9,3.4
ECO365H1,Leonid Karasik,3.3,3.5,2.6,3.6,3.6,2.9,2.5,3,3
ECO365H1,Leonid Karasik,2.7,3.1,1.4,2.6,2.6,2,1.5,3.4,2.4
ECO374H1,Yuanyuan Wan,3.9,4,3.7,3.5,3.7,3.4,3.5,3.5,3.7
ECO375H1,Junichi Suzuki,4,4.2,3.9,4.2,4.1,3.6,3.7,3.6,3.9
ECO375H1,Junichi Suzuki,3.8,3.6,3.9,3.8,3.6,3.4,3.7,3.7,3.4
ECO380H1,Yao Luo,3.7,3.8,3.9,4.3,4.4,3.7,3.9,2.8,3.9
ECO380H1,Yao Luo,4.1,4.3,4.5,4.3,4.3,4.1,4.7,3,4.4
ECO407H1,Gustavo Indart,4.7,4.7,4.8,3.8,3.8,4.7,4,3.2,4.2
ECO418H1,Yao Luo,3.9,4.3,4.4,4,4.1,3.6,4.3,3.1,3.7
ECO475H1,Junichi Suzuki,4.1,4.4,4,4.2,4.5,3.8,3.8,4.1,3.9
ECO340H1,Maripier Isabelle,4.4,4.4,4.8,4.2,4,4.4,4.6,3.1,4.3
ECO340H1,Jean-William P. Laliberte,4.4,4.4,4.6,4.2,4,4.4,4.6,3.1,4.3
ECO208Y1,Michelle Alexopoulos,3.9,4.1,3.7,3.8,3.8,3.7,4,3.3,3.9
ECO208Y1,Helene Desgagnes,3.6,3.6,3.2,3.8,3.7,3.1,3.1,3.3,3.7
ECO209Y1,Gustavo Indart,3.9,3.9,3.5,3.8,3.4,3.3,3.5,3.5,3.2
ECO209Y1,Gustavo Indart,4,3.8,3.5,3.6,3.5,3.4,3.5,3.4,3.4
ECO209Y1,Gustavo Indart,4.4,4.3,3.4,3.7,3.7,3.3,3.3,3.5,3.6
ECO209Y1,Gustavo Indart,3.8,3.7,3,3.2,3,3,2.9,3.9,2.9
ECO202Y1,Joseph Steinberg,4.1,4.2,3.9,4.1,4.1,3.8,4,3,4.1
ECO202Y1,Masoud Anjomshoa,4.1,4.2,4.3,3.9,3.8,3.9,4.4,3.3,3.8
ECO380H1,Zhe Yuan,3.8,3.9,3.8,3.7,3.8,3.6,3.8,2.8,3.7
ECO200Y1,Karen Bernhardt-Walther,4,3.9,3.6,3.5,3.4,3.3,3.6,4.1,3.1
ECO200Y1,Karen Bernhardt-Walther,3.3,3.4,2.9,2.8,2.7,2.6,3.2,3.7,2.6
ECO200Y1,William Wolfson,3.9,4.1,3.9,4,4,3.7,4.1,3,3.8
ECO204Y1,Sayed Hussain,4.3,4.2,4.4,4,4.2,3.8,4.2,4,3.7
ECO204Y1,Sayed Hussain,3.7,3.8,3.8,3.7,3.5,3.3,3.9,4.5,3.2
ECO204Y1,Sayed Hussain,4,3.7,4.1,3.8,3.7,3.6,4.2,3.8,3.4
ECO204Y1,Karen Bernhardt-Walther,3.3,3.4,3.1,3,3,2.5,3.6,4.3,2.1
ECO204Y1,Karen Bernhardt-Walther,4.1,2.8,2.5,2.3,2.4,2.3,2.9,3.7,2.3
ECO204Y1,Karen Bernhardt-Walther,4.3,3.9,3.7,3.1,3.1,3.7,3.8,4.4,3.2
ECO204Y1,Karen Bernhardt-Walther,4.3,4,4,4,4,3.3,3.8,3.8,3.7
ECO204Y1,Karen Bernhardt-Walther,2.8,2.3,2.5,2.2,2.1,2.2,2.9,3.8,2.1
ECO204Y1,Karen Bernhardt-Walther,3.8,3.9,3.9,3.3,3.7,3.5,3.9,4,3.1
ECO204Y1,Karen Bernhardt-Walther,4.2,4.3,4,3.7,3.8,3.8,4.3,3.9,3.8
ECO204Y1,Sayed Hussain,4.4,4.3,4.6,4.1,4.1,4,4.6,4.5,3.4
ECO206Y1,Kripa Freitas,3.8,3.6,3.3,3.2,3.4,3.1,3.4,4.1,2.9
ECO206Y1,Kripa Freitas,3.8,4,3.8,3.9,3.9,3.5,3.9,3.6,3.5
ECO349H1,George Georgopoulos,4,4,3.9,4.1,4.2,4,4,2.9,4.3
ECO105Y1,Avi Cohen,3.9,4.2,3.9,3.8,3.9,3.6,3.9,3.3,3.7
ECO334H1,Yosh Halberstam,3.3,3.3,2.8,2.9,3.1,2.6,3.3,3,2.6
ECO381H1,Arthur Hosios,3.7,3.6,3.2,3.4,3.2,2.9,3.2,3.8,2.9
ECO220Y1,Jessie Lamontagne,3.4,3.5,3.4,3.2,3.1,2.9,3.3,3.8,2.9
ECO220Y1,Jennifer Murdock,4.2,4.5,4.5,4.2,3.9,4,4.6,4.3,3.8
ECO220Y1,Jennifer Murdock,4.2,4.3,4.5,4.1,4.1,3.9,4.4,4.2,4
ECO220Y1,Jennifer Murdock,4.2,4.5,4.5,4.1,4,4.1,4.4,4.3,4
ECO220Y1,Pui-Man Yu,3.6,3.9,3.8,3.8,3.8,3.6,3.6,3,3.5
ECO227Y1,Ismael Mourifie,4.2,4.1,4.4,3.9,4.3,3.8,4.4,3.5,3.9
ECO461H1,Ataollah Mazaheri,4.2,4.4,3.4,3.8,4,3.6,3.4,4.2,3.6
ECO429H1,Kieran Furlong,3.7,3.6,3.2,3.2,3.1,3.2,3.9,4.2,3.2
ECO362H1,Kripa Freitas,4,4.4,4.7,4.1,4.1,3.9,4.7,3.7,3.7
ECO362H1,Kripa Freitas,4.2,4,4.4,3.4,3.6,3.4,4,3.6,3.2
ECO310H1,Daniel Ershov,4,4,4.4,4.1,4.1,4,4.3,3.2,3.9
ECO313H1,Masoud Anjomshoa,3.4,3.5,3.5,3.1,3.3,3.1,3.7,3.1,3.1
ECO359H1,Ekaterina Malinova,3.7,3.9,3.5,4,3.9,3.3,3.2,3,3.7
ECO359H1,Ekaterina Malinova,4,4.1,3.9,3.8,3.8,3.8,3.6,3.5,3.6
ECO100Y1,Jessica Burley,3.5,3.5,2.6,2.8,2.6,2.6,2.7,3.8,2.6
ECO100Y1,Jessica Burley,3.7,3.8,3.1,2.9,2.7,2.8,3.3,4,2.8
ECO100Y1,Paola Salardi,3.4,3.6,3.2,3.1,3,2.7,3.3,3.3,3
ECO100Y1,Kieran Furlong,4,4.1,3.7,3.9,3.8,3.5,3.8,3.3,3.7
ECO100Y1,William Wolfson,3.3,3.7,3.3,3,3.5,2.9,3.7,2.9,3
ECO100Y1,William Wolfson,3.6,3.7,3.5,3.6,3.8,3.2,3.7,3.1,3.3
ECO100Y1,Kieran Furlong,4,4.1,4,4,4,3.7,4.1,3.1,3.9
ECO364H1,Peter Morrow,4.2,4.4,4.6,4.5,4.5,4.2,4.7,3.2,4.4
ECO364H1,Peter Morrow,3.7,4.1,4.3,4.1,4.1,3.9,4.3,3.1,3.9
ECO365H1,Jordi Mondria,4.4,4.2,4.5,4.1,4,4.3,4.6,3.1,4.3
ECO365H1,Jordi Mondria,3.8,4.1,4.4,4.2,4.2,4,4.4,2.9,4.1
ECO230Y1,Masoud Anjomshoa,2.5,2.9,2.3,2.4,2.5,2.1,2.7,3.3,2
ECO100Y1,James Pesando,4.3,4.5,4.6,4,4,3.9,4.3,3.3,4.1
ECO100Y1,Dwayne Benjamin,3.8,3.9,3.7,3.5,3.5,3.4,3.6,3.6,3.5
ECO210H1,Zhe Yuan,3.7,4,4.2,4,3.9,4.2,3.7,3.2,4.1
ECO314H1,Adonis Yatchew,3.2,3.3,3.5,3.4,3.3,3.1,3.7,3.1,3.3
ECO316H1,Martin Osborne,4.3,4,4.4,4.3,4.2,4,4.1,3,4.1
ECO316H1,Martin Osborne,4.1,4.2,4.2,4.2,3.9,3.9,4.3,3.3,3.9
ECO320H1,Robert Barber,3.9,4,3.6,4,3.8,3.7,3.7,3,4.3
ECO321H1,Gillian Hamilton,4.3,4.3,4.5,4.2,4.1,4.1,4.2,3.8,4
ECO324H1,Kripa Freitas,4.6,4.3,4.4,4,3.9,4,4.4,3,4.3
ECO324H1,Kripa Freitas,4.8,5,5,4.7,4.7,5,5,3.2,4.7
ECO325H1,Burhanettin Kuruscu,3.8,4.1,4.1,4,4,3.8,3.8,3,3.8
ECO326H1,Marcin Peski,4.4,4.4,4.6,4,3.9,4.1,4.6,3.8,4
ECO333H1,Jonathan Hall,4,3.9,3.8,3.7,3.6,3.6,4.2,3.9,3.7
ECO333H1,Jonathan Hall,3.9,4,4.2,3.6,3.5,3.6,4.1,3.9,3.4
ECO337H1,Michael Smart,2.4,2.4,2.2,1.8,2.2,2,2,3.4,1.6
ECO339H1,Michael Baker,4.6,4.5,4,3.9,3.9,4.1,4.2,2.8,4.1
ECO342Y1,Jon Cohen,3.7,3.9,3.8,3.8,3.8,3.5,3.4,3.1,3.4
ECO349H1,George Georgopoulos,3.6,3.6,3.9,3.6,3.7,3.5,3.8,2.9,3.9
ECO358H1,Ekaterina Malinova,3.7,3.8,3.2,3.7,3.6,3.1,3.3,3.1,3.5
ECO358H1,Ekaterina Malinova,3.6,3.7,3,3.4,3.4,3.1,2.8,3.2,3.3
ECO362H1,Diego Restuccia,3.9,3.6,3.7,3.8,3.8,3.7,3.3,2.7,3.2
ECO364H1,Kunal Dasgupta,3.1,3.6,3.1,3.2,3.2,2.8,3.1,2.9,3.2
ECO364H1,Kunal Dasgupta,3.4,3.6,3.1,3.5,3.4,3.2,3.1,2.7,3.3
ECO365H1,Masoud Anjomshoa,3.8,3.9,4.1,3.8,3.5,3.5,4.1,3.2,3.8
ECO365H1,Masoud Anjomshoa,3.9,4,4.1,3.7,3.7,3.6,4.3,3,3.9
ECO368H1,Paola Salardi,4.2,4.4,4.7,4.3,4.4,4.2,4.7,3.7,4.1
ECO374H1,Yuanyuan Wan,4,4,4.2,4.4,4,3.5,4.2,3.2,3.7
ECO375H1,Junichi Suzuki,4.6,4.7,4.4,4.7,4.7,4.5,4.1,3.4,4.4
ECO375H1,Junichi Suzuki,4,4.4,4.6,4.2,4.2,4.3,4.3,3.2,4.2
ECO380H1,Yao Luo,3.9,4.1,4.3,4.2,4.3,4.1,4.2,2.8,4.3
ECO380H1,Yao Luo,4.2,4.3,4.5,4.3,4.3,4.3,4.4,3,4.5
ECO401H1,Kory Kroft,4.6,4.8,4.8,4.4,4.6,4.4,4.4,3.4,4.6
ECO404H1,Sayed Hussain,4.4,4.2,3.8,4.2,4.2,4,4,4.8,3.6
ECO407H1,Gustavo Indart,4.1,4.3,4.3,4.1,3.9,3.9,4.5,4,3.8
ECO410H1,Jennifer Murdock,4.8,4.7,4.7,4.3,4.1,4.1,4.5,4.2,4.1
ECO418H1,Yao Luo,4.4,4.8,4.2,4.6,4.6,4.4,4.4,4,4.4
ECO426H1,Ettore Damiano,4.9,4.7,4.4,4.4,4.3,4.4,4.7,3.7,4.8
ECO428H1,Kieran Furlong,3.5,3.6,3.7,3.7,3.7,3.2,3.7,3.2,3.4
ECO435H1,Loren Brandt,4.8,4.8,4.2,4.2,3.8,3.8,4.3,4.8,3.8
ECO464H1,Peter Cziraki,4.6,5,5,4.9,4.9,4.8,4.9,3.8,4.9
ECO465H1,Jordi Mondria,4.5,4.5,4.8,4.1,4,4.4,4.6,2.9,4.5
ECO100Y1,Kieran Furlong,3.9,3.9,3.6,3.7,3.6,3.5,4,3.2,3.7
ECO100Y1,Robert Gazzale,4.4,4.5,4.1,4,3.9,3.8,4.4,3.9,3.9
ECO100Y1,Robert Gazzale,3.9,4.2,3.9,3.9,3.7,3.6,4,3.7,3.5
ECO100Y1,James Pesando,4.6,4.6,4.7,4.3,4.3,4.3,4.6,3.7,4.3
ECO100Y1,William Wolfson,3,2.8,2.6,2.8,2.8,2.4,2.8,3.2,2.5
ECO100Y1,William Wolfson,3.4,3.6,3.3,3.4,3.3,3.1,3.5,3.5,3.3
ECO105Y1,Avi Cohen,3.6,4,3.6,3.5,3.5,3.4,3.8,3.2,3.6
ECO200Y1,Robert Gazzale,4,3.9,4.1,3.6,3.5,3.5,4.3,3.6,3.5
ECO200Y1,William Wolfson,3.5,3.6,3.8,3.5,3.3,3.3,3.9,3.2,3.3
ECO202Y1,Masoud Anjomshoa,3.8,4,3.8,3.8,3.9,3.6,4,3.2,3.9
ECO202Y1,Joseph Steinberg,3.7,3.8,3.4,3.6,3.6,3.3,3.4,2.9,3.5
ECO204Y1,Karen Bernhardt-Walther,3.5,3.3,3,3,3.2,2.9,3.2,3.9,2.7
ECO204Y1,Karen Bernhardt-Walther,3.6,3.4,3.2,2.9,3,3,3.6,4,2.8
ECO204Y1,Karen Bernhardt-Walther,3.6,3.3,3.5,3.2,3.2,2.8,3.5,3.9,2.8
ECO204Y1,Karen Bernhardt-Walther,3.5,3.5,3.4,3,3.1,2.9,3.7,3.9,2.9
ECO206Y1,Kirsten Cornelson,3.7,3.5,3.5,2.9,2.5,3,3.7,3.5,3.1
ECO206Y1,Kirsten Cornelson,3.3,3.1,2.9,2.4,2.6,2.5,3.2,3.7,3
ECO208Y1,Michelle Alexopoulos,3.6,3.9,3.7,3.7,3.8,3.6,3.8,3.2,3.7
ECO208Y1,Helene Desgagnes,3.8,3.9,3.8,4,4.1,3.6,3.5,2.9,3.4
ECO209Y1,Reza Ghaeli,4,4.2,4.3,3.9,3.9,4.1,4.2,3.4,4.6
ECO209Y1,Gustavo Indart,3.8,4,3.4,3.6,3.6,3.4,3.1,3.3,3.3
ECO209Y1,Gustavo Indart,4.1,4.2,3.9,4.1,3.9,3.8,3.7,3.1,3.4
ECO209Y1,Gustavo Indart,3.8,4,3.6,4.2,4.2,3.7,3.6,3.4,3.6
ECO209Y1,Gustavo Indart,4.1,4,3.8,3.7,3.8,3.4,3.7,3.4,3.4
ECO220Y1,Jessie Lamontagne,3.9,3.9,3.6,4.1,4.1,3.4,3.5,3.1,3.5
ECO220Y1,Jennifer Murdock,4.3,4.4,4.4,4.1,4.1,4,4.5,4.2,3.9
ECO220Y1,Jennifer Murdock,4.2,4.4,4.4,3.9,3.8,3.7,4.5,4.2,3.7
ECO220Y1,Jennifer Murdock,4.3,4.3,4.5,4,4.1,3.9,4.5,3.9,4
ECO220Y1,Jennifer Murdock,4.2,4.2,4.4,4.1,4,4,4.6,3.9,4
ECO227Y1,Ismael Mourifie,3.9,4.1,4,3.7,3.7,3.8,3.9,3.4,3.9
ECO230Y1,Masoud Anjomshoa,3.3,3.5,3.5,3,3.3,2.6,3.7,3.2,2.7
ECO306H1,Shari Eli,4.8,4.8,5,4.9,4.9,4.8,5,3,4.9
ECO313H1,Masoud Anjomshoa,3.5,3.7,3.9,3.3,3.4,3.3,4.2,3.1,3.4
ECO316H1,Ettore Damiano,4.2,4.2,3.9,3.7,3.8,3.7,4,2.8,3.7
ECO316H1,Ettore Damiano,4.2,4.2,4.1,3.9,3.7,3.7,4.1,2.9,3.9
ECO322H1,Kieran Furlong,3.7,4,4.3,3.7,3.5,3.5,4.1,3.2,3.8
ECO325H1,Burhanettin Kuruscu,3.4,3.4,4.1,3.4,3.6,3.5,3.8,3.2,3
ECO326H1,Marcin Peski,4.3,4.3,3.7,4.3,4.3,4,2.3,3,3.7
ECO331H1,Robert Gazzale,4.7,4.6,4.7,4.4,4.4,4.4,4.6,4.2,4.4
ECO331H1,Robert Gazzale,4.4,4.5,4.6,4.3,4.3,4.1,4.7,3.8,4.1
ECO333H1,Peter Tomlinson,3.3,3.3,3.3,3.5,3.4,3.3,3.1,2.8,3.3
ECO333H1,Peter Tomlinson,3.3,3.6,3.6,3.6,3.7,3.5,3.5,2.8,3.3
ECO334H1,Yosh Halberstam,3.7,3.7,3.7,3.3,2.9,3,4.1,3.3,3.1
ECO336Y1,Michael Smart,4.6,5,4.4,4,4,4.2,4.4,3.2,4.2
ECO338H1,Aloysius Siow,3.6,3.7,3.5,3.2,3.1,3.3,3.4,2.9,3.2
ECO339Y1,Maripier Isabelle,3.4,3.2,4,3.5,3.4,3.2,4.2,3.2,2.8
ECO339Y1,Jean-William P. Laliberte,3.4,3.2,4,3.5,3.4,3.2,4,3.2,2.8
ECO342Y1,Shari Eli,4.1,4.2,4.6,4.2,4.3,4.1,4.7,2.9,4.3
ECO349H1,George Georgopoulos,3.4,3.6,3.5,3.4,3.5,3.5,3.5,2.5,3.8
ECO359H1,Ho Ho,3.7,3.8,3.4,3.5,3.6,3,3.6,3.6,3.4
ECO359H1,Ho Ho,3.8,4,4,3.5,3,3.5,3.8,3,4
ECO362H1,Diego Restuccia,3.9,4.1,4.2,4.1,4.1,3.8,4.1,2.9,3.6
ECO364H1,Andrey Stoyanov,3.5,3.4,2.8,3.4,3.5,2.9,2.7,3.7,2.5
ECO364H1,Andrey Stoyanov,3.8,4,3.5,4,4.1,3.6,3.7,3.3,3.6
ECO365H1,Jordi Mondria,4.3,4.2,4.4,4.1,4.3,4,4.4,3,4.3
ECO365H1,Jordi Mondria,4.3,4.3,4.6,4.2,4.3,4.3,4.5,3.1,4.2
ECO370Y1,Arthur Hosios,3.9,3.6,4,3.9,3.8,3.9,4.4,3.9,3.8
ECO374H1,Yuanyuan Wan,4.1,4.1,3.8,4,4.1,3.6,4,3.3,3.8
ECO401H1,Kory Kroft,5,4.8,4.8,4.4,4.4,4.6,4,3.2,4.2
ECO402H1,Alfia Karimova,3.8,4.2,4.1,4,4.1,3.8,4.2,3.6,3.7
ECO403H1,Arthur Blouin,3.3,3.3,2.7,3.7,2.7,3,4.3,4,2.7
ECO403H1,Gustavo Bobonis,5,4.8,4.3,3.8,4,4.5,4.3,3.7,3.7
ECO414H1,Adonis Yatchew,4.7,5,4.5,4.5,4.3,4.7,4.7,3.7,4.7
ECO426H1,Ettore Damiano,4.8,4.4,4.8,4.4,4.2,4.4,4.8,3.2,4.6
ECO429H1,Kieran Furlong,3.8,4.5,4.2,4.2,4.5,4.2,4,3,3.7
ECO434H1,Yosh Halberstam,4.2,4.6,4.4,5,4.8,4.4,5,3.8,4.6
ECO439H1,Arthur Blouin,4.2,4.2,4,3.8,3.3,3.8,3.8,3.5,3.7
ECO475H1,Ismael Mourifie,4.6,4.4,4.8,4.2,4.8,4.8,4.8,3.4,4.8
ECO206Y1,Loren Brandt,4.1,4,3.6,3.5,3.6,3.2,3.5,3.6,3.5
ECO206Y1,Loren Brandt,4.3,4.4,4.2,4.3,4,4.1,4.3,3.3,4
ECO210H1,Zhe Yuan,4,4.1,4.2,4,4.1,3.6,4,3,3.9
ECO310H1,Dimitrios Dimitropoulos,4.3,4.6,4.6,4.6,4.4,4.4,4.5,2.8,4.5
ECO314H1,Adonis Yatchew,3.5,4,3.8,3.5,3.5,3.5,3.8,3.1,3.9
ECO320H1,Donald Dewees,4.4,4.5,4.3,3.9,3.8,4.1,4.3,3.5,4.1
ECO325H1,Burhanettin Kuruscu,2.6,2.7,2.5,2.4,2.4,2.3,2.8,2.6,2.4
ECO326H1,Marcin Peski,4.1,4,4.2,3.8,3.7,3.7,3.9,3.3,3.4
ECO332H1,Aloysius Siow,3.6,3.8,3.4,3.7,3.6,3.2,3.7,2.7,3.5
ECO333H1,Jonathan Hall,3.4,3.4,2.8,2.8,2.5,2.3,3.6,3.3,2.7
ECO333H1,Jonathan Hall,3.2,3.4,2.9,2.6,2.6,2.6,3.4,3.4,2.5
ECO342Y1,Jon Cohen,3.5,3.7,3.5,3.4,3.5,3.3,3.7,2.9,3.4
ECO349H1,George Georgopoulos,3.5,3.6,3.5,3.7,3.8,3.6,3.6,3,3.7
ECO358H1,Ataollah Mazaheri,3.6,3.7,3.1,3.4,3.1,3.3,3.1,3,3.5
ECO358H1,Ataollah Mazaheri,3.6,3.6,3.3,3.6,3.6,3.2,3.7,2.9,3.5
ECO362H1,Diego Restuccia,3.6,3.4,3.4,3.6,3.6,3.1,3.3,2.6,3.4
ECO364H1,Kunal Dasgupta,3.3,3.7,3.4,3.4,3.5,3,3.5,2.7,3.2
ECO364H1,Kunal Dasgupta,3.5,3.5,3.5,3.4,3.5,3.2,3.5,2.9,3.6
ECO365H1,Masoud Anjomshoa,4,3.9,4.2,3.8,3.8,3.8,4.1,2.9,4.1
ECO365H1,Masoud Anjomshoa,3.8,4,4.5,3.8,3.6,3.3,4.4,3,4.3
ECO374H1,Yuanyuan Wan,4.1,4.2,4.4,4.3,4.2,3.9,3.9,3.4,4.2
ECO375H1,Junichi Suzuki,3.5,3.6,3.6,3.4,3.1,3.1,3.1,3.2,3.3
ECO375H1,Junichi Suzuki,3.6,3.7,3.6,4.1,3.5,3.1,3.5,3.2,3.2
ECO380H1,Yao Luo,3.3,3.5,3.4,3.9,3.8,3.3,3.5,2.8,3.7
ECO380H1,Yao Luo,4,4.2,3.8,4.3,4.3,3.8,3.8,3,4
ECO407H1,Gustavo Indart,4,4,4,4,4.5,3.8,4.4,3.6,3.8
ECO409H1,J Hynes,3.6,3.7,2.9,4,4.1,3.5,3.2,3,3.6
ECO410H1,Jennifer Murdock,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.3,4.7
ECO425H1,Michelle Alexopoulos,4.6,5,4.8,4.6,5,4.6,5,3.6,4.2
ECO428H1,Kieran Furlong,4.4,4.6,4.5,4.1,4.3,4.1,4.1,3,3.8
ECO464H1,Peter Cziraki,4.4,4.4,4.6,3.7,3.9,3.7,4.5,4.1,4.3
ECO475H1,Junichi Suzuki,4.4,4.7,4.4,4.7,4.7,4.1,4.1,4.3,4
ECO402H1,Alfia Karimova,3.8,3.5,3.4,3.4,3.3,2.9,3.5,3.8,3
ECO333H1,Peter Tomlinson,3.5,3.6,3.6,3.7,3.6,3.4,3.4,2.8,3.8
ECO333H1,Peter Tomlinson,2.3,2.6,2.4,2.9,2.9,2.6,2.4,2.8,3
ECO314H1,Adonis Yatchew,3.9,4.1,3.4,3.7,3.6,3.8,4,3.1,3.9
ECO101H1,William Wolfson,3.6,4,3.9,3.8,3.7,3.8,4.1,3.1,3.1
ECO101H1,William Wolfson,3.7,3.8,3.4,3.4,3.2,3.1,3.5,3.2,3.1
ECO422H1,Karen Bernhardt-Walther,4.4,4.4,4.5,4.2,4.6,4.2,4.4,4.6,3.8
ECO338H1,Aloysius Siow,3.4,3.4,3.2,3.4,3.2,3.2,3.6,2.7,3.3
ECO419H1,Joseph Steinberg,4.7,4.8,4.8,4.9,4.8,4.7,4.8,3.4,4.7
ECO336H1,Michael Smart,4.5,4.3,4.3,4.2,4.3,4,4.4,3.1,4.2
ECO337H1,Michael Smart,4,4,4,3.6,4,3.7,4.1,3.1,3.4
ECO466H1,Serdar Ozkan,4,4.1,4.2,3.7,3.8,3.7,4.1,3.4,3.5
ECO101H1,James Pesando,4.1,4.2,3.8,3.7,3.5,3.5,4.1,3.2,3.6
ECO349H1,Burhanettin Kuruscu,3.2,3.2,2.6,3.1,3.1,2.6,2.7,2.6,2.7
ECO316H1,Johannes Hoelzemann,3.9,4,3.7,3.5,3.6,3.3,3.9,3.1,3.2
ECO407H1,Gustavo Indart,3.9,3.9,3.7,3.7,3.5,3.6,3.6,3.6,3.6
ECO326H1,David Walker-Jones,4.3,4.1,3.9,3.7,3.8,3.3,4.2,3.5,3.2
ECO381H1,Jasmin Kantarevic,4.4,4.6,4.1,4.4,4.3,4.4,3.9,3,4.1
ECO305H1,Robert McKeown,3.7,3.7,3.6,3.3,3.4,3.2,4,3.6,3.3
ECO358H1,Robert McKeown,3,3.1,2.8,2.7,2.7,2.6,3,3.6,2.7
ECO358H1,Robert McKeown,3.4,3.4,2.9,2.9,2.8,2.9,3.2,3.7,3
ECO358H1,Robert McKeown,2.7,2.8,2.6,2.5,2.4,2.2,3,3.8,2.3
ECO358H1,Robert McKeown,2.9,3,2.7,2.8,2.8,2.4,3,3.8,2.5
ECO380H1,John McNeill,3.4,3.5,3.5,3.5,3.4,3.2,3.6,3.3,3.2
