course,instructor,cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8,cat9
HIS389H1,Anastasia Jones,4.5,4.8,4.7,4.3,4.3,4.6,4.6,3.2,4.8
HIS389H1,Milena Methodieva,4.1,4.5,3.9,4.4,4.5,4.1,4.2,3.5,4
HIS389H1,Milena Methodieva,4.3,4.3,4.8,4.5,4.5,3.8,4.8,2.8,4.3
HIS389H1,Anna Shternshis,4.6,4.7,4.1,3.9,3.5,4.1,4.4,3.3,4.5
HIS389Y1,Nakanyike Musisi,4.4,4.8,4.9,4.5,4.6,4.4,5,3.8,4.8
HIS391Y1,Sean Hawkins,4.2,3.8,3.8,3.4,4,3.8,4,3.2,3.4
HIS412Y1,Juri Kivimae,4.6,4.8,4.6,4.2,4.2,4.4,4.8,3.4,4.6
HIS444H1,David Sclar,3.8,3.8,4.2,3.4,3.8,3.8,4.4,3.2,3.2
HIS466H1,Cecilia Morgan,4.2,4.5,4.8,4.7,4.5,4.4,4.8,3.4,4.5
HIS484H1,Ben Bradley,4.3,4.5,5,4.5,4.5,4.5,4.8,3.6,4.6
HIS485H1,Yiwen Wang,4.3,4.7,4.7,4.5,4.5,4.7,4.7,3.7,4.7
HIS495Y1,Matthew Price,4.4,4.4,4,4,4,4.2,4.8,3.6,4.2
HIS496H1,Alexandra Gerstner,4.7,4.9,4.9,4.7,4.9,4.7,4.7,3.6,4.4
HIS496H1,Peter Jones,4.5,4.7,4.8,4.7,4.8,4.7,4.8,3.3,4.5
HIS496H1,Luis Van Isschot,5,5,4.8,5,4.8,4.8,5,3.5,4.7
JHA394H1,Takashi Fujitani,4.2,4.2,4.2,4.2,4.5,3.8,4.3,3.4,3.9
HIS208Y1,Mark Meyerson,4,4.1,3.7,3.9,3.9,3.7,3.7,3.1,3.6
HIS241H1,Anthony Cantor,4.3,4.3,4.4,4.2,4.3,4.1,4.6,3.4,4.2
HIS250Y1,Alex Rowlson,4.2,4.6,4,3.6,3.4,3.8,4.1,2.9,3.9
HIS263Y1,Laurie Bertram,3.9,4.3,4.5,3.5,3.4,3.8,4.3,3.2,3.8
HIS291H1,Jason Dyck,4.2,4.5,4.6,4.1,4.1,4.1,4.7,3.6,3.9
HIS309H1,Sarah Loose,4.1,4.4,4.5,4.2,4.3,3.9,4.2,3.8,4.2
HIS311Y1,Robert Bothwell,4,4.3,4.4,3.9,4,3.9,4.6,3.4,4.1
HIS312H1,Ian Radforth,3.7,4,3.8,3.7,3.7,3.7,3.8,3,3.6
HIS317H1,Jennifer Jenkins,4.3,4.4,4.2,4,4.1,4,4.3,3.3,4.2
HIS320H1,Nicholas Everett,4.1,4.1,4.1,3.4,3.1,3.6,4.2,3,3.7
HIS325H1,Alison Smith,4.5,4.7,4.8,4.2,4.3,4.5,4.8,3.2,4.5
HIS326H1,Yiwen Wang,3.5,3.5,3.7,3.5,3.8,3.7,4,3.2,3.8
HIS328H1,Yiwen Wang,3.4,3.4,3.6,3,2.9,3.1,3.8,3.5,2.9
HIS330H1,John Mersereau,4.5,4.8,4.8,4.6,4.6,4.6,4.6,3.1,4.4
HIS335H1,Thomas Lahusen,3.9,4.1,4.1,3.9,4,3.7,4.4,3.1,3.9
HIS337H1,Jennifer Mori,3.2,3.8,2.7,3.4,3.3,2.7,2.8,3.7,2.4
HIS338H1,Doris Bergen,4.8,4.7,4.9,4.4,4.4,4.6,5,3.5,4.7
HIS350H1,Derek Penslar,4.6,4.4,4.7,4.2,4.3,4.2,4.8,3.5,4.5
HIS357Y1,Vanessa McCarthy,4.3,4.4,4.6,4.4,4.2,4.3,4.6,3.2,4.2
HIS362H1,Juri Kivimae,3.8,4.4,4,4.1,4.1,3.9,4.5,3,3.8
HIS378H1,Diana Cucuz,3.1,3.1,3.6,3.6,3.6,3.3,3.7,3,3.5
HIS385H1,Chin Lim,3.7,4,3.7,3.6,3.7,3.4,3.4,3.4,3.5
HIS387H1,Veronique Church-Duplessis,4.4,4.3,4.4,3.8,3.6,4.1,4.4,3.3,4.2
HIS389H1,Luis Van Isschot,4.4,4.6,4.6,4.3,4.4,4.4,4.8,3.7,4.6
HIS389H1,Laurie Bertram,4.4,4.4,4.5,4,4,4.1,4.5,3.4,4.4
HIS389H1,Ryan Hall,4.6,4.7,4.4,4.8,4.7,4.3,4.7,3.4,4.7
HIS394H1,Nakanyike Musisi,4.9,4.9,5,4.9,4.9,4.9,5,3,4.9
HIS401H1,Erin Black,4.6,4.4,5,4.6,4.7,4.7,5,3.8,4.8
HIS404H1,Christopher Dingwall,5,4.7,4.6,4.6,4.4,4.7,4.6,3.3,4.7
HIS404H1,Ronald Pruessen,5,5,5,5,5,5,5,3.3,5
HIS423H1,Edward Shorter,3.3,3.8,3.7,3,3,3.2,3.7,2.3,3
HIS430H1,Ian Radforth,4.5,4.5,4.8,4.8,4.8,4.7,4.5,3.7,4.5
HIS444H1,Derek Penslar,4.6,4.8,4.6,4.6,4.6,4.8,4.8,3.4,5
HIS466H1,Cecilia Morgan,4.8,5,5,4.8,4.7,4.8,4.9,3.4,4.7
HIS488H1,Denis Smyth,4.6,4.4,4.6,4.6,4.2,4.2,4.6,3.4,4.4
HIS489H1,Edward Shorter,4,4,4.1,3.9,3.9,3.8,4.6,2.8,4
HIS492H1,Bertie Mandelblatt,5,5,5,4.7,4.7,5,5,4.5,5
HIS202H1,Sarah Tracy,4.5,4.4,3.9,3.4,3.6,3.6,4,3.9,3.8
HIS388H1,Dustin Harris,4.4,4.5,4.4,4,4,4.2,4.4,3.4,4.3
HIS361H1,Doris Bergen,4.9,4.9,4.9,4.7,4.7,4.8,5,3.2,4.9
HIS493H1,Michael Marrus,4.4,4.4,4,4.4,4.4,4.2,4.2,4,4.2
HIS250Y1,Kristina Pauksens,3.9,4,3.6,3.7,3.9,3.4,3.6,2.8,3.6
HIS282Y1,Charu Bhaneja,3.6,4.3,3.9,3.8,3.8,3.6,3.9,3.3,3.4
HIS280Y1,Meaghan Marian,3.9,4,4,3.6,3.6,3.6,4.3,3,3.8
HIS364H1,Robert Austin,4.4,4.8,4.4,4,4.4,4.4,4.8,3.4,4.2
HIS351Y1,Lynne Viola,4.7,4.9,4.7,5,5,4.9,4.9,3.3,4.9
HIS321H1,Nicholas Everett,4.2,4.1,4.3,4.1,3.9,3.8,4.3,2.8,4.1
HIS344Y1,Vasilis Dimitriadis,4.5,4.6,4.7,4.3,4.4,4.2,4.7,3.2,4.5
HIS242H1,Rebecca Carter-Chand,3.7,3.8,3.3,3.5,3.6,3.3,3.1,3,3.6
HIS294Y1,Melanie Newton,4.3,4.5,4.1,4.1,4.3,3.7,4.4,3.4,3.8
HIS102Y1,David Stiles,4.2,4.1,4.8,3.9,3.9,4.1,4.7,3.1,4.2
HIS109Y1,Kenneth Bartlett,4.1,4.1,4.2,3.6,3.6,3.7,4.3,3.6,3.8
HIS244H1,Paul Cohen,3.9,3.6,4.1,3.4,3.6,3.4,4.4,3.6,3.5
HIS481H1,Nakanyike Musisi,5,4.8,5,4.7,4.6,4.9,5,3.9,4.9
HIS283Y1,Meaghan Marian,4.5,4.5,4.6,4.1,4.1,4.1,4.6,3.2,4.2
HIS283Y1,Nhung Tran,4.5,4.5,4,4.1,4.1,4.1,4.3,3.2,4.2
HIS300H1,Steven Penfold,4.6,4.8,4.8,4.3,4.2,4.1,4.9,2.8,4.6
HIS415Y1,Jennifer Jenkins,4.9,4.8,4.8,4.4,4.6,4.6,4.7,3.9,4.7
HIS292H1,Luis Van Isschot,4.4,4.4,4.4,4.2,4.2,4.2,4.6,3.6,4.2
HIS331H1,Juri Kivimae,3.9,4.4,4.1,4.4,4.4,3.9,4.4,2.9,4
HIS343Y1,Dennis Molinaro,3.7,4,3.6,3.6,3.6,3.4,3.9,3.3,3.6
HIS220Y1,Isabelle Cochelin,3.4,4,3.5,3.6,3.4,3.4,3.6,2.9,3.3
HIS263Y1,Sean Mills,3.9,4.3,4,3.8,3.7,3.7,4.1,3.1,3.9
JHA384H1,Takashi Fujitani,4.4,4.6,4.3,4,4,4.1,4.3,3.6,4.3
HIS208Y1,Amir Locker-Biletzki,4.3,4.6,4,4,4.2,4.1,4.2,3.4,4.1
HIS460H1,Thomas Lahusen,5,4.8,5,5,4.7,4.8,5,3,4.7
HIS103Y1,Denis Smyth,4,4.2,4,4,4,3.8,4.2,3.4,3.9
HIS103Y1,Vasilis Dimitriadis,4.3,4.3,4.7,4.2,4,4.2,4.7,3.7,4.1
HIS106Y1,Jason Dyck,4.1,4.5,4.6,4.2,4.2,4.1,4.7,3.6,4.2
HIS357Y1,Colin Rose,4.1,4.4,4.6,4.1,3.9,4.1,4.5,3.5,4.2
HIS372H1,Christopher Dingwall,4.7,4.6,4.6,4.5,4.5,4.5,4.5,3.3,4.5
HIS372H1,David Weinfeld,4.7,4.9,4.7,4.8,4.8,4.8,5,3,4.9
HIS389H1,Matthew Price,4,3.7,3.2,3.7,3.3,3.3,3.8,4,3.7
HIS389H1,Jason Dyck,3.8,3.9,3.9,3.9,3.9,3.7,4,3.2,3.7
HIS389H1,Diana Dumitru,4.6,4.7,4.7,4.8,4.6,4.6,4.7,3.6,4.6
HIS389H1,Cornelius Torp,4.6,5,4.6,4.6,4.2,4.6,4.8,3.2,4.4
HIS495Y1,Matthew Price,4.8,4.5,4.8,4.5,4.8,4.8,4.7,3.5,4.5
HIS496H1,Luis Van Isschot,4.9,4.4,4.9,4.7,4.6,4.6,4.9,3.7,4.7
HIS496H1,Ruth Sandwell,5,4.8,5,4.5,4.7,4.8,5,3.6,4.7
HIS496H1,Melanie Newton,5,4.8,4.8,4.8,4.6,4.6,5,4.8,5
HIS496H1,Jason Dyck,3.9,4.2,3.6,3.7,3.9,3.4,4,3.7,3.3
HIS496H1,Alexandra Gerstner,4.9,4.9,5,5,5,4.9,5,3.4,4.9
HIS311Y1,Christopher Pennington,4.3,4.4,4.6,4.1,4.1,4.1,4.8,2.9,4.3
HIS205H1,Veronique Church-Duplessis,4.6,4.6,4.6,4.1,4.3,4.2,4.6,3,4.4
HIS466H1,Cecilia Morgan,4.5,4.8,4.8,4.4,4.6,4.5,4.8,3.5,4.7
HIS466H1,Laurie Bertram,5,5,5,5,5,5,5,3.8,5
HIS479H1,Matthieu Vallieres,4.4,4,5,4.2,4.2,4,4.8,3.6,4.2
HIS318H1,Laurie Bertram,4.6,4.6,4.9,4.7,4.6,4.8,4.9,3.2,4.6
HIS383Y1,Nakanyike Musisi,4.6,4.5,4.7,4.6,4.6,4.6,5,3,4.6
HIS109Y1,Anthony Cantor,4.3,4.4,4.7,4.5,4.4,4.2,4.8,3.3,4.1
HIS244H1,David Stiles,4.3,4.7,4.8,4.2,4.2,4.2,4.8,2.8,4.2
HIS344Y1,Vasilis Dimitriadis,4.9,4.7,4.7,4.4,4.4,4.8,4.7,3.2,4.8
HIS242H1,Stacy Hushion,4,3.7,3.6,3.4,3.3,3.4,3.9,3.2,3.1
HIS385H1,Chin Lim,4.3,4.7,4.1,3.6,4,3.9,4.2,3.4,4.3
HIS437H1,James Retallack,4.9,4.9,5,4.3,4.4,5,4.9,4.1,4.9
HIS440H1,James Retallack,4.8,4.8,4.8,4.1,4.4,4.6,4.9,3.4,4.8
HIS343Y1,Brett Lintott,4.6,4.8,4.6,3.9,3.9,4.1,4.3,3.3,4.3
HIS241H1,Clare Dale,4.1,4.3,4.6,4.1,4.5,4.1,4.5,3,4.3
HIS320H1,Nicholas Everett,4.4,4.3,4.5,4,4,4.1,4.7,3.1,4.3
HIS311Y1,Christopher Pennington,4.3,4.6,4.8,4.3,4.3,4.3,4.5,3,4.3
HIS344Y1,Vasilis Dimitriadis,4.2,4.5,4.7,4,4.2,3.9,4.9,2.9,4.3
HIS243H1,Karen Macfarlane,3.6,3.8,3.6,3.9,3.9,3.3,4.1,3,3.7
HIS385H1,Chin Lim,4,4.4,4.2,4,3.9,3.9,4.2,3.4,4
HIS343Y1,Brett Lintott,4.7,4.6,4.8,4.4,4.3,4.6,4.8,3.2,4.7
HIS103Y1,Vasilis Dimitriadis,4.5,4.6,4.9,4.4,4.1,4.4,4.9,3.5,4.5
HIS389H1,Nakanyike Musisi,4.6,4.6,4.8,4.4,4.6,4.4,4.9,3.6,4.6
HIS389H1,Mircea Platon,4.2,4.4,4.2,4.2,4.2,3.9,4.2,2.8,3.9
HIS477H1,Lori Loeb,4.8,5,5,5,4.7,4.8,5,3.8,5
HIS205H1,Sandy Carpenter,4,4,4.3,3.6,3.9,3.7,4.7,3.2,4.1
HIS379H1,Nhung Tran,3.9,4.1,2.7,3.6,3,2.9,3.6,3,2.6
HIS102Y1,Bertie Mandelblatt,3.8,3.8,3.1,3.4,3.6,3.3,3.4,3.3,3.5
HIS103Y1,Denis Smyth,3.9,4.1,4,4.1,4,3.6,4,3.5,3.8
HIS107Y1,Cary Takagaki,4.1,4.4,4.1,3.8,3.9,3.9,3.9,3.2,3.9
HIS109Y1,Kenneth Bartlett,4.2,4.3,4.4,3.7,3.8,3.9,4.5,3.7,4.1
HIS202H1,Sebastian Gil-Riano,4.1,4.2,3.7,3.7,3.7,3.7,3.9,3.8,3.8
HIS208Y1,Isaac Hollander,3.1,3.7,3,2.8,3,2.9,3.3,3.7,2.6
HIS220Y1,Isabelle Cochelin,3.8,4.1,4,3.8,3.9,3.6,4.2,3.1,3.7
HIS220Y1,Joseph Goering,3.8,4.1,4,3.8,3.9,3.6,4,3.1,3.7
HIS242H1,Deborah Barton,3.5,3.5,3,3.3,3.6,3,2.9,3.5,3.2
HIS244H1,David Stiles,4.2,4.3,4.6,4,4,4,4.5,3,4.3
HIS250Y1,Alison Smith,4.4,4.6,4.6,3.9,4.1,4.2,4.8,3,4.4
HIS251Y1,Piotr Wrobel,4.8,4.6,4.8,4.1,3.9,4.5,5,3.8,4.5
HIS271Y1,Erin Black,4.4,4.6,4.7,4.3,4.3,4.3,4.7,3.1,4.5
HIS280Y1,Malcolm Thompson,4,4.3,4.4,3.7,3.9,3.9,4.4,3.1,3.8
HIS283Y1,Meaghan Marian,3.4,3.7,3.8,3.6,3.7,3.4,3.7,3.2,3
HIS292H1,Benjamin Bryce,3.9,4.1,4.1,3.7,3.7,3.5,4.1,3.4,3.7
HIS294Y1,Melanie Newton,4.3,4.5,4.2,4.1,4.4,4.3,4.5,3.8,4.2
HIS295Y1,Sean Hawkins,3.2,2.7,2.6,3,2.9,2.5,3.2,3.8,2.1
HIS301H1,Mark Meyerson,4.4,4.7,4.5,4.4,4.3,4.1,4.4,3.5,4.2
HIS302H1,Lori Loeb,4.7,4.8,5,4.4,4.2,4.6,4.9,2.6,4.8
HIS307H1,Ian Radforth,4.2,4.3,4.3,3.9,4.1,4.1,4.1,3.4,4.4
HIS310H1,Steven Penfold,4.8,4.7,4.9,4.6,4.6,4.6,4.9,2.7,4.8
HIS311Y1,Robert Bothwell,3.8,4.1,4.1,3.6,3.6,3.5,4.3,3.7,3.5
HIS315H1,Nhung Tran,4,4,3.3,3.7,3.6,3.2,3.8,3.6,2.9
HIS317H1,Stacy Hushion,4.1,4.2,4.4,4.3,4.1,4,4.5,3.5,4.1
HIS318H1,Heidi Bohaker,4.5,4.8,4.5,4.3,4.2,4.4,4.5,3.2,4.3
HIS323H1,Isabelle Cochelin,4.3,4.2,4.6,3.8,3.9,4,4.7,3.4,4.2
HIS325H1,Alison Smith,4.3,4.4,4.7,4.4,4.2,4.2,4.9,3.4,4.5
HIS326H1,Malcolm Thompson,3.6,3.6,3.7,3.9,3.5,3.4,4.4,3,3.4
HIS331H1,Juri Kivimae,4,4.5,4.3,4,4.2,3.9,4.6,3,3.9
HIS332H1,Elizabeth Ferguson,3.7,4,4.1,3.7,3.9,3.5,4.3,3.1,3.5
HIS337H1,Jennifer Mori,3.3,3.5,3.2,3.2,3.5,2.9,3.5,3.5,2.9
HIS343Y1,Brandon King,4.2,4.4,4.1,4,3.9,4,4.2,3.2,4.3
HIS343Y1,Brett Lintott,4.2,4.4,4.2,4,3.9,4,4.2,3.2,4.3
HIS344Y1,Vasilis Dimitriadis,4.2,4.3,4.5,3.9,3.8,4,4.6,3.2,4.2
HIS345H1,John Mersereau,4,3.8,4,3.7,3.9,3.6,4,3.2,3.9
HIS349H1,Sarah Amato,4.2,4.3,4.5,4,4.1,4,4.6,3.1,4
HIS351Y1,Lynne Viola,5,4.9,4.6,4.3,4.2,4.6,4.3,3.4,4.5
HIS353Y1,Piotr Wrobel,4.3,4.6,4.7,4.1,4.1,4.3,4.9,3.7,4.3
HIS354H1,Elizabeth Ferguson,4.3,4.3,4.3,4.2,4.4,4,4.1,2.9,4.2
HIS356Y1,Isaac Hollander,4.6,4.9,4.9,4.7,4.7,4.7,4.9,3.4,4.8
HIS361H1,Doris Bergen,4.9,4.9,4.9,4.7,4.4,4.9,5,3.5,4.9
HIS363H1,Dustin Galer,3.4,3.8,4.1,3.5,3.9,3.2,4.3,3,3.3
HIS377H1,Candace Sobers,4.4,4.4,4.4,3.8,3.7,3.9,4.7,3.3,4.3
HIS378H1,Candace Sobers,4.5,4.5,4.8,4.1,4.2,4.3,4.7,3.2,4.5
HIS385H1,Chin Lim,3.9,4.2,3.8,3.5,3.4,3.5,3.8,3.3,3.5
HIS388H1,Eric Jennings,3.8,4,4.3,3.8,3.6,3.8,4.5,3.2,3.9
HIS389H1,Robert Austin,4.3,4.5,4.6,4.3,4.6,4.2,4.6,2.5,4.4
HIS389H1,Nathan Cardon,4.6,4.5,4.4,4.5,4.6,4.3,4.5,3.5,4.5
HIS389H1,Milena Methodieva,4.3,4.5,4.3,4.5,4.7,4.2,4.2,3.5,4.4
HIS389H1,Milena Methodieva,4.2,4.2,4.3,4.5,4.4,3.9,4.3,3.2,4.1
HIS389H1,Rachel Gordan,3.4,3.9,3.8,3.6,3.8,3.3,4,3.9,3.5
HIS389H1,Elizabeth Ferguson,4.1,4.3,4.4,3.9,3.7,4.1,4.6,3.1,4.1
HIS391Y1,Sean Hawkins,4.2,3.6,3.2,3,2.9,2.9,3.7,3.7,2.6
HIS405Y1,Robert Bothwell,4.6,5,4.8,4.4,4.4,4.6,5,4.2,4
HIS410H1,Ian Radforth,4,4,4.4,4.6,4.6,4,4.6,4,3.8
HIS411H1,Michael Marrus,4,3.9,3.9,2.7,2.6,3.4,3.7,3.8,3.6
HIS412Y1,Juri Kivimae,4.8,5,4.8,4.8,4.8,5,5,3.5,4.8
HIS437H1,James Retallack,4.8,4.9,4.9,4.6,4.7,4.6,4.8,4,4.8
HIS440H1,James Retallack,4.2,4.1,4.6,4.4,4.5,4.1,4.9,3.3,4.3
HIS452H1,Jennifer Mori,4.6,4.8,4.4,4.6,4.6,4.2,4.4,4.2,3.8
HIS459H1,Christopher Stolarski,4.3,4.7,4.8,4.3,4.3,4.3,4.9,3.4,4.4
HIS466H1,Cecilia Morgan,4.2,4,4.5,3.8,3.7,4.3,5,3.5,4.2
HIS477H1,Lori Loeb,4.5,4.4,4.9,4.5,4.8,4.6,4.8,3,4.9
HIS488H1,Denis Smyth,3.7,3.8,3.8,4,3.8,3.3,4.2,3.7,4
HIS495Y1,Matthew Price,4.1,3.6,4.4,4,4.1,4.1,3.9,3.7,4.3
HIS496H1,Benjamin Pottruff,4.6,4.6,4.9,4.4,4.5,4.5,4.9,3.4,4.5
JHA384H1,Takashi Fujitani,3.8,4,3.8,3.5,3.5,3.7,3.9,3.5,3.7
HIS102Y1,Carol Chin,3.9,4.1,4.3,3.6,3.8,3.8,4.6,3.1,3.9
HIS205H1,Jennifer Mori,4.1,4.3,4.1,3.8,3.8,3.9,4,3.2,4
HIS208Y1,Mark Meyerson,3.1,3.5,3,3,3.1,2.8,3.4,2.5,2.9
HIS241H1,Vasilis Dimitriadis,4.4,4.5,4.6,4,4,4.2,4.8,3.2,4.3
HIS243H1,Nicholas Terpstra,4.2,4.2,4.6,3.4,3.3,3.8,4.6,3.2,4.1
HIS263Y1,Heidi Bohaker,3.9,4.1,4.2,3.6,3.6,3.6,4.3,3,3.9
HIS283Y1,Nhung Tran,3.4,3.4,3.3,3.4,3.9,2.8,3.6,2.9,2.9
HIS291H1,Kenneth Mills,4,4.1,4.2,3.6,3.5,3.7,4.5,3.7,3.7
HIS309H1,Elizabeth Ferguson,4.2,4.3,4.4,4.1,4.1,4,4.3,3.3,3.8
HIS312H1,Ian Radforth,3.4,3.9,3.6,3.7,3.7,3.3,3.3,3.2,3.4
HIS314H1,Sean Mills,4.3,4.5,4.6,4,4,4.1,4.7,2.9,4.2
HIS328H1,Malcolm Thompson,4.1,4.1,4.3,3.8,3.9,4,4.7,3.1,4.1
HIS330H1,James Retallack,4.4,4.5,4.4,4.1,3.9,4,4.6,3.2,4.2
HIS335H1,Thomas Lahusen,4.1,3.8,3.8,4.1,4.2,3.6,4.5,3.7,3.8
HIS338H1,Doris Bergen,4.6,4.6,4.6,3.9,4,4.1,4.8,3.3,4.6
HIS362H1,Juri Kivimae,4.5,4.8,4.9,4.6,4.5,4.5,4.9,3.2,4.4
HIS366H1,Alison Norman,3.9,4.1,3.9,3.7,3.9,3.6,4.2,3.3,3.7
HIS368H1,Jennifer Mori,3.9,4.2,3.7,3.5,3.5,3.3,3.4,3.6,3.4
HIS387H1,Veronique Church-Duplessis,3.8,4.1,4,3.4,3.4,3.4,4,3.2,3.4
HIS389H1,Doris Bergen,4.4,4.4,4.8,4.2,4.1,4.4,4.9,4.2,4.3
HIS389H1,Anna Shternshis,4.4,4.4,3.9,4.2,4.1,4.4,4.1,4.2,4.3
HIS389H1,Isaac Hollander,4.5,4.5,4.5,4.5,4.4,4.4,4.5,3,4.5
HIS389H1,Nakanyike Musisi,5,5,4.8,5,5,4.8,4.8,3.2,5
HIS401H1,Erin Black,4.7,4.6,4.8,4.3,4.3,4.5,4.9,4.3,4.7
HIS402H1,Sean Mills,4.8,5,4.8,4.8,4.7,4.8,5,2.6,4.8
HIS423H1,Edward Shorter,5,4.9,5,4,3.6,4.5,4.9,2.8,4.5
HIS426H1,Nicholas Everett,4.2,4.4,4.4,4.4,4.4,3.8,4.8,3,4.4
HIS438H1,Mark Meyerson,3.9,4.4,4.8,3.9,3.9,4.1,4.8,3.5,4.3
HIS439H1,Alison Smith,4,4.3,4.2,4.2,3.8,3.8,4.3,3.3,4
HIS467H1,Eric Jennings,4.9,4.9,5,4.9,5,4.7,4.9,3.7,4.9
HIS470H1,Ritu Birla,5,5,4.8,5,4.8,4.8,5,3.8,4.8
HIS488H1,Denis Smyth,4.4,4.8,4.6,4.4,4.6,4.5,4.4,3.4,4.1
HIS489H1,Edward Shorter,4,4,3.7,3.6,3.4,3.4,4.4,2.9,3.6
HIS496H1,Ruth Sandwell,4.8,4.8,5,4.8,4.8,4.7,5,3.3,5
HIS100Y1,Heidi Bohaker,3.8,4.3,4.2,3.6,3.7,3.6,4.1,3.3,3.3
HIS100Y1,Alison Smith,3.8,4.3,4.4,3.6,3.7,3.6,4.6,3.3,3.3
HIS102Y1,Carol Chin,4.1,4.2,4.3,3.8,3.9,3.9,4.5,3.1,3.9
HIS103Y1,Timothy Sayle,4.2,4.4,4.4,4,4,4.1,4.4,3.7,4
HIS103Y1,Vasilis Dimitriadis,4.6,4.6,4.6,4.3,4.2,4.3,4.8,3.3,4.3
HIS205H1,Clare Dale,4.1,4.1,4.2,4.1,4.2,3.9,4.6,3.3,3.9
HIS208Y1,Ori Yehudai,4.3,4.5,4.6,3.6,3.6,4.1,4.1,2.7,3.9
HIS222H1,William Johnson,4.8,4.7,4.8,4.5,4.4,4.6,4.9,3.3,4.9
HIS242H1,Piotr Wrobel,4,4.2,4,4,4,3.9,4.4,3.4,4
HIS245H1,Eric Jennings,3.9,3.9,4.1,3.6,3.7,3.6,4,3,3.6
HIS250Y1,Alison Smith,4.9,4.9,4.9,4.4,4.5,4.6,5,3.4,4.7
HIS262H1,Heidi Bohaker,3.6,3.9,4.1,3.8,3.9,3.7,4.2,2.9,3.5
HIS271Y1,Diana Cucuz,3.2,3.4,3,3.4,3.5,3,2.9,3,2.9
HIS280Y1,Yiwen Wang,3.8,4.1,3.7,3.9,3.8,3.5,4.1,3.1,3.7
HIS282Y1,Ritu Birla,4.6,4.8,4.6,4.6,4.7,4.5,4.5,3.6,4.3
HIS292H1,Luis Van Isschot,4.4,4.3,4.5,4.2,4.3,4.3,4.6,3.2,4.4
HIS295Y1,Ralph Callebert,4.3,4.5,4.1,3.9,4,3.9,3.9,3.4,4
HIS310H1,Steven Penfold,4.8,4.8,5,4.5,4.5,5,5,2.8,4.7
HIS311Y1,Robert Bothwell,4.4,4.7,4.5,4.1,4.2,4.2,4.7,3.5,4.3
HIS313H1,Ian Radforth,4.8,5,4.9,4.8,4.6,4.8,4.7,3.2,4.8
HIS327H1,Kenneth Bartlett,4.5,4.3,4.4,4.2,4.2,4.2,4.8,3,4.3
HIS339H1,Ori Yehudai,4.2,4.5,4.3,4.2,4.4,4.1,4.2,2.9,4.4
HIS340H1,Milena Methodieva,4.1,4.4,4,4.5,4.4,3.9,4.4,2.9,3.9
HIS349H1,Lori Loeb,4.5,4.7,4.9,4.1,4.2,4.5,4.8,2.9,4.5
HIS351Y1,Lynne Viola,4.7,4.9,4.6,4.3,4,4.5,4.6,3.7,4.1
HIS353Y1,Piotr Wrobel,4.7,4.8,4.8,4.3,4,4.7,4.8,3.2,4.8
HIS364H1,Robert Austin,4.6,4.8,4.5,4.3,4.2,4.4,4.7,3.2,4.3
HIS366H1,Heidi Bohaker,4.5,4.7,4.5,4.3,4.3,4.4,4.9,3.3,4.8
HIS372H1,Carol Chin,3.7,3.5,3.7,3.3,3.3,3,3.5,3.2,2.8
HIS388H1,Eric Jennings,4.5,4.6,4.6,4.1,4.3,4.3,4.6,3,4.3
HIS389H1,Andres Kasekamp,4.4,4.7,4.5,4.1,4.2,4.3,4.4,3.1,4.2
HIS389H1,Milena Methodieva,4.7,4.6,4.7,4.6,4.7,4.4,4.6,3.1,4.4
HIS391Y1,Sean Hawkins,4.6,4.8,4.3,4.5,4.4,4.3,4.7,3.3,4.6
HIS393H1,Matthew Price,3.9,3.7,4,3.8,4,3.6,4.3,3.9,3.6
HIS435H1,Steven Penfold,4.8,5,5,4.7,4.5,4.8,4.8,4,5
HIS474H1,Melanie Newton,4.8,4.6,4.4,4.6,4.6,4.6,5,4,4.5
HIS493H1,Michael Marrus,3.9,3.9,2.9,3.1,3.3,2.9,3.6,4,2.9
HIS496H1,Sean Hawkins,4.7,4.8,4.3,4.3,4.5,4.3,4.5,3.8,4.2
JHA394H1,Takashi Fujitani,4.4,4.7,4.2,4.2,4.5,4.1,4.3,3.3,4.1
HIS243H1,Kenneth Bartlett,4.5,4.5,4.6,4.2,4.2,4.3,4.6,3.1,4.2
HIS419H1,Heidi Bohaker,4.9,5,4.9,5,5,4.9,5,3.7,4.9
HIS377H1,Carol Chin,4.1,4,4.1,3.8,3.8,3.9,4.2,3.5,3.9
HIS387H1,Paul Cohen,4.3,4.2,4.1,3.8,3.7,3.9,4.5,3.5,3.8
HIS241H1,Vasilis Dimitriadis,4.6,4.7,4.7,4.2,4.2,4.4,4.7,3.2,4.4
HIS320H1,Nicholas Everett,4.6,4.5,4.6,4.2,4.3,4.2,4.6,3.2,4.3
HIS345H1,Brian Jacobson,4.5,4.4,4.6,4.2,4.4,4.3,4.8,2.8,4.6
HIS467H1,Eric Jennings,4,4.3,4.5,4.1,4.2,4.2,4.4,3.9,4
HIS221H1,William Johnson,4.4,4.4,4.7,4.2,4.3,4.3,4.6,3.3,4.3
HIS331H1,Andres Kasekamp,4.2,4.3,3.9,3.8,3.4,3.7,4.1,2.9,3.7
HIS335H1,Thomas Lahusen,4.9,4.7,4.6,4.4,4,4.3,4.6,3.3,4.7
