course,term,year,cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8,cat9,num_invited,num_responded,instructor
PHL407H1,Fall,2015,4.8,4.8,4.9,4.6,4.8,4.8,4.8,3.3,4.7,19,12,"Rick, J."
PHL408H1,Fall,2015,4.6,4.9,4.9,4.7,4.7,5,4.7,3.3,4.6,15,8,"Gibbs, R."
PHL410H1,Fall,2015,4.7,4.2,4.7,4.2,4.5,4.2,5,3.7,4.5,19,7,"Morgan, M."
PHL326H1,Winter,2016,4.3,4.3,4.3,4.1,4.1,4.1,4.6,3,4.1,37,20,"Citron, G."
PHL337H1,Winter,2016,4.2,4.1,3.7,4.2,4.1,3.8,4.5,2.9,3.8,24,13,"Shen, V."
PHL200Y1,Summer,2015,3.8,4.3,4.1,3.7,4,3.7,4.1,3.7,3.2,34,17,"Philpot, L."
PHL281H1,Summer,2015,4.2,4.4,4.5,3.8,4,4.1,4.6,3,4.2,93,55,"Bolinska, A."
PHL244H1,Summer,2015,4.3,4.2,4.3,4.3,4.3,4.3,4.7,3.3,4.5,22,6,"Mathien, T."
PHL382H1,Summer,2015,4.2,4.4,4.5,4,4,4.2,4.5,3.2,4.5,30,14,"Mathison, E."
PHL273H1,Summer,2015,4.3,4.5,4.8,4.2,4.3,4.4,4.8,3.1,4.2,58,24,"Stump, J."
PHL375H1,Summer,2015,4.5,4.5,4.8,4.3,4.4,4.4,4.5,3.5,4.1,36,25,"Steinberg, E."
PHL240H1,Summer,2015,4.6,4.7,4.6,4.4,4.3,4.5,4.5,3.4,4.4,48,20,"Roelofs, L."
PHL240H1,Summer,2015,4.6,4.7,4.7,4.4,4.3,4.5,5,3.4,4.4,48,20,"Smith, S."
PHL243H1,Summer,2015,4.7,4.5,4.6,4.5,4.7,4.3,4.5,3.5,4.2,40,12,"Fortney, M."
PHL201H1,Summer,2015,4.3,4.4,4.7,4,4.2,4.2,4.6,3.2,4.4,44,27,"Hooley, D."
PHL370H1,Summer,2015,3.5,4.1,4,3.7,3.9,3.5,3.7,3.8,3.5,30,11,"Coyne, S."
PHL340H1,Summer,2015,4.4,4.2,4.5,4,4.1,4.2,4.1,3.3,4.3,39,15,"Cooper-Simpson, F."
PHL271H1,Summer,2015,4.4,4.3,4.6,4.3,4.3,4.3,4.6,3.4,4.2,50,23,"Wald, B."
PHL232H1,Summer,2015,4.2,4.1,4.7,3.9,4.3,4.1,4.6,3.2,3.8,45,20,"Huber, F."
PHL275H1,Summer,2015,3.8,3.7,3.8,3.9,4,3.4,4,3.1,3.4,106,36,"Moosavi Tabatabaei, S."
PHL217H1,Summer,2015,4.4,4.6,4,4.3,4.2,3.9,4.2,3.4,3.9,48,10,"Blezy, M."
PHL217H1,Summer,2015,4.4,4.6,4.3,4.3,4.2,3.9,4.3,3.4,3.9,48,10,"Suarez, D."
PHL388H1,Summer,2015,4,4.1,4.5,4.1,4,4.2,4.6,3.3,4.1,65,36,"Costello, W."
PHL245H1,Summer,2015,3.5,3.7,3.8,4.1,4.2,3.3,3.8,3.3,3,68,20,"Kuhl, K."
PHL210Y1,Summer,2014,3.3,3.6,2.4,3,3,3,2.5,3.2,2.9,37,12,"Siebert, M."
PHL210Y1,Summer,2014,3.3,3.6,3.5,3,3,3,3.9,3.2,2.9,37,12,"Sommerville, B."
PHL200Y1,Summer,2014,3.9,4.1,3.7,3.9,3.9,3.6,3.4,3.4,3.7,39,18,"Reece, B."
PHL200Y1,Summer,2014,3.9,4.1,4.7,3.9,3.9,3.6,4.3,3.4,3.7,39,18,"Stump, J."
PHL281H1,Summer,2014,4,4.3,4.6,3.9,3.8,4,4.4,3,4.1,72,25,"Heney, D."
PHL382H1,Summer,2014,4.7,4.6,4.2,4,4,4.3,4.8,3.4,4.4,35,20,"Bonello, A."
PHL273H1,Summer,2014,3.9,4,4.2,3.7,3.8,3.6,4.1,3.4,3.5,47,14,"Menken, K."
PHL217H1,Summer,2014,4.4,4.4,4.4,4.2,4.1,4.1,4.6,3.8,3.9,32,16,"Suarez, D."
PHL275H1,Summer,2014,4,3.8,4.2,3.9,3.9,3.6,4,3.1,3.8,86,30,"Menken, K."
PHL201H1,Summer,2014,3.3,3.6,3.7,3.6,3.6,3.3,3.9,3,3.3,34,10,"Kuhl, K."
PHL370H1,Summer,2014,4.2,4.3,4.3,4.2,4.3,3.9,4.4,3.9,4,44,13,"Horne, L."
PHL232H1,Summer,2014,4,4.1,3.9,3.9,3.9,3.5,3.7,3.9,3.6,49,17,"Alford-Duguid, D."
PHL232H1,Summer,2014,4,4.1,4.4,3.9,3.9,3.5,4.3,3.9,3.6,49,17,"Murray, A."
PHL271H1,Summer,2014,4,3.9,4.4,3.9,4,3.6,4.4,3.2,3.7,63,25,"Schranz, M."
PHL388H1,Summer,2014,3.9,4,4.3,3.3,3.3,3.6,4.5,3.3,3.7,58,25,"Costello, W."
PHL245H1,Summer,2014,4.2,4.3,4.6,4,4.1,3.8,4.6,3.6,3.4,79,38,"Koo, A."
PHL240H1,Summer,2014,3.8,4,3.8,3.5,3.6,3.3,3.6,3.5,2.8,36,13,"Fortney, M."
PHL240H1,Summer,2014,3.8,4,4.4,3.5,3.6,3.3,4.1,3.5,2.8,36,13,"Roelofs, L."
COG250Y1,Winter,2014,4.6,4.7,4.6,4.5,4.5,4.4,4.9,3.1,4.5,138,64,"Vervaeke, J."
PHL100Y1,Winter,2014,3.9,4,4.3,3.9,3.9,3.5,4.5,3.8,3.6,380,160,"King, P."
PHL100Y1,Winter,2014,4.3,4.3,4.5,4.1,4.1,4,4.5,3.1,4.1,220,111,"John, J."
PHL200Y1,Winter,2014,4.3,4.2,2.9,3,3,3.1,3.2,3.7,3,160,68,"Gerson, L."
PHL201H1,Winter,2014,4.2,4,4.1,3.9,3.8,3.6,4.1,3.2,3.5,140,38,"De Sousa, R."
PHL206H1,Winter,2014,3.7,4,4,4,4.1,3.5,3.9,3.2,3.5,122,47,"Pickave, M."
PHL210Y1,Winter,2014,3.9,3.9,3.7,3.8,3.8,3.4,3.5,3,3.3,136,60,"Morrison, M."
PHL232H1,Winter,2014,4,4,4.4,4.1,4.2,3.8,4.4,2.9,4,181,64,"Huber, F."
PHL235H1,Winter,2014,3.4,3.9,3.7,3.6,3.5,3.4,3.9,3.1,3.3,94,25,"Kremer, E."
PHL240H1,Winter,2014,4.1,4.3,4.6,4,4.2,3.9,4.6,3.2,3.9,175,74,"John, J."
PHL245H1,Winter,2014,3.9,4.2,4.3,4.3,4.3,3.8,4.3,3.3,3.9,272,82,"Scharer, N."
PHL247H1,Winter,2014,4.5,4.8,4.5,4.7,4.7,4.1,4,2.9,4.2,54,19,"Mathien, T."
PHL271H1,Winter,2014,4.3,4.4,4.3,4.2,4.2,3.9,4,3.1,4.1,248,93,"Dyzenhaus, D."
PHL285H1,Winter,2014,4.2,4.1,4,3.3,3.3,3.5,4.4,3.7,3.8,160,57,"Kingwell, M."
PHL304H1,Winter,2014,4.4,4.1,3.2,3.2,3.8,3.3,3.4,3.2,3.4,26,11,"Gerson, L."
PHL308H1,Winter,2014,3.9,4.4,4.2,4.1,4.1,3.9,4.4,3.1,3.6,37,15,"Black, D."
PHL311H1,Winter,2014,4.4,4.5,4.5,4.2,4.3,4.3,4.3,3.5,4,39,13,"Harmer, A."
PHL316H1,Winter,2014,4.6,4.8,4.3,4.1,4.1,4.2,4.3,3.3,4.2,39,15,"Comay, R."
PHL322H1,Winter,2014,4.5,4.5,4.7,4.4,4.3,4.4,4.7,3.2,4.5,32,17,"Keohane, O."
PHL323H1,Winter,2014,3.7,3.7,3.7,3.8,3.9,3.4,3.8,3.1,3.5,108,51,"Angermann, A."
PHL325H1,Winter,2014,4.7,4.6,4.7,4.5,4.5,4.5,4.8,3.6,4.5,38,19,"Dickie, I."
PHL326H1,Winter,2014,3.7,3.5,3.7,3.3,3.4,3.3,3.7,3.7,3,36,14,"Waterfall, D."
PHL336H1,Winter,2014,3.3,3.6,4,3.5,3.5,3.1,3.5,3.2,2.8,36,12,"Black, D."
PHL337H1,Winter,2014,4.6,4.5,4.1,4.2,4.4,4,4,2.9,4.2,31,11,"Shen, V."
PHL340H1,Winter,2014,3.8,3.9,3.8,3.7,3.4,3.6,4.1,3.8,3.6,31,16,"Howton, R."
PHL340H1,Winter,2014,3.8,3.9,2.3,3.7,3.4,3.6,2.1,3.8,3.6,31,16,"Whiting, J."
PHL346H1,Winter,2014,4.7,4.7,4.9,4.2,4.3,4.4,4.8,2.1,4.8,39,19,"Brown, J."
PHL349H1,Winter,2014,4.4,4.1,4.3,4.1,4.1,3.4,4.4,3.4,3.4,20,8,"Ganea, M."
PHL355H1,Winter,2014,4.8,4.6,4.8,4.3,4.3,4.7,4.9,2.8,4.8,32,13,"Brown, J."
PHL365H1,Winter,2014,3.9,4,3.9,3.9,3.9,3.8,4.1,3.6,3.6,34,11,"Martin, D."
PHL375H1,Winter,2014,3.8,4.3,4.2,4.3,4.3,4,4.3,2.9,4,39,14,"Hurka, T."
PHL376H1,Winter,2014,3.9,4,3.9,4.1,3.9,3.5,4.1,3.1,3.6,39,9,"Berry, T."
PHL383H1,Winter,2014,3.6,3.5,3.3,3.4,3.6,3.2,3.3,3.1,3.3,108,44,"Mathien, T."
PHL384H1,Winter,2014,4,3.8,3.8,3.6,3.6,3.2,3.5,2.6,3.5,93,40,"Anstey, K."
PHL401H1,Winter,2014,4.9,4.9,4.9,5,5,4.7,4.9,3.4,4.7,18,10,"Chai, D."
PHL407H1,Winter,2014,4.4,4.3,4.9,4.6,4.5,4.8,4.8,2.8,4.9,20,8,"Allen, D."
PHL408H1,Winter,2014,3.4,3.4,4,3.6,3.6,3,4.2,3,3.4,15,6,"Howson, C."
PHL412H1,Winter,2014,4.8,4.7,4.5,4.5,4.5,4.8,4.8,2.7,4.7,18,7,"Dyzenhaus, D."
PHL415H1,Winter,2014,4.3,4,4.7,4.3,4.1,4.1,4.7,3.1,4.3,15,8,"Walsh, D."
PHL440H1,Winter,2014,4.9,4.8,5,4.5,4.7,4.9,4.9,3.3,5,16,13,"Russell, B."
PHL489Y1,Winter,2014,4.4,4.6,4.9,4.7,4.9,4.7,4.7,3.6,4.9,10,8,"Harmer, A."
COG401H1,Fall,2013,4.9,4.8,4.8,4.7,4.8,4.8,5,3.4,4.6,33,12,"Vervaeke, J."
PHL205H1,Fall,2013,3.2,3.4,3.2,3.4,3.6,2.8,3.1,3,2.9,107,31,"Black, D."
PHL217H1,Fall,2013,3.8,3.7,2.7,3.7,3.7,3.1,2.7,3.3,2.9,109,48,"Goetschel, W."
PHL237H1,Fall,2013,4,4.1,4,3.8,4,3.7,3.7,3,4.2,44,14,"Shen, V."
PHL243H1,Fall,2013,4.2,4.1,4.3,3.7,3.8,3.8,4.6,3.5,4.1,163,58,"De Sousa, R."
PHL245H1,Fall,2013,3.9,4,4.2,4,4,3.7,4.3,3.3,3.7,271,103,"Scharer, N."
PHL246H1,Fall,2013,3.5,3.5,3.9,3.8,3.9,3.3,3.8,2.9,3.5,149,47,"Huber, F."
PHL265H1,Fall,2013,4.6,4.7,4.9,4.1,4.2,4.5,4.8,3.1,4.7,186,63,"Heath, J."
PHL273H1,Fall,2013,3.9,4.1,4.3,3.8,4,3.6,4.3,2.9,3.9,186,69,"Stefanovic, I."
PHL275H1,Fall,2013,3.7,4,4,3.7,3.9,3.4,4.1,3,3.8,259,92,"Hurka, T."
PHL281H1,Fall,2013,3.7,3.9,3.4,3.4,3.4,3.2,3.4,3,3.4,229,84,"Berry, T."
PHL295H1,Fall,2013,3.1,3.5,3.1,3.1,3.3,2.8,3.2,3.3,2.7,102,36,"Martin, D."
PHL302H1,Fall,2013,3.9,4,4.3,3.7,3.8,3.6,4.6,3.3,3.7,24,11,"Hutchinson, D."
PHL303H1,Fall,2013,4.5,4.6,4,4.2,4.1,4.1,4.2,3.2,4.1,28,14,"Whiting, J."
PHL310H1,Fall,2013,4.3,4.1,4.6,4.4,4.4,4,4.2,3.3,4,29,11,"Harmer, A."
PHL317H1,Fall,2013,3,2.6,2.3,3,3,2.1,3.6,3.1,2.3,34,8,"Goldstick, D."
PHL320H1,Fall,2013,4.2,4.4,4.7,4.6,4.4,4.2,4.9,3.6,4.1,32,9,"Gibbs, R."
PHL331H1,Fall,2013,4.6,4.9,4.8,4.4,4.4,4.7,4.8,3.4,4.4,33,14,"Dickie, I."
PHL332H1,Fall,2013,4.3,4.2,4.4,4.3,4.2,4.2,4.3,2.6,4.2,33,18,"Huber, F."
PHL338H1,Fall,2013,3.3,4.2,3.3,3.8,3.7,3.3,3.7,2.7,3.8,17,6,"Benbaji, Y."
PHL341H1,Fall,2013,4.3,4.4,4.4,4.5,4.5,4.2,4.4,3.3,4.3,39,12,"Pickave, M."
PHL342H1,Fall,2013,4.3,4.1,3.7,4.1,4.1,3.5,4,3.5,3.6,97,33,"Seager, W."
PHL342H1,Fall,2013,4.3,4.1,2.8,4.1,4.1,3.5,3.5,3.5,3.6,97,33,"Smith, B."
PHL345H1,Fall,2013,3.6,3.7,4.1,4,4.3,3.5,3.9,2.2,3.8,62,21,"Howson, C."
PHL356H1,Fall,2013,4.7,4.6,4.7,3.9,4.3,4.5,4.4,2.4,4.7,37,18,"Brown, J."
PHL357H1,Fall,2013,4,4.3,4.3,4,4,3.7,4.3,3.9,3.7,36,15,"Walsh, D."
PHL366H1,Fall,2013,3.6,3.7,3.4,3.3,3.6,3.3,4.2,3.6,3.2,36,11,"Novak, D."
PHL375H1,Fall,2013,4.4,4.3,4.9,4.5,4.6,4.4,4.7,3.1,4.6,42,21,"Allen, D."
PHL378H1,Fall,2013,4.5,4.5,4.5,4.1,4.3,4.2,4.6,3.3,4.3,43,12,"Hurka, T."
PHL382H1,Fall,2013,3.8,3.8,4.1,3.7,3.9,3.6,4.3,2.9,4.2,70,25,"Breslin, J."
PHL385H1,Fall,2013,5,4.8,5,4.8,4.8,4.8,5,3.7,4.8,35,6,"Kingwell, M."
PHL401H1,Fall,2013,4,4.8,4.8,4.5,4.5,4.5,5,3.2,4.3,16,6,"Hutchinson, D."
PHL402H1,Fall,2013,4.8,4.5,4.8,4.8,4.5,4.8,4.3,3.3,4.5,17,5,"Berry, T."
PHL405H1,Fall,2013,4.3,4.8,3.8,5,4,3.8,4,3.3,4.3,12,5,"Benbaji, H."
PHL408H1,Fall,2013,4.2,4.3,4.2,4,4,4.1,4.8,3.1,4,15,9,"Keohane, O."
PHL410H1,Fall,2013,4.6,3.6,4.2,4.2,4.8,3.8,4.4,3.4,4.2,20,5,"Comay, R."
PHL413H1,Fall,2013,4.8,5,5,5,5,4.8,5,2.8,5,21,5,"Stefanovic, I."
PHL414H1,Fall,2013,4.2,4.3,4.8,4.3,4.2,4.7,4.5,3,3.8,15,6,"Angermann, A."
PHL451H1,Fall,2013,5,4.5,4.8,4.8,4.8,4.3,4.8,4.3,4.3,16,5,"Dickie, I."
PHL201H1,Fall,2014,4.1,4.1,4.2,4.1,3.9,4,4.3,3,3.9,81,42,"Hutchinson, D."
PHL205H1,Fall,2014,4,4.1,3.8,4,4,3.4,3.9,3,3.6,87,30,"Black, D."
PHL217H1,Fall,2014,4.7,4.3,4.4,4.1,3.9,4,4.6,4.4,4.3,126,58,"Kingwell, M."
PHL237H1,Fall,2014,4.3,4.5,4.2,4.3,4.4,4,4.3,2.8,4.4,90,27,"Shen, V."
PHL240H1,Fall,2014,3.6,3.5,3.2,3.3,3.5,2.9,3.6,3.4,2.7,164,79,"Ross, A."
PHL243H1,Fall,2014,3.9,3.8,3.8,3.5,3.5,3.4,4.1,3.3,3.6,150,54,"De Sousa, R."
PHL245H1,Fall,2014,3.8,4.1,4.4,4.2,4.3,3.7,4.4,3.3,3.8,234,91,"Scharer, N."
PHL265H1,Fall,2014,4.1,4.3,4.4,4,4.1,3.9,4.3,3.3,4.2,172,86,"Franklin-Hall, A."
PHL271H1,Fall,2014,4.4,4.3,4.6,3.8,4,4.1,4.6,3.1,4.3,252,140,"Moreau, S."
PHL295H1,Fall,2014,3,3.1,2.6,3.1,3.3,2.4,2.5,3.1,2.5,140,53,"Raymont, P."
PHL304H1,Fall,2014,3.6,3.8,3.8,4.1,4.1,3.4,4,3.2,3.5,31,19,"Hutchinson, D."
PHL313H1,Fall,2014,4.4,4.6,4.7,4.7,4.7,4.3,4.6,3.3,4.4,24,18,"Rick, J."
PHL315H1,Fall,2014,4.7,4.7,4.5,4.6,4.6,4.3,4.5,3.3,4.4,38,24,"Angermann, A."
PHL323H1,Fall,2014,4.1,4.1,4.2,4,4,3.7,4.3,3.2,4,104,57,"Angermann, A."
PHL340H1,Fall,2014,4.4,4.5,4.5,4.2,4.4,4.2,4.6,3.3,4.4,35,26,"John, J."
PHL342H1,Fall,2014,3.7,3.6,3.6,3.5,3.6,3.3,4.2,3.4,3.2,93,40,"Smith, B."
PHL345H1,Fall,2014,4.3,4.2,3.6,3.8,3.6,3.5,3.8,3.7,3,18,12,"Ganea, M."
PHL346H1,Fall,2014,4.6,4.5,4.7,4.2,4.3,4.5,4.7,2.5,4.6,37,19,"Brown, J."
PHL351H1,Fall,2014,4.6,4.6,4.5,4.4,4.6,4.3,4.6,3.3,4.3,33,22,"Ross, A."
PHL357H1,Fall,2014,4.1,4,4.4,4.1,4.2,4,4.5,3.9,3.8,34,20,"Walsh, D."
PHL367H1,Fall,2014,4.3,4.2,3.7,3.8,4.3,3.8,4.1,3.1,3.9,34,18,"Taylor, A."
PHL375H1,Fall,2014,4.7,4.8,5,4.8,4.8,4.8,5,3,4.9,40,31,"Allen, D."
PHL376H1,Fall,2014,3.8,4.2,3.9,3.8,3.7,3.5,3.6,2.8,3.6,34,11,"Berry, T."
PHL382H1,Fall,2014,4.4,4.4,4.5,4.2,4.1,4.2,4.2,3,4.2,81,37,"Breslin, J."
PHL400H1,Fall,2014,4.4,4.5,4.1,4.5,4.6,4.2,4.6,3.3,4.1,17,12,"Whiting, J."
PHL401H1,Fall,2014,3.8,4,4.1,4.1,4.3,3.8,4.5,3.6,3.7,16,11,"Horne, L."
PHL404H1,Fall,2014,5,4.9,4.9,4.8,4.8,4.8,4.9,3.5,4.4,13,11,"Davies, J."
PHL405H1,Fall,2014,4.6,4.6,4.8,4.5,4.4,4.2,5,3.2,4.4,17,12,"John, J."
PHL407H1,Fall,2014,4.6,4.8,4.6,4.6,4.6,4.4,4.4,3.8,4.5,20,16,"Rick, J."
PHL408H1,Fall,2014,3.3,3.5,3.4,3.7,3.7,3.2,3.5,3.4,2.8,18,12,"Taylor, A."
PHL410H1,Fall,2014,4.7,4.3,4.8,4.4,4.3,4.3,4.7,3.7,4.7,19,12,"Gibbs, R."
PHL412H1,Fall,2014,4.2,4.2,4.6,4.3,4.2,4,4.5,3.5,4.2,18,13,"Schranz, M."
PHL415H1,Fall,2014,4.8,5,5,5,5,5,5,2.9,4.9,17,11,"Brown, J."
PHL382H1,Summer,2019,4.6,4.8,4.7,4.3,4.4,4.7,4.5,3.1,4.5,44,12,"Wurst, M."
PHL217H1,Summer,2019,4.6,4.6,4.6,4.4,4.6,4.3,4.4,3.8,3.9,42,22,"Riggs, J."
PHL273H1,Summer,2019,4.0,4.2,4.2,3.9,3.9,3.9,4.2,3.2,3.9,63,24,"Taylor, E."
PHL205H1,Fall,2018,3.9,4.2,3.6,3.8,3.8,3.3,3.7,3.2,3.1,89,21,"Black, D."
PHL345H1,Fall,2018,4.5,4,4.3,4,4.8,4,4.2,4,3.3,16,6,"Caie, M."
PHL373H1,Fall,2018,4,4.1,4.1,4.1,4.2,3.9,4.3,3.1,3.8,33,20,"Bryant, R."
PHL340H1,Summer,2019,3.6,3.8,3.5,4.3,4.0,3.5,3.3,3.1,3.2,38,22,"Harder, R."
PHL100Y1,Summer,2019,4.4,4.4,4.6,4.1,4.1,4.0,4.8,3.3,3.6,32,8,"MacKinnon, R."
PHL245H1,Summer,2019,3.7,3.9,3.7,3.9,3.7,3.6,3.8,3.3,3.6,74,18,"Mason, R."
PHL240H1,Summer,2019,4.4,4.4,4.4,3.9,3.9,4.2,4.3,2.9,3.9,52,17,"Westfall, M."
PHL313H1,Summer,2019,4.3,4.1,4.3,4.1,4.3,4.0,4.6,3.6,3.7,29,7,"Bernard, V."
PHL200Y1,Summer,2019,3.4,4.0,3.1,3.4,3.7,3.0,3.0,3.1,2.7,38,7,"Gatten, M."
PHL232H1,Summer,2019,4.3,4.6,4.7,4.2,4.2,4.4,4.7,2.8,4.4,49,32,"Matyasi, R."
PHL281H1,Summer,2019,4.3,4.5,4.6,4.1,4.2,4.2,4.6,3.1,4.0,78,27,"Coyne, S."
PHL271H1,Summer,2019,4.2,4.2,4.4,3.9,4.0,3.8,4.3,3.3,3.9,44,18,"Coyne, S."
PHL375H1,Summer,2019,4.0,4.2,3.8,3.9,4.0,3.8,4.0,3.0,3.9,42,22,"Diehl, C."
PHL200Y1,Summer,2019,4.4,4.4,4.6,4.0,4.1,4.3,4.5,3.1,4.1,41,24,"Campbell, D."
PHL100Y1,Summer,2019,4.4,4.5,4.6,4.3,4.3,4.3,4.6,3.1,4.4,32,24,"Campbell, D."
PHL388H1,Fall,2018,4.9,4.7,4.4,4.2,4.4,4.3,4.4,3.4,4,35,9,"Kingwell, M."
PHL240H1,Fall,2018,4.2,4.4,4.7,4.5,4.5,4.1,4.7,3.1,4.1,180,62,"John, J."
PHL339H1,Fall,2018,4.4,4.6,4.4,4.2,4.6,4,4,2.8,3.8,30,5,"Murty, V."
PHL356H1,Fall,2018,4,4.3,4.2,3.9,4.4,3.9,4.3,2.7,3.6,28,11,"Miller, M."
PHL245H1,Fall,2018,4.2,4.4,4.6,4.4,4.5,4.3,4.6,2.8,4.2,260,76,"Lewis, C."
PHL233H1,Fall,2018,4.1,4.1,4.5,3.9,3.9,3.9,4.7,2.9,4.1,117,40,"Lewis, C."
PHL281H1,Fall,2018,4.4,4.5,4.1,4.1,4.1,4,3.9,3.2,4.2,276,103,"Franklin-Hall, A."
PHL295H1,Fall,2018,4.1,4.3,4.5,3.8,3.7,3.8,4.6,3.4,3.7,125,49,"Heath, J."
PHL217H1,Fall,2018,4.3,3.9,4.1,4,4.1,3.5,4.2,3.7,3.5,111,38,"Gibbs, R."
PHL382H1,Fall,2018,4.4,4.5,4.2,4.2,4.2,4,4.2,2.9,4.2,84,28,"Gibson, J."
PHL346H1,Fall,2018,5,5,4,4.3,4.5,4,5,3,3.8,14,5,"Ganea, M."
PHL285H1,Fall,2018,4.1,4.1,4.2,3.7,3.8,3.7,4.1,3.1,3.9,176,45,"Gagliardi, F."
PHL319H1,Fall,2018,4.4,4.7,4.3,4.4,4.6,4.2,4.4,3.1,4.3,59,10,"Comay, R."
PHL401H1,Fall,2018,4.7,4.7,4.8,4.7,4.9,4.7,4.8,3.5,4.7,16,15,"Costello, W."
PHL331H1,Fall,2018,4.7,4.3,4.1,4.7,4.5,3.8,4.3,3.6,3.4,19,12,"Diehl, C."
PHL244H1,Fall,2018,4.4,4.3,4.6,4.1,4.2,4.2,4.7,2.8,4.4,122,67,"de Kenessey, B."
PHL402H1,Winter,2019,4.8,4.8,4.6,4.6,4.6,4.8,5,3.6,4.6,12,5,"Ainslie, D."
PHL332H1,Winter,2019,4,4.3,4.2,3.9,4,3.9,4.5,3.2,3.6,31,13,"Barnett, D."
PHL404H1,Winter,2019,4.4,4.2,4.8,4.4,4.6,4.4,4.8,3.6,4.6,18,5,"Barnett, D."
PHL206H1,Winter,2019,3.5,3.3,2.9,3.3,3.3,2.8,3.1,3,2.8,86,17,"Black, D."
PHL232H1,Winter,2019,3.52,3.6,3.1,3.5,3.9,3.1,3.4,2.9,3.3,178,55,"Caie, M."
PHL302H1,Winter,2019,4.65,4.6,4.9,4.7,4.7,4.7,4.7,3.6,4.7,31,23,"Costello, W."
PHL407H1,Winter,2019,4.8,4.8,5,4.6,4.6,4.9,4.9,3.1,4.8,23,15,"de Kenessey, B."
PHL376H1,Winter,2019,4.8,4.8,4.9,4.9,4.8,4.9,4.9,2.9,4.7,32,15,"de Kenessey, B."
PHL385H1,Winter,2019,4.44,4.7,4.6,4.1,4.4,4.4,5,3,4.7,35,9,"Gagliardi, F."
PHL347H1,Winter,2019,4.71,4.8,4.4,4.7,4.9,4.3,4.6,3,4.1,19,8,"Ganea, M."
PHL200Y1,Winter,2019,3.87,4.1,3.9,3.7,3.8,3.6,3.8,3,3.6,149,55,"Gelber, J."
PHL384H1,Winter,2019,3.71,3.9,3.9,3.7,3.8,3.5,3.9,2.9,3.5,92,20,"Gibson, J."
PHL323H1,Winter,2019,3.73,3.7,3,3.9,3.8,3.2,3.3,3.1,3.1,86,26,"Goetschel, W."
PHL366H1,Winter,2019,4.45,4.6,4.6,4.4,4.2,4.4,4.8,3.4,4.3,35,20,"Franklin-Hall, A."
PHL340H1,Winter,2019,4.11,4.3,4.4,4.4,4.4,4.1,4.5,3.3,4.1,32,18,"Henry, A."
PHL246H1,Winter,2019,3.94,4,4,3.9,3.9,3.7,4.2,3.1,3.5,129,36,"Huber, F."
PHL451H1,Winter,2019,4.67,4.7,4.7,4.4,4.4,4.2,4.9,3.4,3.7,15,9,"Huber, F."
PHL375H1,Winter,2019,4.6,4.6,4.8,4.4,4.4,4.4,4.8,3.4,4.4,36,5,"Hurka, T."
PHL275H1,Winter,2019,3.91,4,4.1,3.9,3.9,3.7,4.1,3.1,3.7,277,72,"Hurka, T."
PHL101Y1,Winter,2019,4.6,4.6,4.7,4.3,4.3,4.3,4.8,3.3,4.4,265,98,"John, J."
PHL100Y1,Winter,2019,3.85,4.1,4,3.7,3.8,3.6,4.1,3.4,3.6,229,67,"King, P."
PHL245H1,Winter,2019,4.14,4.3,4.5,4.4,4.4,4.3,4.4,2.9,4.2,430,117,"Lewis, C."
PHL355H1,Winter,2019,4.56,4.5,4.5,4.6,4.6,4.3,4.6,3.2,4.6,29,16,"Lewis, C."
PHL383H1,Winter,2019,3.26,3.2,2.7,3.5,3.6,2.8,2.8,3.2,2.7,98,19,"Mathien, T."
PHL367H1,Winter,2019,4.58,4.5,4.7,4.3,4.4,4.4,4.8,3.4,4.4,36,12,"McClure, E."
PHL416H1,Winter,2019,4.67,4.8,4.8,4.7,4.8,4.8,4.8,2.8,4.8,18,6,"Moreau, S."
PHL243H1,Winter,2019,3.93,4.1,4.2,3.9,3.9,3.9,4.5,3,3.8,170,42,"Piercy, B."
PHL235H1,Winter,2019,4.29,3.9,4.1,3.5,3.4,3.4,4,3.1,3.6,73,17,"Cooper-Simpson, C."
PHL311H1,Winter,2019,4.09,4.1,3.9,4.3,3.6,3.5,3.6,3.1,3.7,36,11,"Cooper-Simpson, C."
PHL405H1,Winter,2019,4.4,4.6,4.2,4.2,4.2,3.8,3.8,4,3.4,13,5,"Suarez, D."
PHL210Y1,Winter,2019,3.9,4.2,3.8,4.1,4,3.6,3.9,3.2,3.5,156,53,"Szlachta, M."
PHL307H1,Winter,2019,4.62,4.6,4.5,4.2,4,4.1,4.4,3.2,3.9,37,13,"Szlachta, M."
PHL440H1,Winter,2019,4.55,4.5,4.4,4.4,4.6,4.5,4.6,2.7,4.6,28,11,"Upshur, R."
PHL201H1,Winter,2019,3.89,3.9,3.9,3.8,4,3.5,3.9,3,3.6,144,38,"Wald, B."
PHL370H1,Winter,2019,3.5,3.6,3.5,4.1,3.9,3.4,3.5,3,2.9,38,8,"Wald, B."
PHL271H1,Winter,2019,3.48,3.7,3.5,3.6,3.6,3.1,3.5,3.3,2.9,238,63,"Wald, B."
PHL237H1,Winter,2019,3.5,3.7,3.3,3.7,3.5,3.4,3.5,2.7,3.4,91,20,"Yan, Z."
PHL341H1,Fall,2018,4.8,4.9,4.8,4.8,4.9,4.9,4.9,3.2,4.9,34,15,"Szlachta, M."
