course,instructor,term,year,cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8,cat9,num_invited,num_responded
HIS245H1,Eric Jennings,Winter,2017,4.4,4.5,4.2,4,4,4,4.3,3.2,4.1,119,28
HIS250Y1,Kristina Pauksens,Winter,2017,4,4.4,3.7,3.7,3.7,3.7,3.5,2.7,3.6,77,43
HIS251Y1,Piotr Wrobel,Winter,2017,4.5,4.8,4.7,4.6,4.6,4.4,4.7,3.8,4.4,22,13
HIS262H1,Heidi Bohaker,Winter,2017,4,4.1,4.2,4,4.2,3.9,4.2,3.3,4,105,43
HIS271Y1,Caleb Wellum,Winter,2017,3.7,3.7,3.8,3.8,3.8,3.3,3.7,3.1,3.4,168,68
HIS280Y1,Yiwen Wang,Winter,2017,4.1,4.3,4,4.1,3.9,3.8,4.2,3,3.8,151,60
HIS282Y1,Prasanta Dhar,Winter,2017,4,4.2,3.6,3.9,4,3.4,3.5,3.7,3.3,37,23
HIS292H1,Luis Van Isschot,Winter,2017,4.2,4,3.9,4,3.9,3.7,4.2,3.3,4,57,20
HIS293H1,Bertie Mandelblatt,Winter,2017,3.6,4.1,3.9,3.7,3.8,3.6,4,3.3,3.5,43,13
HIS295Y1,Ralph Callebert,Winter,2017,3.5,3.7,3.4,3.3,3.5,3,3,3.1,3,49,30
HIS298Y1,William Johnson,Winter,2017,4.6,4.7,4.6,4.5,4.3,4.5,4.8,2.9,4.6,20,13
HIS307H1,Ian Radforth,Winter,2017,4,4.4,4.2,4,4.1,3.9,4.2,3.1,3.9,76,26
HIS318H1,Laurie Bertram,Winter,2017,4.6,4.8,4.9,4.3,4.1,4.5,4.9,3.6,4.4,38,16
HIS323H1,Isabelle Cochelin,Winter,2017,4.3,4.3,4.6,3.7,3.8,4,4.5,3.1,4.1,36,15
HIS326H1,Yiwen Wang,Winter,2017,4.4,4.4,4.7,4.3,4.6,4.8,4.4,3.3,4.5,32,8
HIS331H1,Juri Kivimae,Winter,2017,4.6,4.9,4.9,4.6,4.6,4.6,4.8,3.1,4.6,39,14
HIS341Y1,Jennifer Jenkins,Winter,2017,4.5,4.5,4.4,4.5,4.4,4.3,4.3,3.2,4.2,43,24
HIS343H1,Matthieu Vallieres,Winter,2017,4,4.1,4.3,4.1,4,3.7,4.3,3.1,4,171,66
HIS349H1,Lori Loeb,Winter,2017,4.6,4.6,4.8,4.2,4.2,4.6,4.7,2.9,4.6,93,32
HIS351Y1,Lynne Viola,Winter,2017,4.7,4.9,4.8,4.8,4.7,4.8,4.6,2.9,4.6,29,9
HIS361H1,Doris Bergen,Winter,2017,4.9,4.9,4.9,4.4,4.3,4.8,5,3.3,4.8,69,30
HIS364H1,Robert Austin,Winter,2017,4.6,4.5,4.3,4.4,4.5,4.1,4.7,3.1,4.4,35,12
HIS369H1,Heidi Bohaker,Winter,2017,3.9,4.1,4.1,4.3,4.2,3.8,4.3,3.6,3.9,32,16
HIS378H1,Michael Savage,Winter,2017,4.8,4.8,4.9,4.6,4.6,4.7,4.9,3.2,4.8,55,35
HIS379H1,Duc Huynh,Winter,2017,3.6,4.3,3.9,4.1,3.9,3.8,4,2.4,3.4,20,7
HIS383Y1,Nakanyike Musisi,Winter,2017,5,5,5,4.9,5,4.9,5,3.2,4.9,25,11
HIS388H1,Eric Jennings,Winter,2017,4.5,4.6,4.4,3.7,3.6,3.9,4.5,3,4.3,43,15
HIS389H1,Matthew Price,Winter,2017,4.8,4.5,4.3,4.5,4.5,4.3,4.9,3.6,4.4,19,13
HIS389H1,Laurie Bertram,Winter,2017,3.9,3.6,4,3.2,3.3,3.7,4.4,3,3.5,29,14
HIS389H1,Milena Methodieva,Winter,2017,4.6,4.9,4.6,4.6,4.5,4.3,4.4,3.8,4.3,18,9
HIS389H1,Ori Yehudai,Winter,2017,4.7,4.8,4.6,4.7,4.7,4.3,4.5,3.5,4.4,39,17
HIS389H1,Sean Mills,Winter,2017,4.3,4.6,4.5,4,3.8,3.9,4.8,3.3,4.3,39,25
HIS389H1,Milena Methodieva,Winter,2017,4.4,4.5,4.4,4.8,4.8,4,4.3,3.3,4.1,31,10
HIS389H1,Jason Dyck,Winter,2017,4.8,4.8,4.4,4.1,4.2,4.4,4.8,3.3,4.2,11,9
HIS389H1,Jason Dyck,Winter,2017,4,4.33,4.17,4.17,4,5,4.33,3.5,4,9,6
HIS401H1,Timothy Sayle,Winter,2017,4.8,4.8,4.8,4.6,4.5,4.6,4.8,3.5,4.7,15,12
HIS401H1,Timothy Sayle,Winter,2017,4.9,4.9,4.9,4.6,4.8,5,5,3.7,4.8,16,12
HIS404H1,Anastasia Jones,Winter,2017,4.6,4.5,4.5,4.5,4.5,4.3,4.8,3.1,4.1,17,8
HIS426H1,Nicholas Everett,Winter,2017,4.4,4.2,4.4,4.6,4.4,4.2,4.6,3.6,3.9,14,9
HIS430H1,Ian Radforth,Winter,2017,4.8,5,4.8,5,4.8,4.8,4.4,3.2,5,13,5
HIS444H1,Ori Yehudai,Winter,2017,4.2,4.2,4,4.3,4.2,3.7,3.8,3.8,3.8,14,6
HIS466H1,Cecilia Morgan,Winter,2017,4.9,4.9,4.9,4.7,4.7,4.5,4.7,3.3,4.4,18,7
HIS481H1,Nakanyike Musisi,Winter,2017,5,4.9,5,4.9,4.9,5,5,3.4,5,14,9
HIS490H1,Lynne Viola,Winter,2017,5,5,5,5,5,5,5,3.7,5,14,6
HIS493H1,Michael Marrus,Winter,2017,4.6,4.9,4.8,4.4,4.4,4.7,4.8,3.6,4.3,13,8
HIS496H1,Lisa Mar,Winter,2017,4.8,4.6,4.8,4.8,4.9,4.7,4.9,4.1,4.3,14,8
HIS496H1,Luis Van Isschot,Winter,2017,4.9,4.9,4.9,4.8,4.8,4.4,4.9,3.8,4.5,16,8
HIS496H1,Alexandra Gerstner,Winter,2017,4.9,5,4.9,4.8,4.9,4.8,4.9,3.5,4.9,11,8
HIS205H1,Allison Graham,Summer,2017,4.4,4.4,4.7,3.9,3.8,4.2,5,3.1,4,31,11
HIS103Y1,Vasilis Dimitriadis,Summer,2017,4.5,4.3,4.7,4,4,4.3,4.7,3.2,4.4,31,14
HIS202H1,Clare Dale,Fall,2016,4.4,4.4,4.4,4.1,4.2,4,4.6,3.1,4.3,153,59
HIS230H1,Melanie Newton,Fall,2016,3.7,4.1,3.8,3.7,3.9,3.3,3.8,3.6,3.4,50,18
HIS241H1,Slawomir Sokolowski,Fall,2016,4.1,4.2,4.1,3.9,3.8,3.9,4.2,3,3.9,151,53
HIS243H1,Elizabeth Ferguson,Fall,2016,4,4.1,4.3,4,3.9,3.9,4.1,3,3.9,114,42
HIS264H1,Laurie Bertram,Fall,2016,4.1,4.3,4.3,3.4,3.3,4,4.3,3,3.9,54,18
HIS271Y1,Elizabeth Bryer,Fall,2016,3.2,3.4,2.5,3.5,3.7,2.6,2.6,3.2,2.8,176,57
HIS291H1,Jason Dyck,Fall,2016,4.2,4.5,4.6,3.9,4.1,4,4.7,3.5,4.1,66,37
HIS304H1,Jens Hanssen,Fall,2016,4,3.9,3.7,3.6,3.5,3.5,4.3,3.3,3.9,45,15
HIS309H1,Elizabeth Ferguson,Fall,2016,4,4.1,4.3,4.1,4,3.9,4.2,3.1,4.1,48,19
HIS311Y1,Robert Bothwell,Fall,2016,3.8,4.1,4.2,3.3,3.1,3.4,4.3,3.1,3.6,105,23
HIS312H1,Ian Radforth,Fall,2016,4.1,4.2,4.1,4.1,4.2,3.9,3.9,3.1,3.8,82,31
HIS314H1,Sean Mills,Fall,2016,4.4,4.6,4.6,4.4,4.2,4.1,4.8,3.2,4.4,35,23
HIS324H1,Jennifer Mori,Fall,2016,3.5,3.8,3.2,3.3,3.4,3,3.3,3.4,3.3,56,24
HIS330H1,John Mersereau,Fall,2016,4,4.1,4,4.4,4.1,3.9,3.6,3.4,3.8,37,10
HIS335H1,Thomas Lahusen,Fall,2016,4.9,4.9,4.6,4.4,4.7,4.5,4.7,2.9,4.7,19,7
HIS338H1,Doris Bergen,Fall,2016,4.8,4.8,4.9,4.2,4.1,4.6,4.9,3.6,4.6,92,40
HIS344H1,Timothy Sayle,Fall,2016,4.1,4.1,4.2,3.7,3.8,3.8,4.2,3.6,3.9,171,70
HIS346H1,Nhung Tran,Fall,2016,3.9,3.8,3.8,3.6,3.8,3.3,4,3.4,4,38,9
HIS347H1,Lori Loeb,Fall,2016,3.9,4.1,4.6,3.9,3.6,3.9,4.6,2.5,4.1,42,20
HIS355H1,Nicholas Everett,Fall,2016,4.1,4.2,3.9,3.9,3.7,3.7,4.2,3.2,3.9,38,13
HIS362H1,Juri Kivimae,Fall,2016,4.9,5,4.9,4.7,4.6,4.7,4.9,2.9,4.7,26,9
HIS368H1,Alexandra Logue,Fall,2016,4.7,4.8,4.8,4.8,4.6,4.6,4.6,3.2,4.7,64,29
HIS373H1,Isabelle Cochelin,Fall,2016,3.8,3.9,3.8,3.9,4,3.6,4.5,3.1,3.9,41,14
HIS377H1,Matthieu Vallieres,Fall,2016,4.3,4.5,4.6,4.3,4.3,4.2,4.7,3.4,4.3,74,30
HIS385H1,Chin Lim,Fall,2016,4.1,4.3,4.1,3.8,3.8,3.9,4.2,3.2,4.1,105,21
HIS387H1,Benjamin Lukas,Fall,2016,3.9,4,3.5,3.3,3.4,3.1,3.8,3.8,3.5,39,20
HIS389H1,Heidi Bohaker,Fall,2016,4.6,5,4.7,4.4,4.7,4.8,4.9,3.1,4.9,10,7
HIS389H1,Ori Yehudai,Fall,2016,4.4,4.3,4.2,4.3,4.5,4.2,4.2,3.4,4.2,20,10
HIS389H1,Ryan Hall,Fall,2016,4.7,4.7,5,4.4,4.4,4.5,4.7,3.3,4.4,11,7
HIS394H1,Nakanyike Musisi,Fall,2016,4.9,4.9,4.9,4.9,4.9,5,4.9,3.1,5,19,8
HIS397H1,Luis Van Isschot,Fall,2016,4.4,4.6,4.7,4.2,4.4,3.8,4.6,3.6,4.2,30,10
HIS404H1,Ronald Pruessen,Fall,2016,4.9,4.9,5,4.8,4.4,4.8,4.8,3.2,4.8,19,10
HIS410H1,Ian Radforth,Fall,2016,4.6,4.6,4.8,4.4,4.4,4.8,5,3.4,4.2,10,5
HIS416H1,Jennifer Jenkins,Fall,2016,5,4.8,5,4.4,5,5,4.8,3.6,4.6,8,5
HIS417H1,Laurie Bertram,Fall,2016,4.3,4.3,4.5,4.7,4.5,4.2,4.7,3.7,4,13,6
HIS423H1,Edward Shorter,Fall,2016,4.8,5,5,4.4,4.6,4.5,4.8,2.8,4.2,18,5
HIS443H1,Elizabeth Ferguson,Fall,2016,4.8,4.8,5,4.9,4.7,4.4,4.6,3.7,4.8,15,9
HIS446H1,Bethan Fisk,Fall,2016,4.8,5,5,4.8,4.8,5,4.8,4.4,4.4,7,5
HIS466H1,Sean Mills,Fall,2016,4.9,4.8,4.7,4.7,4.9,4.7,4.8,3.6,4.8,12,10
HIS470H1,Ritu Birla,Fall,2016,5,5,5,4.7,5,4.8,4.7,3.8,4.8,8,6
HIS489H1,Edward Shorter,Fall,2016,4.6,4.6,4.8,3.9,3.9,4.3,4.8,2.8,4.3,19,8
HIS497H1,Sean Hawkins,Winter,2016,3.6,4.3,3.6,3.4,3.6,3.3,3.7,3.3,2.9,14,7
HIS293H1,Bertie Mandelblatt,Winter,2016,3.9,3.6,4,3.6,3.6,3.5,4.2,3.6,3.8,51,11
HIS271Y1,Erin Black,Winter,2016,4.5,4.7,4.7,4.1,4.3,4.5,4.8,3.2,4.7,216,79
HIS366H1,Alison Norman,Winter,2016,3.8,4,4,4.1,4.2,3.6,4,3,3.9,37,13
HIS377H1,Erin Black,Winter,2016,4.8,4.7,4.7,4.7,4.6,4.5,4.7,3.2,4.6,78,15
HIS333H1,John Stowe,Winter,2016,3.6,4.2,3.8,3.9,3.9,3.6,4,3.2,3.3,39,12
HIS311Y1,Ji Park,Winter,2016,3.4,3.9,2.7,3.6,3.5,2.9,3.1,3.7,2.8,110,31
HIS391Y1,Sean Hawkins,Winter,2016,4.3,4.5,3.9,4.1,4.4,4,4.3,3.5,3.8,31,11
HIS103Y1,Vasilis Dimitriadis,Summer,2016,4.4,4.7,4.6,4.6,4.6,4.4,4.9,2.9,4.6,28,7
HIS205H1,Clare Dale,Summer,2016,4.6,4.5,4.8,4.4,4.4,4.4,4.6,3.1,4.3,26,10
HIS241H1,Gavin Wiens,Summer,2016,4.4,4.5,4.2,4.1,4.5,4.1,4.3,3.1,4.3,39,17
HIS311Y1,Christopher Pennington,Summer,2016,4.2,4.5,4.8,4.3,4.2,4.4,4.9,3.2,4.5,32,13
HIS343Y1,Dennis Molinaro,Summer,2016,4.6,4.8,4.7,4.6,4.5,4.6,4.4,3.5,4.5,42,20
HIS344Y1,Vasilis Dimitriadis,Summer,2016,4.8,4.8,4.7,4.7,4.6,4.7,4.8,3.3,4.7,49,16
HIS205Y1,Nhung Tran,Summer,2015,5,5,5,5,4.8,4.8,4.8,3.4,5,13,5
HIS389H1,Nakanyike Musisi,Summer,2015,5,5,5,4.8,4.8,4.8,5,3,4.8,21,10
HIS389H1,Matthew Price,Summer,2015,3.8,3.8,4,4.2,4,3.8,4,2.8,3.8,16,5
HIS241H1,Vasilis Dimitriadis,Fall,2014,4.4,4.5,4.6,4.1,4.2,4.2,4.7,3.1,4.5,196,92
HIS243H1,Nicholas Terpstra,Fall,2014,4.1,4.3,4.5,3.5,3.5,3.9,4.7,3.2,4.1,119,68
HIS263Y1,Laurie Bertram,Fall,2014,3.9,4.1,4.3,3.8,3.7,3.8,4.2,3.2,4,189,66
HIS291H1,Kenneth Mills,Fall,2014,4.2,4.2,3.9,3.4,3.4,3.3,4.1,3.7,3.5,71,34
HIS300H1,Ben Bradley,Fall,2014,4.6,4.6,4.7,4.6,4.3,4.5,4.7,2.9,4.6,24,14
HIS302H1,Lori Loeb,Fall,2014,4.6,4.7,4.7,4.4,4.4,4.4,4.7,2.8,4.6,44,22
HIS309H1,Elizabeth Ferguson,Fall,2014,4.5,4.5,4.8,4.3,4.4,4.4,4.7,3.2,4.3,38,26
HIS312H1,Ian Radforth,Fall,2014,4.1,4.4,4.4,4.1,4.1,4,4.4,3.2,4.2,111,49
HIS314H1,Sean Mills,Fall,2014,4.4,4.8,4.8,4.4,4.4,4.6,4.7,3,4.5,40,31
HIS322H1,Peter Jones,Fall,2014,4.6,4.5,4.7,4.3,4.3,4.4,4.8,2.9,4.5,31,17
HIS326H1,Yiwen Wang,Fall,2014,3.8,4.2,3.7,3.9,3.8,3.5,3.9,4,3.5,26,13
HIS330H1,Anthony Cantor,Fall,2014,4.4,4.3,4.6,4.2,4.6,4.2,4.6,3.4,4.2,45,19
HIS338H1,Doris Bergen,Fall,2014,4.7,4.8,4.7,4.3,4.1,4.6,4.9,3.6,4.7,83,34
HIS357Y1,Vanessa McCarthy,Fall,2014,3.4,3.6,3.9,3.5,3.6,3.3,4.1,2.9,3.6,43,13
HIS362H1,Juri Kivimae,Fall,2014,4.3,4.6,4.2,4.4,4,4,4.2,3.2,4.2,38,11
HIS368H1,Jennifer Mori,Fall,2014,4,4.1,3.2,3.3,3.5,3.2,3.3,3.7,2.9,39,18
HIS369H1,Alison Norman,Fall,2014,4.4,4.6,4.5,4.4,4.3,4.2,4.6,3.3,4.4,40,27
HIS379H1,Nhung Tran,Fall,2014,2.8,3.1,2.1,2.8,2.6,2.1,2.4,3,1.8,23,9
HIS385H1,Chin Lim,Fall,2014,4,4.6,4.2,4.2,4.1,3.8,4.2,3.1,4.1,102,34
HIS387H1,Helen Dewar,Fall,2014,4.4,4.4,3.8,3.9,3.8,3.7,4.1,3.4,3.6,39,16
HIS389H1,Elizabeth Ferguson,Fall,2014,4.4,4.5,4.8,4.2,4.3,4.4,4.7,3.1,4.3,30,17
HIS389H1,Luis Van Isschot,Fall,2014,4.1,4.1,4.3,4,4,3.8,4.5,3.8,4,29,12
HIS389H1,Laurie Bertram,Fall,2014,4.4,4.6,4.5,4.3,4.3,4.2,4.5,3.1,4.4,41,18
HIS389H1,David Sclar,Fall,2014,4,4,4.4,4,4,4.2,4.6,3.8,4,12,5
HIS401H1,Erin Black,Fall,2014,4.3,4.3,4.3,3.5,3.7,3.3,4.8,4.8,3.8,12,6
HIS423H1,Edward Shorter,Fall,2014,4.3,4.6,4.2,3.6,3.5,3.8,4.1,2.6,3.9,17,11
HIS430H1,Ian Radforth,Fall,2014,4.2,4.4,4.4,4.6,5,4.4,4.6,3.6,4.4,14,5
HIS443H1,Elizabeth Ferguson,Fall,2014,4.6,4.8,4.6,4.6,4.4,4.3,4.6,3.6,4.6,16,11
HIS466H1,Cecilia Morgan,Fall,2014,4.3,4.3,4.6,4.4,4.5,4.4,4.6,3.5,4.6,29,11
HIS477H1,Lori Loeb,Fall,2014,4.4,4.4,4.4,4.3,4.3,4.6,4.9,3,4.9,15,7
HIS488H1,Denis Smyth,Fall,2014,4.5,4.6,4.4,4.3,4.2,4.2,4.8,3.4,4.6,16,10
HIS489H1,Edward Shorter,Fall,2014,4.1,4,3.7,3.6,3.9,3.6,4.3,2.4,3.7,19,7
HIS496H1,Sean Mills,Fall,2014,4.7,4.7,4.9,4.9,4.6,4.7,5,3.7,5,10,7
HIS496H1,Derek Penslar,Fall,2014,4.7,4.4,4.8,4.4,4.6,4.3,4.6,3.9,4.3,11,9
HIS451H1,Piotr Wrobel,Fall,2018,4,4.7,4,3.8,3.8,3.8,4.8,3.8,4,12,6
HIS389H1,Ori Yehudai,Fall,2018,4.4,4.6,3.7,4.6,4.4,4.2,4,3.1,4.2,38,14
HIS444H1,Ori Yehudai,Fall,2018,4.5,4.6,4.8,4.9,4.9,4.6,5,2.9,4.4,15,8
HIS389H1,Shauna-Kay Sweeney,Fall,2018,4.5,4.6,4.5,4.4,4.5,4.4,4.6,3.4,4.8,18,8
HIS397H1,Luis Van Isschot,Fall,2018,4.7,4.8,4.9,4.7,4.6,4.7,4.9,3.4,4.6,29,12
HIS291H1,Tamara Walker,Fall,2018,3.9,4.2,4,4,4,3.7,3.9,3.3,3.7,64,27
HIS328H1,Yiwen Wang,Fall,2018,3.9,3.8,3.7,3.6,3.4,3.6,4.1,3.4,3.8,32,10
HIS230H1,Melanie Newton,Fall,2018,4.1,4.3,3.9,3.7,3.7,3.7,4.2,4,3.4,39,18
HIS389H1,Michelle Murphy,Fall,2018,4.8,4.7,4.8,4.5,4.3,4.5,4.7,4,4.3,8,6
HIS404H1,Ronald Pruessen,Fall,2018,4.4,4.6,4.8,4.6,4.7,4.5,4.8,3.2,4.4,16,10
HIS376H1,Ronald Pruessen,Fall,2018,3.9,4.1,4.7,4.3,4.3,4,4.4,3,4,34,12
HIS103Y1,Timothy Sayle,Fall,2018,4.2,4.4,4.2,3.8,3.7,3.8,4,3.3,3.9,280,96
HIS489H1,Edward Shorter,Fall,2018,4.3,4.2,4.1,3.8,3.5,3.9,4.4,3.1,3.7,16,9
HIS423H1,Edward Shorter,Fall,2018,4.4,4.6,4.3,3.8,3.7,3.9,4.5,2.9,4,18,11
HIS364H1,Robert Austin,Winter,2019,4.5,4.3,4.4,4.1,4.3,4.4,4.4,2.9,4.3,41,10
HIS109Y1,Kenneth Bartlett,Winter,2019,4.09,4.3,4,3.5,3.4,3.6,4.4,3.6,3.8,166,67
HIS361H1,Doris Bergen,Winter,2019,4.53,4.7,4.7,4.1,4.1,4.5,4.8,3.7,4.5,56,17
HIS358H1,Laurie Bertram,Winter,2019,4.29,4.4,4.5,4,4,4.1,4.7,2.9,4.3,26,14
HIS417Y1,Laurie Bertram,Winter,2019,5,5,5,4.8,4.6,4.6,5,3.4,5,10,5
HIS311Y1,Robert Bothwell,Winter,2019,4.27,4.5,4.5,4.1,4.2,4,4.5,3.4,4.1,90,30
HIS465Y1,Carol Chin,Winter,2019,5,4.7,4.8,4.7,4.7,4.5,4.8,3.5,4.7,10,6
HIS373H1,Isabelle Cochelin,Winter,2019,3.6,3.4,3.4,3.7,3.7,3.1,3.7,3,3.5,30,10
HIS282Y1,Prasanta Dhar,Winter,2019,4.04,4.2,3.6,4.1,4.2,3.6,3.4,3.7,3.6,37,27
HIS103Y1,Vasilis Dimitriadis,Winter,2019,4.34,4.3,4.5,3.9,3.9,3.9,4.6,3.5,4,250,73
HIS103Y1,Vasilis Dimitriadis,Winter,2019,4.38,4.2,4.7,3.9,4.2,4.2,4.5,3.5,4.3,62,15
HIS231H1,Monica Espaillat Lizardo,Winter,2019,4.47,4.5,4.7,4.3,4.3,4.4,5,3.6,4.5,38,15
HIS473H1,Cindy Ewing,Winter,2019,5,4.6,4.6,4.4,4.6,4.4,4.8,3.6,4.4,8,5
HIS205H1,Allison Graham,Winter,2019,4.25,4.4,4.4,4,4,3.9,4.7,3,4.2,133,41
HIS304H1,Jens Hanssen,Winter,2019,4,4.4,4,4.1,4,3.7,4.3,2.7,4.1,36,14
HIS388H1,Dustin Harris,Winter,2019,4.35,4.6,4.5,3.9,4,4.2,4.5,3.1,4.2,44,20
HIS295Y1,Sean Hawkins,Winter,2019,3.56,3,3.1,3,3.4,2.8,3.7,2.8,2.8,31,18
HIS317H1,Jennifer Jenkins,Winter,2019,4.74,4.8,4.7,4.6,4.6,4.5,4.6,3.7,4.5,38,19
HIS496H1,Jennifer Jenkins,Winter,2019,4.67,4.7,4.3,4.7,4.7,4.5,4.5,3.8,4.5,7,6
HIS222H1,William Johnson,Winter,2019,4.43,4.5,4.3,4.3,4.4,4.2,4.7,3.3,4.4,62,28
HIS401Y1,Robert Johnson,Winter,2019,4.4,4.6,4.4,4,4.4,4.4,4.6,3.6,4.6,14,5
HIS389H1,Andres Kasekamp,Winter,2019,4.5,4.8,4.7,4,4.4,4.2,4.3,3.5,4.3,29,13
HIS316H1,Thomas Lahusen,Winter,2019,4,4.3,4.2,3.7,4,3.8,4.2,3.1,4,33,10
HIS349H1,Lori Loeb,Winter,2019,4.53,4.6,4.7,4.2,4.2,4.5,4.8,2.7,4.6,94,41
HIS351Y1,Vojin Majstorovic,Winter,2019,4.55,4.6,4,4.2,4.3,3.9,3.9,3.6,3.9,39,22
HIS101Y1,Mark Meyerson,Winter,2019,4.26,4.4,4.4,3.9,4,4,4.4,3.3,4.1,158,44
HIS314H1,Sean Mills,Winter,2019,4.18,4.2,4.1,3.9,3.9,4.1,4.4,3.2,3.9,39,17
HIS466H1,Cecilia Morgan,Winter,2019,4.8,4.8,4.8,5,4.8,4.8,5,3,4.8,18,5
HIS264H1,Steven Penfold,Winter,2019,4.29,4.5,4.8,4,4,4.2,4.8,2.6,4.3,106,34
HIS393H1,Matthew Price,Winter,2019,4.46,4,4.2,4.3,4.4,4,4.4,3.7,3.8,23,13
HIS389H1,Matthew Price,Winter,2019,5,4.7,4.2,4.8,4.8,4.5,4.7,3.7,4.5,13,6
HIS220Y1,Kirsten Schut,Winter,2019,3.64,4.1,3.7,3.9,3.8,3.6,3.9,3.4,3.5,61,34
HIS325H1,Alison Smith,Winter,2019,4.64,4.6,4.7,4.2,4.6,4.6,5,3.5,4.5,35,14
HIS102Y1,Joseph Sproule,Winter,2019,3.99,4.2,4.2,3.8,3.9,3.9,4.2,3.3,3.8,193,74
HIS496H1,Shauna-Kay Sweeney,Winter,2019,4.86,4.9,4.9,4.6,4.6,4.9,4.9,3,4.6,12,7
HIS377H1,Matthieu Vallieres,Winter,2019,4.38,4.4,4.7,4.6,4.3,4.3,4.8,3.4,4.4,35,14
HIS343H1,Matthieu Vallieres,Winter,2019,3.72,3.9,3.9,3.5,3.5,3.4,4.2,3.3,3.5,215,102
HIS101Y1,Luis Van Isschot,Winter,2019,4.26,4.4,4.4,3.9,4,4,4.4,3.3,4.1,158,44
HIS292H1,Luis Van Isschot,Winter,2019,4.33,4.5,4.6,4.3,4.4,4.3,4.5,3.5,4.2,62,19
HIS496H1,Luis Van Isschot,Winter,2019,4.67,4.7,4.8,4.2,4.2,4.8,4.8,4,4.5,14,6
HIS436H1,Lynne Viola,Winter,2019,4.86,4.7,4.9,4.9,4.6,5,5,3.9,4.6,15,7
HIS389H1,Tamara Walker,Winter,2019,4.83,4.8,4.9,4.6,4.9,4.8,4.9,2.8,4.8,13,12
HIS242H1,Piotr Wrobel,Winter,2019,3.98,4,3.9,3.7,3.8,3.6,4.1,3.5,3.7,170,62
HIS251Y1,Piotr Wrobel,Winter,2019,4.43,4.6,4.3,4.3,4.4,4.7,4.9,3.3,4.7,23,7
HIS339H1,Ori Yehudai,Winter,2019,3.25,4,3.1,2.8,2.9,2.6,2.8,3,2.4,34,8
HIS208Y1,Ori Yehudai,Winter,2019,4.33,4.5,3.9,4,4.3,4.1,3.9,3.1,4.1,35,16
JHA384H1,Sinhyeok Jung,Summer,2019,3.9,4.1,3.5,4.1,4.0,3.7,3.6,3.8,3.6,23,11
HIS103Y1,Vasilis Dimitriadis,Summer,2019,4.2,4.4,4.8,4.6,4.2,4.4,4.7,3.1,4.0,28,9
HIS385H1,Chin Lim,Summer,2019,4.5,4.8,4.8,4.7,4.5,4.7,4.8,3.5,4.6,52,10
HIS264H1,Jesse Munroe,Summer,2019,4.7,4.8,4.8,4.3,4.4,4.7,4.7,3.4,4.7,28,13
HIS242H1,Steven McClellan,Summer,2019,4.2,4.3,4.5,3.9,4.1,4.1,4.7,3.2,3.9,49,18
HIS389H1,Anna Shternshis,Summer,2019,5.0,5.0,4.6,5.0,4.8,5.0,5.0,3.0,4.4,23,5
HIS389H1,Doris Bergen,Summer,2019,5.0,5.0,5.0,5.0,4.8,5.0,5.0,3.0,4.4,23,5
HIS102Y1,Adam Ali,Fall,2018,3.9,4,4.1,3.4,3.5,3.7,4.3,3.2,3.8,198,117
HIS244H1,Slawomir Sokolowski,Summer,2019,4.3,4.5,4.5,3.9,4.0,4.2,4.5,3.1,4.1,48,16
HIS344H1,Connor Sebestyen,Summer,2019,4.3,4.4,4.1,4.1,4.1,3.9,4.2,3.1,4.2,47,22
HIS311Y1,Christopher Pennington,Summer,2019,3.8,4.0,4.1,3.8,4.0,3.8,4.3,3.3,3.7,47,14
JHA384H1,Michael Roellinghoff,Summer,2019,3.9,4.1,3.7,4.1,4.0,3.7,4.2,3.8,3.6,23,11
HIS357Y0,Nicholas Terpstra,Summer,2019,4.4,4.3,4.5,3.9,3.9,4.1,4.6,3.1,3.9,17,8
HIS389Y0,Eric Jennings,Summer,2019,4.0,4.1,4.7,4.4,4.7,4.3,4.7,2.3,4.6,12,7
HIS282Y1,Ritu Birla,Fall,2018,4.4,4.6,4.2,4.3,4.2,4.3,4.4,3.7,4.3,42,13
HIS338H1,Doris Bergen,Fall,2018,4.8,4.9,4.7,4.2,3.9,4.3,4.9,3.6,4.3,79,22
HIS318H1,Laurie Bertram,Fall,2018,4.3,4.3,4.3,4.1,4.3,4.1,4.6,3.4,4.1,25,15
HIS262H1,Heidi Bohaker,Fall,2018,4,4.2,4.4,4,4.2,4,4.4,3.1,4.3,67,27
HIS322H1,Sandy Carpenter,Fall,2018,4.3,4.5,4.4,4.5,4.4,3.9,4.6,3.6,4.1,37,15
HIS342H1,Sean Hawkins,Fall,2018,3.8,3.8,3.5,3.8,3.6,3.4,4.2,4.1,3.3,31,12
JHA384H1,Takashi Fujitani,Fall,2018,4.3,4.4,4.2,4.1,3.9,3.9,4.1,3.5,3.9,52,19
HIS344H1,Vasilis Dimitriadis,Fall,2018,4.5,4.6,4.5,4.2,4.3,4.3,4.6,3.3,4.3,178,53
HIS324H1,Clare Dale,Fall,2018,4.4,4.3,4.3,3.7,3.9,4.2,4.5,3.1,4.3,59,20
HIS243H1,Clare Dale,Fall,2018,3.9,4,4.4,3.9,3.6,3.7,4.4,3.2,3.9,104,30
HIS321H1,Nicholas Everett,Fall,2018,3.9,4,4.1,3.9,3.8,3.9,4.5,3,3.7,38,16
