dept,course,instructor,abbrev_instructor
ABS,ABS240Y1,Melanie Jeffrey,"Jeffrey, M."
ABS,ABS201Y1,Jill Carter,"Carter, J."
ABS,ABS230H1,Alana Johns,"Johns, A."
ABS,ABS250H1,Melanie Jeffrey,"Jeffrey, M."
ABS,ABS261H1,Brenda Wastasecoot,"Wastasecoot, B."
JFP,JFP450H1,David Burman,"Burman, D."
INS,INS322H1,Cheryl Suzack,"Suzack, C."
INS,INS323Y1,Ryan DeCaire,"DeCaire, R."
INS,INS220Y1,Ryan DeCaire,"DeCaire, R."
INS,INS201Y1,Safia Gahayr,"Gahayr, S."
INS,INS460H1,Susan Hill,"Hill, S."
INS,INS240Y1,Melanie Jeffrey,"Jeffrey, M."
INS,INS350H1,Melanie Jeffrey,"Jeffrey, M."
INS,INS331H1,Amos Key,"Key, A."
INS,INS360Y1,Amos Key,"Key, A."
INS,INS300Y1,Lee Maracle,"Maracle, L."
INS,INS201Y1,Verne Ross,"Ross, V."
INS,INS352H1,Brenda Wastasecoot,"Wastasecoot, B."
INS,INS205H1,Brenda Wastasecoot,"Wastasecoot, B."
INS,INS201Y1,Safia Gahayr,"Gahayr, S."
INS,INS302H1,Lee Maracle,"Maracle, L."
JFP,JFP450H1,David Burman,"Burman, D."
INS,INS390H1,Gillian Austin,"Austin, G."
INS,INS201Y1,Verne Ross,"Ross, V."
INS,INS200H1,Amos Key,"Key, A."
INS,INS250H1,Ryan DeCaire,"DeCaire, R."
BIG,BIG101Y1,Benjamin Akrigg,"Akrigg, B."
BIG,BIG101Y1,Yanqin Wu,"Wu, Y."
BIG,BIG101Y1,Adonis Yatchew,"Yatchew, A."
BIG,BIG102Y1,Miriam Diamond,"Diamond, M."
BIG,BIG102Y1,Stephen Easterbrook,"Easterbrook, S."
BIG,BIG102Y1,Pamela Klassen,"Klassen, P."
CAS,CAS200Y1,Linlin Wang,"Wang, L."
CAS,CAS320H1,Yiching Wu,"Wu, Y."
CAS,CAS350H1,Dylan Clark,"Clark, D."
CAS,CAS400Y1,Dylan Clark,"Clark, D."
CAS,CAS200Y1,Dylan Clark,"Clark, D."
CAS,CAS320H1,Yiching Wu,"Wu, Y."
CAS,CAS310H1,Takashi Fujitani,"Fujitani, T."
CAS,CAS370H1,Serene Tan,"Tan, S."
CAS,CAS490H1,Victor Falkenheim,"Falkenheim, V."
CAS,CAS200Y1,Ritu Birla,"Birla, R."
CAS,CAS200Y1,Linlin Wang,"Wang, L."
CAS,CAS200Y1,Joseph Wong,"Wong, J."
CAS,CAS350H1,Dylan Clark,"Clark, D."
CAS,CAS400Y1,Dylan Clark,"Clark, D."
CAS,CAS310H1,Takashi Fujitani,"Fujitani, T."
CAS,CAS320H1,Yiching Wu,"Wu, Y."
CAS,CAS360H1,Dylan Clark,"Clark, D."
CAS,CAS490H1,Victor Falkenheim,"Falkenheim, V."
CAS,CAS202H1,Dylan Clark,"Clark, D."
CAS,CAS320H1,Aparna Sundar,"Sundar, A."
CAS,CAS360H1,Dylan Clark,"Clark, D."
CAS,CAS370H1,Bharat Punjabi,"Punjabi, B."
CAS,CAS201H1,Dylan Clark,"Clark, D."
CAS,CAS350H1,Dylan Clark,"Clark, D."
CAS,CAS400H1,Dylan Clark,"Clark, D."
CAS,CAS310H1,Takashi Fujitani,"Fujitani, T."
CAS,CAS390H1,Aparna Sundar,"Sundar, A."
CAS,CAS430H1,Yiching Wu,"Wu, Y."
CAS,CAS202H1,Prasad Khanolkar,"Khanolkar, P."
CAS,CAS320H1,Prasad Khanolkar,"Khanolkar, P."
CAS,CAS350H1,Dylan Clark,"Clark, D."
CAS,CAS390H1,Aparna Sundar,"Sundar, A."
CAS,CAS450H1,Lynette Ong,"Ong, L."
CAS,CAS350H1,Dylan Clark,"Clark, D."
CAS,CAS400Y1,Emily Hertzman,"Hertzman, E."
CAS,CAS310H1,Tina Virmani,"Virmani, T."
CAS,CAS370H1,Bharat Punjabi,"Punjabi, B."
CAS,CAS400H1,Tong Lam,"Lam, T."
CAS,CAS310H1,Takashi Fujitani,"Fujitani, T."
CAS,CAS360H1,Dylan Clark,"Clark, D."
CAS,CAS490H1,Victor Falkenheim,"Falkenheim, V."
CAS,CAS430H1,Yiching Wu,"Wu, Y."
CAS,CAS400H1,Rachel Silvey,"Silvey, R."
CAS,CAS350H1,Dylan Clark,"Clark, D."
CAS,CAS200H1,Dylan Clark,"Clark, D."
CAS,CAS201H1,Francis Cody,"Cody, F."
CAS,CAS400H1,Emily Hertzman,"Hertzman, E."
CAS,CAS310H1,Takashi Fujitani,"Fujitani, T."
CAS,CAS360H1,Dylan Clark,"Clark, D."
CAS,CAS202H1,Dylan Clark,"Clark, D."
CAS,CAS450H1,Lynette Ong,"Ong, L."
CAS,CAS370H1,Bharat Punjabi,"Punjabi, B."
CAS,CAS320H1,Aparna Sundar,"Sundar, A."
SII,SII199H1,Ronald Baecker,"Baecker, R."
CCR,CCR199H1,Deirdre Baker,"Baker, D."
TBB,TBB199H1,Edward Banning,"Banning, E."
LTE,LTE199H1,Thomas Berleth,"Berleth, T."
LTE,LTE199H1,Thomas Berleth,"Berleth, T."
CCR,CCR199H1,Ioana Bolintineanu,"Bolintineanu, I."
CCR,CCR199H1,Erol Boran,"Boran, E."
LTE,LTE199H1,Ashley Bruce,"Bruce, A."
TBB,TBB199H1,J Chambers,"Chambers, J."
CCR,CCR199H1,Mark Cheetham,"Cheetham, M."
PMU,PMU199H1,Paul Corey,"Corey, P."
PMU,PMU199H1,Al-Amin Dhirani,"Dhirani, A."
PMU,PMU199H1,Steven Engels,"Engels, S."
CCR,CCR199H1,Francesco Gagliardi,"Gagliardi, F."
TBB,TBB199H1,Francesco Gagliardi,"Gagliardi, F."
CCR,CCR199H1,Frances Garrett,"Garrett, F."
SII,SII199H1,Jason Hackworth,"Hackworth, J."
TBB,TBB199H1,Andrew Franklin-Hall,"Franklin-Hall, A."
CCR,CCR199H1,Kate Holland,"Holland, K."
SII,SII199H1,Ivan Kalmar,"Kalmar, I."
TBB,TBB199H1,Alexei Kochetov,"Kochetov, A."
SII,SII199H1,Bonnie McElhinny,"McElhinny, B."
LTE,LTE199H1,Deborah McLennan,"McLennan, D."
CCR,CCR199H1,Theresa Moritz,"Moritz, T."
CCR,CCR199H1,Siobhan O'Flynn,"O'Flynn, S."
CCR,CCR199H1,Jennifer Purtle,"Purtle, J."
CCR,CCR199H1,Rivanne Sandler,"Sandler, R."
PMU,PMU199H1,Tasca Santimano,"Santimano, T."
SII,SII199H1,Rachel Silvey,"Silvey, R."
CCR,CCR199H1,Tatiana Smolyarova,"Smolyarova, T."
SII,SII199H1,Thomas Socknat,"Socknat, T."
PMU,PMU199H1,Nadine Sutcliffe,"Sutcliffe, N."
CCR,CCR199H1,Marie-Anne Visoi,"Visoi, M."
PMU,PMU199H1,Howard Yee,"Yee, H."
CCR,CCR199H1,Andrew Lesk,"Lesk, A."
CCR,CCR199H1,Janet Paterson,"Paterson, J."
CCR,CCR199H1,Yurou Zhong,"Zhong, Y."
CCR,CCR199H1,Robert McGill,"McGill, R."
CCR,CCR199H1,Hang-Sun Kim,"Kim, H."
CCR,CCR199H1,Francesco Guardiani,"Guardiani, F."
CCR,CCR199H1,Luca Somigli,"Somigli, L."
CCR,CCR199H1,Paul-Alain Beaulieu,"Beaulieu, P."
CCR,CCR199H1,Rivanne Sandler,"Sandler, R."
CCR,CCR199Y1,Jonathan Herold,"Herold, J."
CCR,CCR199Y1,Andrea Most,"Most, A."
CCR,CCR199Y1,Barbara Rose,"Rose, B."
CCR,CCR199Y1,David Clandfield,"Clandfield, D."
LTE,LTE199H1,Mart Gross,"Gross, M."
LTE,LTE199H1,Marla Sokolowski,"Sokolowski, M."
LTE,LTE199H1,Suzanne Groppe,"Groppe, S."
LTE,LTE199H1,Margaret Mack,"Mack, M."
LTE,LTE199H1,Mart Gross,"Gross, M."
LTE,LTE199H1,John Coleman,"Coleman, J."
PMU,PMU199H1,Hilding Neilson,"Neilson, H."
PMU,PMU199H1,Andrew Miall,"Miall, A."
PMU,PMU199H1,Ulrich Wortmann,"Wortmann, U."
PMU,PMU199H1,Bernardo Brando Albino Galvao de Sousa,"Brando Albino Galvao de Sousa, B."
PMU,PMU199H1,Amanda Peet,"Peet, A."
PMU,PMU199H1,Jik Chin,"Chin, J."
PMU,PMU199Y1,Sven Dickinson,"Dickinson, S."
PMU,PMU199Y1,Pekka Sinervo,"Sinervo, P."
SII,SII199H1,Eric Jennings,"Jennings, E."
SII,SII199H1,Leslie Boehm,"Boehm, L."
SII,SII199H1,Hy Luong,"Luong, H."
SII,SII199H1,Rachel Barney,"Barney, R."
SII,SII199H1,Karen Ing,"Ing, K."
SII,SII199H1,Neera Singh,"Singh, N."
SII,SII199H1,Nicholas Everett,"Everett, N."
SII,SII199H1,William Magee,"Magee, W."
SII,SII199H1,Ivan Kalmar,"Kalmar, I."
SII,SII199H1,Rafael Gomez,"Gomez, R."
SII,SII199Y1,Vasilis Dimitriadis,"Dimitriadis, V."
SII,SII199Y1,Theresa Enright,"Enright, T."
SII,SII199Y1,Joseph Carens,"Carens, J."
SII,SII199Y1,William Michelson,"Michelson, W."
TBB,TBB199H1,Cecilia Kutas,"Kutas, C."
TBB,TBB199H1,Erik Gunderson,"Gunderson, E."
TBB,TBB199H1,Michela Ippolito,"Ippolito, M."
TBB,TBB199H1,J Chambers,"Chambers, J."
TBB,TBB199H1,Charles Helwig,"Helwig, C."
TBB,TBB199H1,Laura Bugg,"Bugg, L."
TBB,TBB199Y1,Gary Walters,"Walters, G."
XBC,XBC199Y1,Victor Falkenheim,"Falkenheim, V."
XBC,XBC199Y1,Victor Falkenheim,"Falkenheim, V."
CCR,CCR199H1,Andrew Lesk,"Lesk, A."
CCR,CCR199H1,Janet Paterson,"Paterson, J."
CCR,CCR199H1,Nick Mount,"Mount, N."
CCR,CCR199H1,SeungJung Kim,"Kim, S."
CCR,CCR199H1,Marie-Anne Visoi,"Visoi, M."
CCR,CCR199H1,Hang-Sun Kim,"Kim, H."
CCR,CCR199H1,Rivanne Sandler,"Sandler, R."
CCR,CCR199H1,Ronald Leprohon,"Leprohon, R."
CCR,CCR199H1,Brock MacDonald,"MacDonald, B."
CCR,CCR199H1,Ioana Bolintineanu,"Bolintineanu, I."
CCR,CCR199Y1,Jonathan Herold,"Herold, J."
CCR,CCR199Y1,Andrea Most,"Most, A."
CCR,CCR199Y1,John Zilcosky,"Zilcosky, J."
CCR,CCR199Y1,Luca Somigli,"Somigli, L."
CCR,CCR199Y1,Barbara Rose,"Rose, B."
CCR,CCR199Y1,David Clandfield,"Clandfield, D."
LTE,LTE199H1,Mart Gross,"Gross, M."
LTE,LTE199H1,Mart Gross,"Gross, M."
LTE,LTE199H1,Taryn Grieder,"Grieder, T."
LTE,LTE199H1,Suzanne Groppe,"Groppe, S."
LTE,LTE199H1,Mounir AbouHaidar,"AbouHaidar, M."
LTE,LTE199H1,Ashley Bruce,"Bruce, A."
LTE,LTE199H1,Melody Neumann,"Neumann, M."
LTE,LTE199Y1,James Eckenwalder,"Eckenwalder, J."
CCR,CCR199H1,Siobhan O'Flynn,"O'Flynn, S."
CCR,CCR199H1,Marcel Danesi,"Danesi, M."
CCR,CCR199H1,Peter Bing,"Bing, P."
CCR,CCR199H1,Regina Hoeschele,"Hoeschele, R."
CCR,CCR199H1,Kevin Wilkinson,"Wilkinson, K."
CCR,CCR199H1,Johanna Liu,"Liu, J."
CCR,CCR199H1,David Townsend,"Townsend, D."
CCR,CCR199H1,Mark Cheetham,"Cheetham, M."
CCR,CCR199H1,Christina Katsougiannopoulou,"Katsougiannopoulou, C."
CCR,CCR199H1,Erol Boran,"Boran, E."
CCR,CCR199H1,Francesco Gagliardi,"Gagliardi, F."
LTE,LTE199H1,Deborah McLennan,"McLennan, D."
LTE,LTE199H1,Ashley Bruce,"Bruce, A."
PMU,PMU199H1,Renee Hlozek,"Hlozek, R."
PMU,PMU199H1,Howard Yee,"Yee, H."
PMU,PMU199H1,Azadeh Farzan,"Farzan, A."
SII,SII199H1,Bonnie McElhinny,"McElhinny, B."
SII,SII199H1,Jason Hackworth,"Hackworth, J."
SII,SII199H1,Rachel Silvey,"Silvey, R."
SII,SII199H1,Susan Ruddick,"Ruddick, S."
SII,SII199H1,Ronald Pruessen,"Pruessen, R."
SII,SII199H1,Judith Taylor,"Taylor, J."
SII,SII199H1,Ivan Kalmar,"Kalmar, I."
SII,SII199Y1,Theresa Enright,"Enright, T."
TBB,TBB199H1,Jeffrey Steele,"Steele, J."
TBB,TBB199H1,Sali Tagliamonte,"Tagliamonte, S."
TBB,TBB199H1,Diane Massam,"Massam, D."
TBB,TBB199H1,Mark Kingwell,"Kingwell, M."
TBB,TBB199H1,Francesco Gagliardi,"Gagliardi, F."
XBC,XBC199Y1,Ulrich Wortmann,"Wortmann, U."
CCR,CCR199H1,Andrew Lesk,"Lesk, A."
CCR,CCR199H1,Janet Paterson,"Paterson, J."
CCR,CCR199H1,Atsuko Sakaki,"Sakaki, A."
CCR,CCR199H1,SeungJung Kim,"Kim, S."
CCR,CCR199H1,Christy Anderson,"Anderson, C."
CCR,CCR199H1,Christine Lehleiter,"Lehleiter, C."
CCR,CCR199H1,Rivanne Sandler,"Sandler, R."
CCR,CCR199H1,Theresa Moritz,"Moritz, T."
TBB,TBB199H1,Jesse Billett,"Billett, J."
TBB,TBB199H1,Cecilia Chisu,"Chisu, C."
TBB,TBB199H1,Rachel Barney,"Barney, R."
TBB,TBB199H1,Naomi Nagy,"Nagy, N."
TBB,TBB199H1,Charles Helwig,"Helwig, C."
TBB,TBB199H1,Kate Holland,"Holland, K."
SII,SII199H1,Andrea Williams,"Williams, A."
SII,SII199H1,Leslie Boehm,"Boehm, L."
SII,SII199H1,Sarah Wakefield,"Wakefield, S."
SII,SII199H1,Ivan Kalmar,"Kalmar, I."
SII,SII199H1,Rafael Gomez,"Gomez, R."
LTE,LTE199H1,Marla Sokolowski,"Sokolowski, M."
LTE,LTE199H1,Mart Gross,"Gross, M."
LTE,LTE199H1,Mart Gross,"Gross, M."
LTE,LTE199H1,Becky Raboy,"Raboy, B."
LTE,LTE199H1,Suzanne Groppe,"Groppe, S."
PMU,PMU199H1,Michael Reid,"Reid, M."
PMU,PMU199H1,Roberto Abraham,"Abraham, R."
PMU,PMU199H1,Amanda Peet,"Peet, A."
PMU,PMU199H1,Roberto Abraham,"Abraham, R."
PMU,PMU199H1,Hilding Neilson,"Neilson, H."
PMU,PMU199H1,Al-Amin Dhirani,"Dhirani, A."
PMU,PMU199H1,Azadeh Farzan,"Farzan, A."
PMU,PMU199H1,Robert McCann,"McCann, R."
PMU,PMU199H1,Bernardo Brando Albino Galvao de Sousa,"Brando Albino Galvao de Sousa, B."
PMU,PMU199H1,Amanda Peet,"Peet, A."
PMU,PMU199H1,Jik Chin,"Chin, J."
PMU,PMU199Y1,Sven Dickinson,"Dickinson, S."
PMU,PMU199Y1,John Sipe,"Sipe, J."
SII,SII199H1,Leslie Boehm,"Boehm, L."
SII,SII199H1,Valentina Napolitano,"Napolitano, V."
SII,SII199H1,Karen Ing,"Ing, K."
SII,SII199H1,Neera Singh,"Singh, N."
SII,SII199H1,Doris Bergen,"Bergen, D."
SII,SII199H1,Lorne Tepperman,"Tepperman, L."
SII,SII199H1,Ivan Kalmar,"Kalmar, I."
SII,SII199H1,Rafael Gomez,"Gomez, R."
SII,SII199Y1,Paul Cohen,"Cohen, P."
SII,SII199Y1,William Michelson,"Michelson, W."
TBB,TBB199H1,Gillian Gillison,"Gillison, G."
TBB,TBB199H1,Cecilia Kutas,"Kutas, C."
TBB,TBB199H1,Daphna Heller,"Heller, D."
TBB,TBB199H1,Elaine Gold,"Gold, E."
TBB,TBB199H1,Alexander Koo,"Koo, A."
TBB,TBB199H1,Charles Helwig,"Helwig, C."
TBB,TBB199H1,Dragana Obradovic,"Obradovic, D."
TBB,TBB199H1,Joseph Schallert,"Schallert, J."
TBB,TBB199Y1,Gerald Penn,"Penn, G."
TBB,TBB199Y1,Gary Walters,"Walters, G."
TBB,TBB199Y1,C. McIntire,"McIntire, C."
TBB,TBB199Y1,Eva-Lynn Jagoe,"Jagoe, E."
XBC,XBC199Y1,Andrew Miall,"Miall, A."
XBC,XBC199Y1,Sarah Finkelstein,"Finkelstein, S."
XBC,XBC199Y1,Grant Henderson,"Henderson, G."
XBC,XBC199Y1,Victor Falkenheim,"Falkenheim, V."
CCR,CCR199H1,Andrew Lesk,"Lesk, A."
CCR,CCR199H1,John McClelland,"McClelland, J."
CCR,CCR199H1,Marcel Danesi,"Danesi, M."
CCR,CCR199H1,Rachel Barney,"Barney, R."
CCR,CCR199H1,Hugh Mason,"Mason, H."
CCR,CCR199H1,Janet Poole,"Poole, J."
CCR,CCR199H1,Atsuko Sakaki,"Sakaki, A."
CCR,CCR199H1,Robert McGill,"McGill, R."
CCR,CCR199H1,Christy Anderson,"Anderson, C."
CCR,CCR199H1,Mark Cheetham,"Cheetham, M."
CCR,CCR199H1,Marie-Anne Visoi,"Visoi, M."
CCR,CCR199H1,Theresa Moritz,"Moritz, T."
CCR,CCR199H1,Dragana Obradovic,"Obradovic, D."
LTE,LTE199H1,Deborah McLennan,"McLennan, D."
LTE,LTE199H1,Martin Ralph,"Ralph, M."
LTE,LTE199H1,John Coleman,"Coleman, J."
LTE,LTE199H1,John Coleman,"Coleman, J."
PMU,PMU199H1,Paola Rodriguez Hidalgo,"Rodriguez Hidalgo, P."
PMU,PMU199H1,Stefan Mochnacki,"Mochnacki, S."
PMU,PMU199H1,Paul Brumer,"Brumer, P."
PMU,PMU199H1,Steven Engels,"Engels, S."
PMU,PMU199H1,Karan Singh,"Singh, K."
PMU,PMU199H1,Marco Gualtieri,"Gualtieri, M."
PMU,PMU199H1,Robert Logan,"Logan, R."
PMU,PMU199H1,Robert Logan,"Logan, R."
PMU,PMU199H1,Keith Knight,"Knight, K."
SII,SII199H1,John McClelland,"McClelland, J."
SII,SII199H1,Ivan Kalmar,"Kalmar, I."
SII,SII199H1,Ivan Kalmar,"Kalmar, I."
SII,SII199H1,Daniel Sellen,"Sellen, D."
SII,SII199H1,John Traill,"Traill, J."
SII,SII199H1,Abraham Rotstein,"Rotstein, A."
SII,SII199H1,Abraham Rotstein,"Rotstein, A."
SII,SII199H1,Thomas Socknat,"Socknat, T."
SII,SII199H1,Lynette Ong,"Ong, L."
SII,SII199H1,Michael Donnelly,"Donnelly, M."
TBB,TBB199H1,Jeffrey Steele,"Steele, J."
TBB,TBB199H1,Michela Ippolito,"Ippolito, M."
TBB,TBB199H1,Diane Massam,"Massam, D."
TBB,TBB199H1,Aaron Dinkin,"Dinkin, A."
TBB,TBB199H1,Mark Kingwell,"Kingwell, M."
TBB,TBB199H1,Joseph Schallert,"Schallert, J."
BIG,BIG100Y1,John Hannigan,"Hannigan, J."
BIG,BIG100Y1,Ray Jayawardhana,"Jayawardhana, R."
BIG,BIG100Y1,Jeremy Lopez,"Lopez, J."
BIG,BIG101Y1,Benjamin Akrigg,"Akrigg, B."
BIG,BIG101Y1,Yanqin Wu,"Wu, Y."
BIG,BIG101Y1,Adonis Yatchew,"Yatchew, A."
BIG,BIG102Y1,Miriam Diamond,"Diamond, M."
BIG,BIG102Y1,Stephen Easterbrook,"Easterbrook, S."
BIG,BIG102Y1,Pamela Klassen,"Klassen, P."
CCR,CCR199H1,Andrea Williams,"Williams, A."
CCR,CCR199H1,Thomas Keirstead,"Keirstead, T."
CCR,CCR199H1,Rivanne Sandler,"Sandler, R."
CCR,CCR199H1,Maria Brosius,"Brosius, M."
CCR,CCR199H1,Brock MacDonald,"MacDonald, B."
CCR,CCR199H1,Douglas Creelman,"Creelman, D."
CCR,CCR199H1,Gabriela Ilie,"Ilie, G."
CCR,CCR199H1,Christina Kramer,"Kramer, C."
CCR,CCR199H1,Francesco Gagliardi,"Gagliardi, F."
CCR,CCR199Y1,Luca Somigli,"Somigli, L."
CCR,CCR199Y1,Bruce Ferguson,"Ferguson, B."
CCR,CCR199Y1,Christine Lehleiter,"Lehleiter, C."
CCR,CCR199Y1,Giuliana Katz,"Katz, G."
CCR,CCR199Y1,Bruno Magliocchetti,"Magliocchetti, B."
CCR,CCR199Y1,Barbara Rose,"Rose, B."
CCR,CCR199Y1,Iban Fernandez Pelaez,"Fernandez Pelaez, I."
CCR,CCR199Y1,David Clandfield,"Clandfield, D."
LTE,LTE199H1,Marla Sokolowski,"Sokolowski, M."
LTE,LTE199H1,Becky Raboy,"Raboy, B."
LTE,LTE199H1,Mounir AbouHaidar,"AbouHaidar, M."
LTE,LTE199H1,Ashley Bruce,"Bruce, A."
LTE,LTE199H1,Sergio Peisajovich,"Peisajovich, S."
LTE,LTE199Y1,James Eckenwalder,"Eckenwalder, J."
LTE,LTE199Y1,Terence Carleton,"Carleton, T."
PMU,PMU199H1,Michael Reid,"Reid, M."
PMU,PMU199H1,Harald Pfeiffer,"Pfeiffer, H."
PMU,PMU199H1,Al-Amin Dhirani,"Dhirani, A."
PMU,PMU199H1,Robert McCann,"McCann, R."
PMU,PMU199H1,Jik Chin,"Chin, J."
PMU,PMU199Y1,Stephen Tanny,"Tanny, S."
PMU,PMU199Y1,John Sipe,"Sipe, J."
PMU,PMU199Y1,Virgil Craiu,"Craiu, V."
SII,SII199H1,Michael Chazan,"Chazan, M."
SII,SII199H1,Rachel Silvey,"Silvey, R."
SII,SII199H1,Deborah McGregor,"McGregor, D."
SII,SII199H1,Matthew Farish,"Farish, M."
SII,SII199H1,Stephanie Moreau,"Moreau, S."
SII,SII199Y1,David Cook,"Cook, D."
SII,SII199Y1,Eric Jennings,"Jennings, E."
SII,SII199Y1,Kieran Furlong,"Furlong, K."
SII,SII199Y1,William Michelson,"Michelson, W."
TBB,TBB199H1,Ronald De Sousa,"De Sousa, R."
TBB,TBB199H1,Gillian Gillison,"Gillison, G."
TBB,TBB199H1,Cecilia Chisu,"Chisu, C."
TBB,TBB199H1,Naomi Nagy,"Nagy, N."
TBB,TBB199H1,Margaret Morrison,"Morrison, M."
TBB,TBB199H1,Colin Howson,"Howson, C."
TBB,TBB199H1,Theresa Moritz,"Moritz, T."
TBB,TBB199Y1,Irving Zeitlin,"Zeitlin, I."
TBB,TBB199Y1,Gary Walters,"Walters, G."
TBB,TBB199Y1,Harry Fox,"Fox, H."
TBB,TBB199Y1,Frances Garrett,"Garrett, F."
TBB,TBB199Y1,Irving Zeitlin,"Zeitlin, I."
XBC,XBC199Y1,Marsela Braunstein,"Braunstein, M."
XBC,XBC199Y1,Paul Reale,"Reale, P."
XBC,XBC199Y1,Victor Falkenheim,"Falkenheim, V."
XBC,XBC199Y1,Rebecca Ghent,"Ghent, R."
XBC,XBC199Y1,Ulrich Wortmann,"Wortmann, U."
XBC,XBC199Y1,Grant Henderson,"Henderson, G."
XBC,XBC199Y1,Edward Spooner,"Spooner, E."
XBC,XBC199Y1,Nhung Tran,"Tran, N."
XBC,XBC199Y1,Kenneth Mills,"Mills, K."
XBC,XBC199Y1,Brock MacDonald,"MacDonald, B."
XBC,XBC199Y1,Theresa Moritz,"Moritz, T."
TBB,TBB199Y1,Andrew Franklin-Hall,"Franklin-Hall, A."
CCR,CCR199H1,Siobhan O'Flynn,"O'Flynn, S."
CCR,CCR199H1,Marcel Danesi,"Danesi, M."
CCR,CCR199H1,Jonathan Burgess,"Burgess, J."
CCR,CCR199H1,Seth Bernard,"Bernard, S."
CCR,CCR199H1,Erik Gunderson,"Gunderson, E."
CCR,CCR199H1,George Clarke,"Clarke, G."
CCR,CCR199H1,David Townsend,"Townsend, D."
CCR,CCR199H1,Mark Cheetham,"Cheetham, M."
CCR,CCR199H1,Marie-Anne Visoi,"Visoi, M."
CCR,CCR199H1,Francesco Gagliardi,"Gagliardi, F."
CCR,CCR199H1,Maxim Tarnawsky,"Tarnawsky, M."
CCR,CCR199H1,Tatiana Smolyarova,"Smolyarova, T."
LTE,LTE199H1,John Coleman,"Coleman, J."
LTE,LTE199H1,Thomas Berleth,"Berleth, T."
LTE,LTE199H1,John Coleman,"Coleman, J."
PMU,PMU199H1,Jo Bovy,"Bovy, J."
PMU,PMU199H1,Hilding Neilson,"Neilson, H."
PMU,PMU199H1,Stephen Easterbrook,"Easterbrook, S."
PMU,PMU199H1,Robert Logan,"Logan, R."
SII,SII199H1,Bonnie McElhinny,"McElhinny, B."
SII,SII199H1,Valentina Napolitano,"Napolitano, V."
SII,SII199H1,Yashar Ganjali,"Ganjali, Y."
SII,SII199H1,Matthew Farish,"Farish, M."
SII,SII199H1,Jason Hackworth,"Hackworth, J."
SII,SII199H1,Ronald Pruessen,"Pruessen, R."
SII,SII199H1,Amir Harrak,"Harrak, A."
TBB,TBB199H1,Sali Tagliamonte,"Tagliamonte, S."
TBB,TBB199H1,Diane Massam,"Massam, D."
TBB,TBB199H1,Elaine Gold,"Gold, E."
TBB,TBB199H1,Joseph Heath,"Heath, J."
TBB,TBB199H1,Margaret Morrison,"Morrison, M."
XBC,XBC199Y1,Sarah Finkelstein,"Finkelstein, S."
LTE,LTE199Y1,James Eckenwalder,"Eckenwalder, J."
PMU,PMU199Y1,John Sipe,"Sipe, J."
PMU,PMU199Y1,Virgil Craiu,"Craiu, V."
SII,SII199Y1,Paul Cohen,"Cohen, P."
SII,SII199Y1,William Michelson,"Michelson, W."
CCR,CCR199Y1,Jonathan Herold,"Herold, J."
CCR,CCR199Y1,Andrea Most,"Most, A."
CCR,CCR199Y1,Bruce Ferguson,"Ferguson, B."
CCR,CCR199Y1,Erol Boran,"Boran, E."
CCR,CCR199Y1,Francesco Guardiani,"Guardiani, F."
CCR,CCR199Y1,Barbara Rose,"Rose, B."
CCR,CCR199Y1,David Clandfield,"Clandfield, D."
XBC,XBC199Y1,Grant Henderson,"Henderson, G."
XBC,XBC199Y1,Barbara Sherwood Lollar,"Sherwood Lollar, B."
XBC,XBC199Y1,James Mungall,"Mungall, J."
XBC,XBC199Y1,Brock MacDonald,"MacDonald, B."
XBC,XBC199Y1,Theresa Moritz,"Moritz, T."
XBC,XBC199Y1,Victor Falkenheim,"Falkenheim, V."
CCR,CCR199H1,Jonathan Burgess,"Burgess, J."
CCR,CCR199H1,Francesco Gagliardi,"Gagliardi, F."
CCR,CCR199H1,Christina Katsougiannopoulou,"Katsougiannopoulou, C."
CCR,CCR199H1,SeungJung Kim,"Kim, S."
CCR,CCR199H1,Atsuko Sakaki,"Sakaki, A."
CCR,CCR199H1,Rivanne Sandler,"Sandler, R."
CCR,CCR199H1,Stefan Soldovieri,"Soldovieri, S."
CCR,CCR199Y1,Erol Boran,"Boran, E."
CCR,CCR199Y1,David Clandfield,"Clandfield, D."
CCR,CCR199Y1,Giuliana Katz,"Katz, G."
CCR,CCR199Y1,Manuela Scarci,"Scarci, M."
LTE,LTE199H1,Mounir AbouHaidar,"AbouHaidar, M."
LTE,LTE199H1,Ashley Bruce,"Bruce, A."
LTE,LTE199H1,Becky Raboy,"Raboy, B."
LTE,LTE199Y1,James Eckenwalder,"Eckenwalder, J."
LTE,LTE199Y1,Martin Ralph,"Ralph, M."
PMU,PMU199H1,Jonathan Abbatt,"Abbatt, J."
PMU,PMU199H1,Dietrich Burbulla,"Burbulla, D."
PMU,PMU199H1,Christopher Matzner,"Matzner, C."
PMU,PMU199H1,Robert McCann,"McCann, R."
PMU,PMU199H1,Michael Reid,"Reid, M."
PMU,PMU199Y1,Amanda Peet,"Peet, A."
SII,SII199H1,Michael Chazan,"Chazan, M."
SII,SII199H1,Matthew Farish,"Farish, M."
SII,SII199H1,Ivan Kalmar,"Kalmar, I."
SII,SII199H1,Ivan Kalmar,"Kalmar, I."
SII,SII199H1,Thomas Lytle,"Lytle, T."
