dept,course,instructor,abbrev_instructor
ITA,ITA100Y1,Samia Abdel Tawwab,"Abdel Tawwab, S."
ITA,ITA100Y1,Pamela Arancibia,"Arancibia, P."
ITA,ITA100Y1,Leila Ouji,"Ouji, L."
ITA,ITA100Y1,Mirella Pasquarelli Clivio,"Pasquarelli Clivio, M."
ITA,ITA100Y1,Mirella Pasquarelli Clivio,"Pasquarelli Clivio, M."
ITA,ITA151Y1,Sebastiano Bazzichetto,"Bazzichetto, S."
ITA,ITA151Y1,Wanda Santini,"Santini, W."
ITA,ITA201H1,Luca Somigli,"Somigli, L."
ITA,ITA240Y1,Gaoheng Zhang,"Zhang, G."
ITA,ITA250Y1,Manuela Scarci,"Scarci, M."
ITA,ITA301H1,Francesco Guardiani,"Guardiani, F."
ITA,ITA345H1,Gaoheng Zhang,"Zhang, G."
ITA,ITA350Y1,Letizia Tesi,"Tesi, L."
ITA,ITA431H1,Franco Pierno,"Pierno, F."
ITA,ITA151Y1,Giovanni Scarola,"Scarola, G."
ITA,ITA200H1,Francesco Guardiani,"Guardiani, F."
ITA,ITA250Y1,Maria Bernardini,"Bernardini, M."
ITA,ITA320H1,Elisa Brilli,"Brilli, E."
ITA,ITA332H1,Manuela Scarci,"Scarci, M."
ITA,ITA340H1,Gaoheng Zhang,"Zhang, G."
ITA,ITA360H1,Mirella Pasquarelli Clivio,"Pasquarelli Clivio, M."
ITA,ITA380H1,Luca Somigli,"Somigli, L."
ITA,ITA321H1,Elisa Brilli,"Brilli, E."
ITA,ITA341H1,Gaoheng Zhang,"Zhang, G."
ITA,ITA100Y1,Paolo Frasca,"Frasca, P."
ITA,ITA100Y1,Mirella Pasquarelli Clivio,"Pasquarelli Clivio, M."
ITA,ITA100Y1,Mirella Pasquarelli Clivio,"Pasquarelli Clivio, M."
ITA,ITA100Y1,Francesca Facchi,"Facchi, F."
ITA,ITA100Y1,Maurizio Scontrino,"Scontrino, M."
ITA,ITA100Y1,Sebastiano Bazzichetto,"Bazzichetto, S."
ITA,ITA100Y1,Christina Vani,"Vani, C."
ITA,ITA100Y1,Pamela Arancibia,"Arancibia, P."
ITA,ITA100Y1,Sylvia Gaspari,"Gaspari, S."
ITA,ITA100Y1,Benedetta Lamanna,"Lamanna, B."
ITA,ITA100Y1,Giovanni Scarola,"Scarola, G."
ITA,ITA100Y1,Marcogildo Lettieri,"Lettieri, M."
ITA,ITA100Y1,Kathleen Gaudet,"Gaudet, K."
ITA,ITA100Y1,Christina Vani,"Vani, C."
ITA,ITA250Y1,Letizia Tesi,"Tesi, L."
ITA,ITA250Y1,Manuela Scarci,"Scarci, M."
ITA,ITA250Y1,Franco Pierno,"Pierno, F."
ITA,ITA251Y1,Bruno Magliocchetti,"Magliocchetti, B."
ITA,ITA251Y1,Johnny Bertolio,"Bertolio, J."
ITA,ITA350Y1,Manuela Scarci,"Scarci, M."
ITA,ITA351Y1,Bruno Magliocchetti,"Magliocchetti, B."
ITA,ITA151Y1,Bruno Magliocchetti,"Magliocchetti, B."
ITA,ITA151Y1,Elisabetta Carraro,"Carraro, E."
ITA,ITA363H1,Mirella Pasquarelli Clivio,"Pasquarelli Clivio, M."
ITA,ITA310H1,Bruno Magliocchetti,"Magliocchetti, B."
ITA,ITA201H1,Luca Somigli,"Somigli, L."
ITA,ITA100Y1,Mirella Pasquarelli Clivio,"Pasquarelli Clivio, M."
ITA,ITA100Y1,Manuela Scarci,"Scarci, M."
ITA,ITA311H1,Konrad Eisenbichler,"Eisenbichler, K."
ITA,ITA312H1,Manuela Scarci,"Scarci, M."
ITA,ITA100Y1,Manuela Scarci,"Scarci, M."
ITA,ITA100Y1,Gaoheng Zhang,"Zhang, G."
ITA,ITA455H1,Manuela Scarci,"Scarci, M."
ITA,ITA100Y1,Wanda Santini,"Santini, W."
ITA,ITA100Y1,Mirella Pasquarelli Clivio,"Pasquarelli Clivio, M."
ITA,ITA100Y1,Mirella Pasquarelli Clivio,"Pasquarelli Clivio, M."
ITA,ITA100Y1,Kathleen Gaudet,"Gaudet, K."
ITA,ITA100Y1,Joanne Granata,"Granata, J."
ITA,ITA100Y1,Samia Abdel Tawwab,"Abdel Tawwab, S."
ITA,ITA100Y1,Pamela Arancibia,"Arancibia, P."
ITA,ITA100Y1,Wanda Santini,"Santini, W."
ITA,ITA100Y1,Leila Ouji,"Ouji, L."
ITA,ITA100Y1,Giovanni Scarola,"Scarola, G."
ITA,ITA101Y1,Bruno Magliocchetti,"Magliocchetti, B."
ITA,ITA101Y1,Sebastiano Bazzichetto,"Bazzichetto, S."
ITA,ITA240Y1,Alberto Zambenedetti,"Zambenedetti, A."
ITA,ITA250Y1,Anne Urbancic,"Urbancic, A."
ITA,ITA250Y1,Erika Papagni,"Papagni, E."
ITA,ITA250Y1,Christina Vani,"Vani, C."
ITA,ITA251Y1,Johnny Bertolio,"Bertolio, J."
ITA,ITA300H1,Francesco Guardiani,"Guardiani, F."
ITA,ITA321H1,Johnny Bertolio,"Bertolio, J."
ITA,ITA321H1,Franco Pierno,"Pierno, F."
ITA,ITA330H1,Anne Urbancic,"Urbancic, A."
ITA,ITA341H1,Alberto Zambenedetti,"Zambenedetti, A."
ITA,ITA350Y1,Marcogildo Lettieri,"Lettieri, M."
ITA,ITA351Y1,Bruno Magliocchetti,"Magliocchetti, B."
ITA,ITA363H1,Mirella Pasquarelli Clivio,"Pasquarelli Clivio, M."
ITA,ITA381H1,Francesco Guardiani,"Guardiani, F."
JFI,JFI225Y1,Anne Urbancic,"Urbancic, A."
ITA,ITA100Y1,Anne-Marie Sorrenti,"Sorrenti, A."
ITA,ITA100Y1,Diana Johnston,"Johnston, D."
ITA,ITA200H1,Konrad Eisenbichler,"Eisenbichler, K."
ITA,ITA320H1,Franco Pierno,"Pierno, F."
ITA,ITA340H1,Alberto Zambenedetti,"Zambenedetti, A."
ITA,ITA350Y1,Manuela Scarci,"Scarci, M."
ITA,ITA360H1,Mirella Pasquarelli Clivio,"Pasquarelli Clivio, M."
ITA,ITA400H1,Manuela Scarci,"Scarci, M."
ITA,ITA100Y1,Paolo Frasca,"Frasca, P."
ITA,ITA100Y1,Giovanni Scarola,"Scarola, G."
ITA,ITA200H1,Francesco Guardiani,"Guardiani, F."
ITA,ITA250Y1,Christina Vani,"Vani, C."
ITA,ITA251Y1,Johnny Bertolio,"Bertolio, J."
ITA,ITA300H1,Francesco Guardiani,"Guardiani, F."
ITA,ITA310H1,Bruno Magliocchetti,"Magliocchetti, B."
ITA,ITA320H1,Manuela Scarci,"Scarci, M."
ITA,ITA332H1,Manuela Scarci,"Scarci, M."
ITA,ITA340H1,Gaoheng Zhang,"Zhang, G."
ITA,ITA348H1,Francesco Guardiani,"Guardiani, F."
ITA,ITA350Y1,Manuela Scarci,"Scarci, M."
ITA,ITA380H1,Luca Somigli,"Somigli, L."
ITA,ITA100Y1,Teresa Valentini,"Valentini, T."
ITA,ITA320H1,Franco Pierno,"Pierno, F."
ITA,ITA100Y1,Valentina Pigini,"Pigini, V."
ITA,ITA400H1,Marco Piana,"Piana, M."
ITA,ITA360H1,Mirella Pasquarelli Clivio,"Pasquarelli Clivio, M."
ITA,ITA100Y1,Manuela Scarci,"Scarci, M."
ITA,ITA350Y1,Manuela Scarci,"Scarci, M."
ITA,ITA332H1,Manuela Scarci,"Scarci, M."
ITA,ITA100Y1,Nattapol Ruangsri,"Ruangsri, N."
ITA,ITA100Y1,Alessio Aletta,"Aletta, A."
ITA,ITA100Y1,Pamela Arancibia,"Arancibia, P."
ITA,ITA100Y1,Gianmarco Bocchi,"Bocchi, G."
ITA,ITA350Y1,Elisabetta Carraro,"Carraro, E."
ITA,ITA100Y1,Kelsey Cunningham,"Cunningham, K."
ITA,ITA100Y1,Sylvia Gaspari,"Gaspari, S."
ITA,ITA378H1,Jessica Harris,"Harris, J."
ITA,ITA100Y1,Mohammad Jamali,"Jamali, M."
ITA,ITA100Y1,Daniele Laudadio,"Laudadio, D."
ITA,ITA100Y1,Katharina Logan,"Logan, K."
ITA,ITA100Y1,Alice Martignoni,"Martignoni, A."
ITA,ITA250Y1,Eloisa Morra,"Morra, E."
ITA,ITA350Y1,Eloisa Morra,"Morra, E."
ITA,ITA100Y1,Mirella Pasquarelli Clivio,"Pasquarelli Clivio, M."
ITA,ITA100Y1,Mirella Pasquarelli Clivio,"Pasquarelli Clivio, M."
ITA,ITA363H1,Mirella Pasquarelli Clivio,"Pasquarelli Clivio, M."
ITA,ITA433H1,Franco Pierno,"Pierno, F."
ITA,ITA390H1,Domenico Pietropaolo,"Pietropaolo, D."
ITA,ITA321H1,Domenico Pietropaolo,"Pietropaolo, D."
ITA,ITA250Y1,Manuela Scarci,"Scarci, M."
ITA,ITA250Y1,Maurizio Scontrino,"Scontrino, M."
ITA,ITA100Y1,Maurizio Scontrino,"Scontrino, M."
ITA,ITA100Y1,Letizia Tesi,"Tesi, L."
ITA,ITA240Y1,Alberto Zambenedetti,"Zambenedetti, A."
ITA,ITA450H1,Sara Galli,"Galli, S."
ITA,ITA100Y1,Sara Galli,"Galli, S."
ITA,ITA200H1,Francesco Guardiani,"Guardiani, F."
ITA,ITA250Y1,Francesca Facchi,"Facchi, F."
ITA,ITA358Y0,Michael Lettieri,"Lettieri, M."
ITA,ITA364H1,Matteo Brera,"Brera, M."
ITA,ITA100Y1,Adriana Grimaldi,"Grimaldi, A."
CJS,CJS201H1,Sol Goldberg,"Goldberg, S."
CJS,CJS201H1,Yigal Nizri,"Nizri, Y."
CJS,CJS201H1,Anna Shternshis,"Shternshis, A."
CJS,CJS201H1,Wojciech Tworek,"Tworek, W."
CJS,CJS200H1,Yiftach Fehige,"Fehige, Y."
CJS,CJS200H1,Sol Goldberg,"Goldberg, S."
CJS,CJS200H1,Karolina Hubner,"Hubner, K."
JGJ,JGJ360H1,Doris Bergen,"Bergen, D."
JGJ,JGJ360H1,Anna Shternshis,"Shternshis, A."
CJS,CJS200H1,Gabriel Citron,"Citron, G."
CJS,CJS200H1,Yiftach Fehige,"Fehige, Y."
CJS,CJS200H1,Tirzah Meacham,"Meacham, T."
CJS,CJS200H1,Clifford Orwin,"Orwin, C."
CJS,CJS390H1,Joanna Krongold,"Krongold, J."
CJS,CJS491H1,Yigal Nizri,"Nizri, Y."
CJS,CJS201H1,Yigal Nizri,"Nizri, Y."
CJS,CJS201H1,Jill Ross,"Ross, J."
CJS,CJS201H1,Daniel Schroeter,"Schroeter, D."
CJS,CJS200H1,Dan Avnon,"Avnon, D."
CJS,CJS200H1,Sol Goldberg,"Goldberg, S."
CJS,CJS200H1,Naomi Seidman,"Seidman, N."
CJS,CJS200H1,Eliezer Septimus,"Septimus, E."
CJS,CJS220H1,Doris Bergen,"Bergen, D."
CJS,CJS220H1,Anna Shternshis,"Shternshis, A."
CJS,CJS201H1,Jeffrey Kopstein,"Kopstein, J."
CJS,CJS201H1,Andrea Most,"Most, A."
CJS,CJS201H1,Judith Newman,"Newman, J."
CJS,CJS201H1,Anna Shternshis,"Shternshis, A."
CJS,CJS290H1,Eliezer Septimus,"Septimus, E."
CJS,CJS390H1,Elisha Denburg,"Denburg, E."
CJS,CJS390H1,Vojin Majstorovic,"Majstorovic, V."
CJS,CJS390H1,Maris Rowe-Mcculloch,"Rowe-Mcculloch, M."
CJS,CJS390H1,Jeffrey Kopstein,"Kopstein, J."
CJS,CJS390H1,Anna Shternshis,"Shternshis, A."
CJS,CJS200H1,Gabriel Citron,"Citron, G."
CJS,CJS200H1,Sol Goldberg,"Goldberg, S."
CJS,CJS200H1,Tirzah Meacham,"Meacham, T."
CJS,CJS200H1,David Novak,"Novak, D."
CJS,CJS201H1,Doris Bergen,"Bergen, D."
CJS,CJS201H1,Andrea Most,"Most, A."
CJS,CJS201H1,Derek Penslar,"Penslar, D."
CJS,CJS201H1,Kenneth Wald,"Wald, K."
CJS,CJS200H1,Doris Bergen,"Bergen, D."
CJS,CJS200H1,Jeffrey Kopstein,"Kopstein, J."
CJS,CJS200H1,David Novak,"Novak, D."
CJS,CJS200H1,Anna Shternshis,"Shternshis, A."
CJS,CJS220H1,Doris Bergen,"Bergen, D."
CJS,CJS220H1,Anna Shternshis,"Shternshis, A."
CJS,CJS201H1,Marc Epstein,"Epstein, M."
CJS,CJS201H1,Judith Newman,"Newman, J."
CJS,CJS201H1,Derek Penslar,"Penslar, D."
CJS,CJS201H1,Harold Troper,"Troper, H."
CJS,CJS290H1,Sol Goldberg,"Goldberg, S."
CJS,CJS383H1,Jeffrey Kopstein,"Kopstein, J."
CJS,CJS440H1,Yigal Nizri,"Nizri, Y."
CJS,CJS390H1,Yigal Nizri,"Nizri, Y."
CJS,CJS200H1,Yiftach Fehige,"Fehige, Y."
CJS,CJS200H1,Sol Goldberg,"Goldberg, S."
CJS,CJS200H1,Karolina Hubner,"Hubner, K."
CJS,CJS201H1,Doris Bergen,"Bergen, D."
CJS,CJS201H1,Willi Goetschel,"Goetschel, W."
CJS,CJS330H1,Sol Goldberg,"Goldberg, S."
CJS,CJS201H1,Anna Shternshis,"Shternshis, A."
CJS,CJS390H1,Alexis Lerner,"Lerner, A."
LAS,LAS201H1,Victor Rivas,"Rivas, V."
LAS,LAS302H1,Victor Rivas,"Rivas, V."
LAS,LAS200H1,Victor Rivas,"Rivas, V."
LAS,LAS401H1,Berenice Villagomez,"Villagomez, B."
LAS,LAS200H1,Victor Rivas,"Rivas, V."
LAS,LAS201H1,Victor Rivas,"Rivas, V."
LAS,LAS300H1,Juan Pereira Marsiaj,"Pereira Marsiaj, J."
LAS,LAS400H1,Donald Kingsbury,"Kingsbury, D."
LAS,LAS200Y1,Victor Rivas,"Rivas, V."
LAS,LAS400H1,Donald Kingsbury,"Kingsbury, D."
LAS,LAS200H1,Victor Rivas,"Rivas, V."
LAS,LAS301H1,Victor Rivas,"Rivas, V."
LAS,LAS201H1,Victor Rivas,"Rivas, V."
LAS,LAS200Y1,Victor Rivas,"Rivas, V."
LAS,LAS300H1,Juan Marsiaj,"Marsiaj, J."
LAS,LAS301H1,Victor Rivas,"Rivas, V."
LAS,LAS301H1,Victor Rivas,"Rivas, V."
LAS,LAS200H1,Victor Rivas,"Rivas, V."
LAS,LAS301H1,Victor Rivas,"Rivas, V."
LAS,LAS201H1,Victor Rivas,"Rivas, V."
LIN,LIN333H1,Susana Bejar,"Bejar, S."
LIN,LIN323H1,Marshall Chasin,"Chasin, M."
LIN,LIN232H1,Clarissa Forbes,"Forbes, C."
LIN,LIN203H1,Ross Godfrey,"Godfrey, R."
JLP,JLP374H1,Daphna Heller,"Heller, D."
LIN,LIN341H1,Michela Ippolito,"Ippolito, M."
LIN,LIN322H1,Peter Jurgec,"Jurgec, P."
LIN,LIN228H1,Alexei Kochetov,"Kochetov, A."
JLS,JLS476H1,Stella Ng,"Ng, S."
LIN,LIN409H1,Keren Rice,"Rice, K."
LIN,LIN200H1,Nathan Sanders,"Sanders, N."
LIN,LIN200H1,Nathan Sanders,"Sanders, N."
LIN,LIN305H1,Nathan Sanders,"Sanders, N."
JAL,JAL401H1,Guillaume Thomas,"Thomas, G."
JAL,JAL328H1,Radu Craioveanu,"Craioveanu, R."
JLP,JLP315H1,Erin Hall,"Hall, E."
JLP,JLP471H1,Daphna Heller,"Heller, D."
LIN,LIN102H1,Nicholas La Cara,"La Cara, N."
LIN,LIN102H1,Nicholas La Cara,"La Cara, N."
LIN,LIN200H1,Nathan Sanders,"Sanders, N."
LIN,LIN200H1,Nathan Sanders,"Sanders, N."
LIN,LIN201H1,Frances Maddeaux,"Maddeaux, F."
LIN,LIN204H1,Phil Howson,"Howson, P."
LIN,LIN229H1,Joanna Chociej,"Chociej, J."
LIN,LIN241H1,Guillaume Thomas,"Thomas, G."
LIN,LIN251H1,Naomi Nagy,"Nagy, N."
LIN,LIN306H1,Suzi Oliveira de Lima,"Oliveira de Lima, S."
LIN,LIN331H1,Nicholas La Cara,"La Cara, N."
LIN,LIN362H1,Alexei Kochetov,"Kochetov, A."
LIN,LIN423H1,Alexei Kochetov,"Kochetov, A."
LIN,LIN204H1,Nicholas La Cara,"La Cara, N."
LIN,LIN203H1,Aaron Dinkin,"Dinkin, A."
LIN,LIN228H1,Emily Blamire,"Blamire, E."
JLP,JLP315H1,Erin Hall,"Hall, E."
LIN,LIN306H1,Julianne Doner,"Doner, J."
LIN,LIN306H1,Clarissa Forbes,"Forbes, C."
LIN,LIN101H1,Ross Godfrey,"Godfrey, R."
LIN,LIN204H1,Daniel Milway,"Milway, D."
JLP,JLP374H1,Rebecca Tollan,"Tollan, R."
LIN,LIN200H1,Radu Craioveanu,"Craioveanu, R."
LIN,LIN251H1,Julien Carrier,"Carrier, J."
LIN,LIN102H1,Ross Godfrey,"Godfrey, R."
LIN,LIN331H1,Nicholas La Cara,"La Cara, N."
LIN,LIN101H1,Kazuya Bamba,"Bamba, K."
LIN,LIN203H1,Olga Tararova,"Tararova, O."
LIN,LIN228H1,Emily Blamire,"Blamire, E."
LIN,LIN200H1,Phil Howson,"Howson, P."
LIN,LIN102H1,Julien Carrier,"Carrier, J."
LIN,LIN241H1,Tomohiro Yokoyama,"Yokoyama, T."
JLP,JLP374H1,Rebecca Tollan,"Tollan, R."
LIN,LIN229H1,Christopher Harvey,"Harvey, C."
JAL,JAL328H1,Radu Craioveanu,"Craioveanu, R."
LIN,LIN102H1,Nicholas Welch,"Welch, N."
LIN,LIN102H1,Nicholas Welch,"Welch, N."
LIN,LIN200H1,Aaron Dinkin,"Dinkin, A."
LIN,LIN200H1,Aaron Dinkin,"Dinkin, A."
LIN,LIN200H1,Aaron Dinkin,"Dinkin, A."
LIN,LIN201H1,Frances Maddeaux,"Maddeaux, F."
LIN,LIN204H1,Iryna Osadcha,"Osadcha, I."
LIN,LIN229H1,Christopher Harvey,"Harvey, C."
LIN,LIN241H1,Guillaume Thomas,"Thomas, G."
LIN,LIN306H1,Diane Massam,"Massam, D."
LIN,LIN322H1,Peter Jurgec,"Jurgec, P."
LIN,LIN331H1,Maria Cuervo,"Cuervo, M."
LIN,LIN333H1,Susana Bejar,"Bejar, S."
LIN,LIN351H1,Sali Tagliamonte,"Tagliamonte, S."
LIN,LIN362H1,Aaron Dinkin,"Dinkin, A."
LIN,LIN451H1,J Chambers,"Chambers, J."
LIN,LIN458H1,Ryan DeCaire,"DeCaire, R."
JLP,JLP315H1,Laura Spinu,"Spinu, L."
JLP,JLP471H1,Daphna Heller,"Heller, D."
JLS,JLS472H1,Luigi Girolametto,"Girolametto, L."
JLS,JLS476H1,Stella Ng,"Ng, S."
JLP,JLP315H1,Mersedeh Mohaghegh,"Mohaghegh, M."
LIN,LIN100Y1,Julien Carrier,"Carrier, J."
LIN,LIN200H1,Phil Howson,"Howson, P."
LIN,LIN200H1,Phil Howson,"Howson, P."
LIN,LIN204H1,Alexandra Motut,"Motut, A."
LIN,LIN251H1,Shayna Gardiner,"Gardiner, S."
LIN,LIN432H1,Nicholas Welch,"Welch, N."
JLP,JLP471H1,Margaret Grant,"Grant, M."
LIN,LIN201H1,Naomi Nagy,"Nagy, N."
JAL,JAL401H1,Nicholas Welch,"Welch, N."
JLP,JLP374H1,Daphna Heller,"Heller, D."
JLS,JLS473H1,Lynn Ellwood,"Ellwood, L."
LIN,LIN101H1,Peter Jurgec,"Jurgec, P."
LIN,LIN101H1,Peter Jurgec,"Jurgec, P."
LIN,LIN200H1,Phil Howson,"Howson, P."
LIN,LIN200H1,Phil Howson,"Howson, P."
LIN,LIN203H1,Aaron Dinkin,"Dinkin, A."
LIN,LIN228H1,Alexei Kochetov,"Kochetov, A."
LIN,LIN232H1,Guillaume Thomas,"Thomas, G."
LIN,LIN251H1,Naomi Nagy,"Nagy, N."
LIN,LIN305H1,Daphna Heller,"Heller, D."
LIN,LIN323H1,Marshall Chasin,"Chasin, M."
LIN,LIN341H1,Michela Ippolito,"Ippolito, M."
LIN,LIN423H1,Alexei Kochetov,"Kochetov, A."
LIN,LIN456H1,Sali Tagliamonte,"Tagliamonte, S."
JAL,JAL328H1,Christopher Harvey,"Harvey, C."
JAL,JAL401H1,Keren Rice,"Rice, K."
JLP,JLP374H1,Daphna Heller,"Heller, D."
JLS,JLS472H1,Jennifer Allegro,"Allegro, J."
JLS,JLS472H1,Luigi Girolametto,"Girolametto, L."
LIN,LIN100Y1,Alexei Kochetov,"Kochetov, A."
LIN,LIN100Y1,Alexei Kochetov,"Kochetov, A."
LIN,LIN200H1,Derek Denis,"Denis, D."
LIN,LIN200H1,Derek Denis,"Denis, D."
LIN,LIN200H1,Derek Denis,"Denis, D."
LIN,LIN201H1,Naomi Nagy,"Nagy, N."
LIN,LIN203H1,Julie Goncharov,"Goncharov, J."
LIN,LIN228H1,Joanna Chociej,"Chociej, J."
LIN,LIN232H1,Maria Cuervo,"Cuervo, M."
LIN,LIN305H1,Daphna Heller,"Heller, D."
LIN,LIN306H1,Diane Massam,"Massam, D."
LIN,LIN323H1,Marshall Chasin,"Chasin, M."
LIN,LIN331H1,Bronwyn Bjorkman,"Bjorkman, B."
LIN,LIN341H1,Michela Ippolito,"Ippolito, M."
LIN,LIN351H1,Aaron Dinkin,"Dinkin, A."
LIN,LIN458H1,Nicholas Welch,"Welch, N."
JLP,JLP315H1,Ailis Cournane,"Cournane, A."
JLP,JLP471H1,Daphna Heller,"Heller, D."
JLS,JLS473H1,Lynn Ellwood,"Ellwood, L."
JLS,JLS473H1,Regina Jokel,"Jokel, R."
LIN,LIN100Y1,Diane Massam,"Massam, D."
LIN,LIN100Y1,Diane Massam,"Massam, D."
LIN,LIN200H1,Safieh Moghaddam,"Moghaddam, S."
LIN,LIN200H1,Safieh Moghaddam,"Moghaddam, S."
LIN,LIN204H1,Susana Bejar,"Bejar, S."
LIN,LIN229H1,Peter Jurgec,"Jurgec, P."
LIN,LIN241H1,Youri Zabbal,"Zabbal, Y."
LIN,LIN322H1,Keren Rice,"Rice, K."
LIN,LIN333H1,Nicholas Welch,"Welch, N."
LIN,LIN362H1,Aaron Dinkin,"Dinkin, A."
LIN,LIN423H1,Alexei Kochetov,"Kochetov, A."
LIN,LIN451H1,J Chambers,"Chambers, J."
LIN,LIN456H1,Naomi Nagy,"Nagy, N."
LIN,LIN481H1,B Dresher,"Dresher, B."
LIN,LIN204H1,Nicholas Welch,"Welch, N."
LIN,LIN203H1,Aaron Dinkin,"Dinkin, A."
LIN,LIN100Y1,Matthew Gardner,"Gardner, M."
LIN,LIN100Y1,Julie Goncharov,"Goncharov, J."
LIN,LIN200H1,Mersedeh Mohaghegh,"Mohaghegh, M."
LIN,LIN200H1,Mersedeh Mohaghegh,"Mohaghegh, M."
JLP,JLP315H1,Ailis Cournane,"Cournane, A."
JLS,JLS475H1,Luigi Girolametto,"Girolametto, L."
LIN,LIN228H1,Ross Krekoski,"Krekoski, R."
JLP,JLP374H1,Yu-Leng Lin,"Lin, Y."
LIN,LIN229H1,Joanna Chociej,"Chociej, J."
LIN,LIN232H1,Alexandra Motut,"Motut, A."
JAL,JAL328H1,Christopher Spahr,"Spahr, C."
LIN,LIN331H1,Maria Cuervo,"Cuervo, M."
JAL,JAL328H1,Radu Craioveanu,"Craioveanu, R."
LIN,LIN200H1,Mersedeh Mohaghegh,"Mohaghegh, M."
LIN,LIN200H1,Mersedeh Mohaghegh,"Mohaghegh, M."
LIN,LIN100Y1,Matthew Gardner,"Gardner, M."
LIN,LIN100Y1,Julie Goncharov,"Goncharov, J."
LIN,LIN204H1,Safieh Moghaddam,"Moghaddam, S."
LIN,LIN203H1,Derek Denis,"Denis, D."
LIN,LIN228H1,Radu Craioveanu,"Craioveanu, R."
JLP,JLP374H1,Yu-Leng Lin,"Lin, Y."
JLP,JLP315H1,Ailis Cournane,"Cournane, A."
LIN,LIN241H1,Walter Pedersen,"Pedersen, W."
JLP,JLP315H1,Ana Perez-Leroux,"Perez-Leroux, A."
LIN,LIN241H1,Michela Ippolito,"Ippolito, M."
JLS,JLS476H1,Luigi Girolametto,"Girolametto, L."
JLS,JLS476H1,Stella Ng,"Ng, S."
LIN,LIN458H1,Bonnie Maracle,"Maracle, B."
LIN,LIN351H1,Sali Tagliamonte,"Tagliamonte, S."
LIN,LIN229H1,Peter Jurgec,"Jurgec, P."
LIN,LIN200H1,Aaron Dinkin,"Dinkin, A."
LIN,LIN200H1,Aaron Dinkin,"Dinkin, A."
LIN,LIN100Y1,Elaine Gold,"Gold, E."
LIN,LIN100Y1,Elaine Gold,"Gold, E."
JLS,JLS472H1,Luigi Girolametto,"Girolametto, L."
LIN,LIN204H1,Aaron Dinkin,"Dinkin, A."
JLP,JLP374H1,Margaret Grant,"Grant, M."
JLS,JLS473H1,Lynn Ellwood,"Ellwood, L."
LIN,LIN100Y1,Aaron Dinkin,"Dinkin, A."
LIN,LIN100Y1,Aaron Dinkin,"Dinkin, A."
LIN,LIN200H1,Ross Krekoski,"Krekoski, R."
LIN,LIN200H1,Ross Krekoski,"Krekoski, R."
LIN,LIN203H1,Marisa Brook,"Brook, M."
LIN,LIN228H1,Alexei Kochetov,"Kochetov, A."
LIN,LIN232H1,Guillaume Thomas,"Thomas, G."
LIN,LIN251H1,Naomi Nagy,"Nagy, N."
LIN,LIN305H1,Margaret Grant,"Grant, M."
LIN,LIN322H1,Peter Jurgec,"Jurgec, P."
LIN,LIN333H1,Elaine Gold,"Gold, E."
LIN,LIN341H1,Michela Ippolito,"Ippolito, M."
LIN,LIN362H1,Sali Tagliamonte,"Tagliamonte, S."
JAL,JAL328H1,Christopher Spahr,"Spahr, C."
JAL,JAL353H1,Jack Sidnell,"Sidnell, J."
JLP,JLP315H1,Ailis Cournane,"Cournane, A."
JLP,JLP471H1,Margaret Grant,"Grant, M."
JLS,JLS473H1,Lynn Ellwood,"Ellwood, L."
JLS,JLS475H1,Avital Bitan,"Bitan, A."
JLS,JLS476H1,Luigi Girolametto,"Girolametto, L."
JLS,JLS476H1,Gurjit Singh,"Singh, G."
LIN,LIN100Y1,Elaine Gold,"Gold, E."
LIN,LIN100Y1,Elaine Gold,"Gold, E."
LIN,LIN200H1,Walter Pedersen,"Pedersen, W."
LIN,LIN200H1,Walter Pedersen,"Pedersen, W."
LIN,LIN200H1,Walter Pedersen,"Pedersen, W."
LIN,LIN204H1,Julie Goncharov,"Goncharov, J."
LIN,LIN229H1,Peter Jurgec,"Jurgec, P."
LIN,LIN241H1,Walter Pedersen,"Pedersen, W."
LIN,LIN322H1,Joanna Chociej,"Chociej, J."
LIN,LIN351H1,Aaron Dinkin,"Dinkin, A."
LIN,LIN362H1,Aaron Dinkin,"Dinkin, A."
LIN,LIN423H1,Alexei Kochetov,"Kochetov, A."
LIN,LIN451H1,Derek Denis,"Denis, D."
JAL,JAL401H1,Nicholas Welch,"Welch, N."
LIN,LIN100Y1,Alexei Kochetov,"Kochetov, A."
LIN,LIN100Y1,Alexei Kochetov,"Kochetov, A."
LIN,LIN200H1,Walter Pedersen,"Pedersen, W."
LIN,LIN200H1,Walter Pedersen,"Pedersen, W."
LIN,LIN200H1,Walter Pedersen,"Pedersen, W."
LIN,LIN201H1,Matthew Gardner,"Gardner, M."
LIN,LIN203H1,Aaron Dinkin,"Dinkin, A."
LIN,LIN228H1,Ross Krekoski,"Krekoski, R."
LIN,LIN251H1,Naomi Nagy,"Nagy, N."
LIN,LIN305H1,Derek Denis,"Denis, D."
LIN,LIN305H1,Daphna Heller,"Heller, D."
LIN,LIN306H1,Diane Massam,"Massam, D."
LIN,LIN323H1,Marshall Chasin,"Chasin, M."
LIN,LIN331H1,Diane Massam,"Massam, D."
LIN,LIN333H1,Elaine Gold,"Gold, E."
LIN,LIN341H1,Michela Ippolito,"Ippolito, M."
LIN,LIN458H1,Christopher Harvey,"Harvey, C."
JLP,JLP374H1,Daphna Heller,"Heller, D."
